,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,date
880,au2104                        ,4,520,2,0.43,,0.226697,2020-07-07
881,au2106                        ,2,844,0,1.008,,0.222188,2020-07-07
882,au2008                        ,5211,17770,59,1175.112,,0.211163,2020-07-08
883,au2009                        ,0,1,0,0.0,,0.211163,2020-07-08
884,au2010                        ,2070,6977,318,1284.22,,0.173097,2020-07-08
885,au2012                        ,1276,7549,118,1252.324,,0.187455,2020-07-08
886,au2102                        ,2,530,0,0.248,,0.229804,2020-07-08
887,au2104                        ,1,520,0,0.142,,0.258948,2020-07-08
888,au2106                        ,2,846,2,2.908,,0.184474,2020-07-08
889,au2008                        ,6595,17313,-457,2143.806,,0.204392,2020-07-09
890,au2009                        ,0,1,0,0.0,,0.204392,2020-07-09
891,au2010                        ,1512,7254,277,857.944,,0.177602,2020-07-09
892,au2012                        ,1367,7558,9,1398.382,,0.192346,2020-07-09
893,au2102                        ,0,530,0,0.0,,0.192346,2020-07-09
894,au2104                        ,10,517,-3,4.984,,0.213389,2020-07-09
895,au2106                        ,0,846,0,0.0,,0.213389,2020-07-09
896,au2008                        ,6080,17489,176,1805.946,,0.198385,2020-07-10
897,au2009                        ,0,1,0,0.0,,0.198385,2020-07-10
898,au2010                        ,1514,7367,113,758.754,,0.173229,2020-07-10
899,au2012                        ,1569,7620,62,1872.696,,0.180626,2020-07-10
900,au2102                        ,10,533,3,7.18,,0.18243,2020-07-10
901,au2104                        ,2,519,2,4.864,,0.174495,2020-07-10
902,au2106                        ,0,846,0,0.0,,0.174495,2020-07-10
903,au2008                        ,4345,17404,-85,1392.678,,0.203068,2020-07-13
904,au2009                        ,0,1,0,0.0,,0.203068,2020-07-13
905,au2010                        ,1261,7449,82,846.744,,0.179002,2020-07-13
906,au2012                        ,1351,7733,113,1533.046,,0.18401,2020-07-13
907,au2102                        ,4,533,0,5.302,,0.181023,2020-07-13
908,au2104                        ,11,524,5,15.882,,0.20061,2020-07-13
909,au2106                        ,6,851,5,7.208,,0.181202,2020-07-13
910,au2008                        ,5020,17347,-57,1558.99,,0.189111,2020-07-14
911,au2009                        ,2,3,2,2.104,,0.205469,2020-07-14
912,au2010                        ,2102,8031,582,1095.264,,0.174935,2020-07-14
913,au2012                        ,1380,7854,121,1449.104,,0.181725,2020-07-14
914,au2102                        ,11,533,0,14.764,,0.169227,2020-07-14
915,au2104                        ,3,524,0,0.308,,0.247908,2020-07-14
916,au2106                        ,5,853,2,3.516,,0.211852,2020-07-14
917,au2008                        ,4039,17362,15,1362.47,,0.192786,2020-07-15
918,au2009                        ,0,3,0,0.0,,0.192786,2020-07-15
919,au2010                        ,1799,8450,419,858.09,,0.168077,2020-07-15
920,au2012                        ,2054,7982,128,2493.75,,0.172262,2020-07-15
921,au2102                        ,1,534,1,0.112,,0.233001,2020-07-15
922,au2104                        ,17,520,-4,6.44,,0.215057,2020-07-15
923,au2106                        ,44,857,4,34.414,,0.222463,2020-07-15
924,au2008                        ,4796,17260,-102,1264.2,,0.185337,2020-07-16
925,au2009                        ,0,3,0,0.0,,0.185337,2020-07-16
926,au2010                        ,2010,8730,280,1021.88,,0.164049,2020-07-16
927,au2012                        ,2256,8192,210,2432.486,,0.168129,2020-07-16
928,au2102                        ,6,536,2,3.674,,0.191936,2020-07-16
929,au2104                        ,5,522,2,2.75,,0.222831,2020-07-16
930,au2106                        ,35,853,-4,36.072,,0.203306,2020-07-16
931,au2108                        ,50,43,43,74.968,,0.18936,2020-07-16
932,au2008                        ,4608,17574,314,1162.242,,0.185426,2020-07-17
933,au2009                        ,3,6,3,1.216,,0.13249,2020-07-17
934,au2010                        ,2347,9104,374,883.564,,0.161447,2020-07-17
935,au2012                        ,1708,8314,122,1771.406,,0.167318,2020-07-17
936,au2102                        ,13,536,0,19.364,,0.160872,2020-07-17
937,au2104                        ,23,517,-5,9.74,,0.183718,2020-07-17
938,au2106                        ,5,858,5,6.266,,0.15678,2020-07-17
939,au2108                        ,70,105,62,158.576,,0.177957,2020-07-17
940,au2008                        ,4867,17090,-484,1131.102,,0.207022,2020-07-20
941,au2009                        ,3,9,3,0.212,,0.252269,2020-07-20
942,au2010                        ,1491,9292,188,642.884,,0.162676,2020-07-20
943,au2012                        ,1007,8562,248,797.0,,0.167163,2020-07-20
944,au2102                        ,2,537,1,1.606,,0.179452,2020-07-20
945,au2104                        ,8,521,4,2.47,,0.187454,2020-07-20
946,au2106                        ,2,857,-1,0.8,,0.210581,2020-07-20
947,au2108                        ,26,131,26,101.934,,0.165482,2020-07-20
948,au2008                        ,6085,16627,-463,1389.904,,0.193581,2020-07-21
949,au2009                        ,0,9,0,0.0,,0.193581,2020-07-21
950,au2010                        ,2186,9658,366,1129.404,,0.165235,2020-07-21
951,au2012                        ,1359,8654,92,1290.738,,0.163152,2020-07-21
952,au2102                        ,3,537,0,0.614,,0.17515,2020-07-21
953,au2104                        ,1,522,1,0.066,,0.234036,2020-07-21
954,au2106                        ,4,860,3,4.4,,0.187019,2020-07-21
955,au2108                        ,19,150,19,100.232,,0.165757,2020-07-21
956,au2008                        ,12199,15603,-1024,6879.414,,0.184946,2020-07-22
957,au2009                        ,0,9,0,0.0,,0.184946,2020-07-22
958,au2010                        ,4116,9870,212,2646.052,,0.173199,2020-07-22
959,au2012                        ,3251,8669,15,3694.644,,0.176428,2020-07-22
960,au2102                        ,55,555,18,35.056,,0.196274,2020-07-22
961,au2104                        ,44,527,5,12.09,,0.194636,2020-07-22
962,au2106                        ,33,867,7,34.442,,0.209341,2020-07-22
963,au2108                        ,1,151,1,0.452,,0.197157,2020-07-22
964,au2008                        ,12511,14844,-759,4041.426,,0.22955,2020-07-23
965,au2009                        ,0,9,0,0.0,,0.22955,2020-07-23
966,au2010                        ,4015,10473,603,2220.442,,0.184065,2020-07-23
967,au2012                        ,3145,8877,208,4108.956,,0.187605,2020-07-23
968,au2102                        ,120,604,49,49.328,,0.210685,2020-07-23
969,au2104                        ,64,544,17,35.476,,0.202779,2020-07-23
970,au2106                        ,14,865,-2,7.964,,0.206369,2020-07-23
971,au2108                        ,12,162,11,41.124,,0.195618,2020-07-23
972,au2008                        ,11073,14569,-275,3261.474,,0.231125,2020-07-24
973,au2009                        ,2,8,-1,0.39,,0.174064,2020-07-24
974,au2010                        ,4661,10948,475,2940.928,,0.200029,2020-07-24
975,au2012                        ,3465,8963,86,4455.876,,0.191707,2020-07-24
976,au2102                        ,10,605,1,15.164,,0.19681,2020-07-24
977,au2104                        ,9,548,4,9.798,,0.20635,2020-07-24
978,au2106                        ,20,875,10,49.138,,0.191703,2020-07-24
979,au2108                        ,5,164,2,10.206,,0.193301,2020-07-24
980,au2008                        ,12768,0,-14569,4743.312,2989,0.231433,2020-07-27
981,au2009                        ,23,25,17,5.278,,0.239896,2020-07-27
982,au2010                        ,7253,11506,558,6984.826,,0.223289,2020-07-27
983,au2012                        ,4567,9357,394,6663.586,,0.20844,2020-07-27
984,au2102                        ,68,627,22,38.806,,0.220755,2020-07-27
985,au2104                        ,44,559,11,15.812,,0.255713,2020-07-27
986,au2106                        ,18,869,-6,19.458,,0.231748,2020-07-27
987,au2108                        ,6,168,4,6.66,,0.215051,2020-07-27
988,au2009                        ,39,36,11,11.382,,0.269471,2020-07-28
989,au2010                        ,10899,12829,1323,11728.81,,0.229024,2020-07-28
990,au2012                        ,6387,9871,514,10874.86,,0.217621,2020-07-28
991,au2102                        ,1421,855,228,2253.042,,0.216776,2020-07-28
992,au2104                        ,51,573,14,45.116,,0.243092,2020-07-28
993,au2106                        ,7,869,0,7.186,,0.236779,2020-07-28
994,au2108                        ,34,185,17,57.064,,0.210451,2020-07-28
995,au2009                        ,13,43,7,8.63,,0.383321,2020-07-29
996,au2010                        ,6230,13239,410,4942.6,,0.233255,2020-07-29
997,au2012                        ,3518,10292,421,5038.228,,0.218617,2020-07-29
998,au2102                        ,843,898,43,1608.582,,0.211812,2020-07-29
999,au2104                        ,87,583,10,60.82,,0.241363,2020-07-29
1000,au2106                        ,17,879,10,25.56,,0.212509,2020-07-29
1001,au2108                        ,17,179,-6,25.814,,0.209445,2020-07-29
1002,au2009                        ,18,44,1,3.684,,0.238097,2020-07-30
1003,au2010                        ,4019,13809,570,3368.854,,0.233873,2020-07-30
1004,au2012                        ,2906,10572,280,4148.864,,0.227495,2020-07-30
1005,au2102                        ,539,970,72,825.168,,0.21762,2020-07-30
1006,au2104                        ,43,597,14,34.048,,0.247361,2020-07-30
1007,au2106                        ,14,881,2,12.686,,0.233267,2020-07-30
1008,au2108                        ,0,179,0,0.0,,0.233267,2020-07-30
1009,au2009                        ,14,49,5,2.72,,0.257516,2020-07-31
1010,au2010                        ,5184,14648,839,4253.402,,0.237689,2020-07-31
1011,au2012                        ,3859,11194,622,5698.036,,0.219396,2020-07-31
1012,au2102                        ,826,1067,97,1609.292,,0.204854,2020-07-31
1013,au2104                        ,20,607,10,46.04,,0.216381,2020-07-31
1014,au2106                        ,59,896,15,83.652,,0.224419,2020-07-31
1015,au2108                        ,19,195,16,69.11,,0.209027,2020-07-31
1016,au2009                        ,7,51,2,2.924,,0.208751,2020-08-03
1017,au2010                        ,5273,14912,264,5453.236,,0.235852,2020-08-03
1018,au2012                        ,3270,11655,461,5232.13,,0.219319,2020-08-03
1019,au2102                        ,564,1098,31,1292.506,,0.20954,2020-08-03
1020,au2104                        ,34,612,5,41.958,,0.2106,2020-08-03
1021,au2106                        ,31,899,3,25.442,,0.231996,2020-08-03
1022,au2108                        ,14,195,0,18.646,,0.204675,2020-08-03
1023,au2009                        ,15,52,1,3.094,,0.284567,2020-08-04
1024,au2010                        ,2678,15047,135,2297.678,,0.228797,2020-08-04
1025,au2012                        ,2287,11759,104,3537.91,,0.219681,2020-08-04
1026,au2102                        ,646,1148,50,839.654,,0.207455,2020-08-04
1027,au2104                        ,82,618,6,17.858,,0.237291,2020-08-04
1028,au2106                        ,43,904,5,26.628,,0.225523,2020-08-04
1029,au2108                        ,2,196,1,2.306,,0.219898,2020-08-04
1030,au2009                        ,42,66,14,14.7,,0.265605,2020-08-05
1031,au2010                        ,8731,15503,456,9570.584,,0.23617,2020-08-05
1032,au2012                        ,5159,12101,342,8329.202,,0.225581,2020-08-05
1033,au2102                        ,1430,1279,131,2435.584,,0.207683,2020-08-05
1034,au2104                        ,61,643,25,52.444,,0.213066,2020-08-05
1035,au2106                        ,29,909,5,44.0,,0.211151,2020-08-05
1036,au2108                        ,16,201,5,22.978,,0.221649,2020-08-05
1037,au2009                        ,31,79,13,9.648,,0.264725,2020-08-06
1038,au2010                        ,7353,16053,550,7663.192,,0.246897,2020-08-06
1039,au2012                        ,3754,12338,237,6129.948,,0.230897,2020-08-06
1040,au2102                        ,1483,1433,154,2056.024,,0.210597,2020-08-06
1041,au2104                        ,64,653,10,25.47,,0.245158,2020-08-06
1042,au2106                        ,65,927,18,53.044,,0.23782,2020-08-06
1043,au2108                        ,53,226,25,83.612,,0.224649,2020-08-06
1044,au2009                        ,20,78,-1,6.658,,0.248606,2020-08-07
1045,au2010                        ,8431,16416,363,8755.49,,0.268447,2020-08-07
1046,au2012                        ,5179,12917,579,8894.968,,0.230869,2020-08-07
1047,au2102                        ,870,1626,193,1235.866,,0.215647,2020-08-07
1048,au2104                        ,48,659,6,19.416,,0.261132,2020-08-07
1049,au2106                        ,40,948,21,37.124,,0.251698,2020-08-07
1050,au2108                        ,28,238,12,33.824,,0.230003,2020-08-07
1051,au2009                        ,44,98,20,11.688,,0.287271,2020-08-10
1052,au2010                        ,7104,16995,579,7899.284,,0.258701,2020-08-10
1053,au2012                        ,4280,13424,507,8072.484,,0.228597,2020-08-10
1054,au2102                        ,692,1722,96,1048.73,,0.208611,2020-08-10
1055,au2104                        ,75,653,-6,18.45,,0.260658,2020-08-10
1056,au2106                        ,88,986,38,115.76,,0.233469,2020-08-10
1057,au2108                        ,43,257,19,56.368,,0.215745,2020-08-10
1058,au2009                        ,42,105,7,11.79,,0.300128,2020-08-11
1059,au2010                        ,7489,17382,387,7217.658,,0.245283,2020-08-11
1060,au2012                        ,4260,13823,399,7342.284,,0.216678,2020-08-11
1061,au2102                        ,1361,1816,94,2410.808,,0.205706,2020-08-11
1062,au2104                        ,32,657,4,7.164,,0.25685,2020-08-11
1063,au2106                        ,32,996,10,49.34,,0.217043,2020-08-11
1064,au2108                        ,21,268,11,29.482,,0.224302,2020-08-11
1065,au2009                        ,130,112,7,81.458,,0.310625,2020-08-12
1066,au2010                        ,13054,18100,718,9626.536,,0.255301,2020-08-12
1067,au2012                        ,8136,14384,561,10459.976,,0.230401,2020-08-12
1068,au2102                        ,1111,1870,54,1365.718,,0.221876,2020-08-12
1069,au2104                        ,121,657,0,37.858,,0.235851,2020-08-12
1070,au2106                        ,99,1031,35,184.232,,0.218516,2020-08-12
1071,au2108                        ,46,262,-6,54.344,,0.200657,2020-08-12
1072,au2009                        ,72,110,-2,15.542,,0.284325,2020-08-13
1073,au2010                        ,6972,18571,471,4332.5,,0.277105,2020-08-13
1074,au2012                        ,5377,14659,275,6701.822,,0.239391,2020-08-13
1075,au2102                        ,1652,1878,8,2466.996,,0.22614,2020-08-13
1076,au2104                        ,124,666,9,35.718,,0.243111,2020-08-13
1077,au2106                        ,24,1038,7,28.644,,0.233251,2020-08-13
1078,au2108                        ,9,259,-3,8.358,,0.206626,2020-08-13
1079,au2009                        ,33,115,5,4.45,,0.3839,2020-08-14
1080,au2010                        ,9711,18911,340,6091.794,,0.256218,2020-08-14
1081,au2012                        ,5421,14996,337,7294.804,,0.240494,2020-08-14
1082,au2102                        ,1850,1910,32,3488.282,,0.223489,2020-08-14
1083,au2104                        ,73,675,9,26.458,,0.227302,2020-08-14
1084,au2106                        ,38,1043,5,31.422,,0.212256,2020-08-14
1085,au2108                        ,4,260,1,2.2,,0.218394,2020-08-14
1086,au2009                        ,22,118,3,1.724,,0.300779,2020-08-17
1087,au2010                        ,6581,19164,253,3710.53,,0.244523,2020-08-17
1088,au2012                        ,4418,15358,362,5445.754,,0.23523,2020-08-17
1089,au2102                        ,918,1913,3,1513.284,,0.219489,2020-08-17
1090,au2104                        ,21,685,10,9.116,,0.225768,2020-08-17
1091,au2106                        ,9,1046,3,2.98,,0.237454,2020-08-17
1092,au2108                        ,4,262,2,2.938,,0.207816,2020-08-17
1093,au2009                        ,61,108,-10,4.964,,0.256789,2020-08-18
1094,au2010                        ,5481,19082,-82,3683.864,,0.245447,2020-08-18
1095,au2011                        ,0,0,0,0.0,,0.245447,2020-08-18
1096,au2012                        ,3131,15207,-151,3801.51,,0.241484,2020-08-18
1097,au2102                        ,1900,2005,92,2716.236,,0.226004,2020-08-18
1098,au2104                        ,83,706,21,45.308,,0.236478,2020-08-18
1099,au2106                        ,15,1045,-1,20.27,,0.233716,2020-08-18
1100,au2108                        ,11,266,4,9.278,,0.224611,2020-08-18
1101,au2009                        ,22,105,-3,8.31,,0.260812,2020-08-19
1102,au2010                        ,7726,19333,251,5002.076,,0.250742,2020-08-19
1103,au2011                        ,0,0,0,0.0,,0.250742,2020-08-19
1104,au2012                        ,3302,15274,67,5253.766,,0.235685,2020-08-19
1105,au2102                        ,1537,2243,238,2936.418,,0.218554,2020-08-19
1106,au2104                        ,52,723,17,16.998,,0.251572,2020-08-19
1107,au2106                        ,19,1049,4,14.048,,0.240731,2020-08-19
1108,au2108                        ,14,263,-3,17.616,,0.225025,2020-08-19
1109,au2009                        ,25,104,-1,2.446,,0.270853,2020-08-20
1110,au2010                        ,8736,19505,172,6278.82,,0.254637,2020-08-20
1111,au2011                        ,0,0,0,0.0,,0.254637,2020-08-20
1112,au2012                        ,4493,15203,-71,6002.586,,0.235291,2020-08-20
1113,au2102                        ,815,2282,39,1314.544,,0.227938,2020-08-20
1114,au2104                        ,15,724,1,3.802,,0.23516,2020-08-20
1115,au2106                        ,7,1053,4,7.168,,0.240552,2020-08-20
1116,au2108                        ,2,264,1,2.714,,0.231638,2020-08-20
1117,au2009                        ,23,98,-6,1.158,,0.323051,2020-08-21
1118,au2010                        ,5418,19614,109,3057.188,,0.250585,2020-08-21
1119,au2011                        ,0,0,0,0.0,,0.250585,2020-08-21
1120,au2012                        ,4317,15420,217,4926.804,,0.233756,2020-08-21
1121,au2102                        ,1323,2310,28,2126.278,,0.219288,2020-08-21
1122,au2104                        ,40,748,24,9.892,,0.221779,2020-08-21
1123,au2106                        ,9,1052,-1,13.464,,0.226456,2020-08-21
1124,au2108                        ,0,264,0,0.0,,0.226456,2020-08-21
1125,au2009                        ,88,173,75,2.89,,0.608823,2020-08-24
1126,au2010                        ,8725,20561,947,6297.456,,0.239183,2020-08-24
1127,au2011                        ,11,10,10,8.33,,0.468648,2020-08-24
1128,au2012                        ,3633,15631,211,3452.992,,0.227244,2020-08-24
1129,au2102                        ,474,2380,70,691.828,,0.218913,2020-08-24
1130,au2104                        ,60,759,11,15.882,,0.225606,2020-08-24
1131,au2106                        ,36,1052,0,16.744,,0.211609,2020-08-24
1132,au2108                        ,8,262,-2,5.628,,0.211724,2020-08-24
1133,au2009                        ,36,0,-173,2.988,8,0.178125,2020-08-25
1134,au2010                        ,6060,20369,-192,2374.882,,0.251812,2020-08-25
1135,au2011                        ,2,12,2,0.488,,0.251813,2020-08-25
1136,au2012                        ,1754,15790,159,1633.482,,0.23946,2020-08-25
1137,au2102                        ,181,2417,37,213.848,,0.228895,2020-08-25
1138,au2104                        ,13,760,1,8.58,,0.242833,2020-08-25
1139,au2106                        ,4,1053,1,1.61,,0.220084,2020-08-25
1140,au2108                        ,1,261,-1,0.612,,0.205301,2020-08-25
1141,au2010                        ,4295,20839,470,1868.954,,0.23669,2020-08-26
1142,au2011                        ,0,12,0,0.0,,0.23669,2020-08-26
1143,au2012                        ,2244,16346,556,1543.796,,0.224351,2020-08-26
1144,au2102                        ,189,2433,16,177.438,,0.211538,2020-08-26
1145,au2104                        ,84,787,27,18.996,,0.219279,2020-08-26
1146,au2106                        ,67,1062,9,41.932,,0.218085,2020-08-26
1147,au2108                        ,17,260,-1,11.59,,0.204092,2020-08-26
1148,au2010                        ,8323,21220,381,3582.564,,0.23561,2020-08-27
1149,au2011                        ,0,12,0,0.0,,0.23561,2020-08-27
1150,au2012                        ,3717,16722,376,3474.238,,0.225883,2020-08-27
1151,au2102                        ,564,2452,19,698.854,,0.212229,2020-08-27
1152,au2104                        ,29,783,-4,9.956,,0.238406,2020-08-27
1153,au2106                        ,8,1061,-1,3.624,,0.230334,2020-08-27
1154,au2108                        ,2,262,2,0.856,,0.213656,2020-08-27
1155,au2010                        ,7773,21278,58,3657.802,,0.239735,2020-08-28
1156,au2011                        ,10,22,10,3.972,,0.200665,2020-08-28
1157,au2012                        ,4438,16936,214,5139.898,,0.235435,2020-08-28
1158,au2102                        ,320,2522,70,428.23,,0.218279,2020-08-28
1159,au2104                        ,5,784,1,1.23,,0.253919,2020-08-28
1160,au2106                        ,3,1060,-1,1.014,,0.224537,2020-08-28
1161,au2108                        ,0,262,0,0.0,,0.224537,2020-08-28
1162,au2010                        ,5384,21060,-218,2735.736,,0.249513,2020-08-31
1163,au2011                        ,0,22,0,0.0,,0.249513,2020-08-31
1164,au2012                        ,2813,17254,318,3031.62,,0.232409,2020-08-31
1165,au2102                        ,265,2619,97,296.438,,0.220282,2020-08-31
1166,au2104                        ,31,778,-6,5.866,,0.254057,2020-08-31
1167,au2106                        ,15,1062,2,13.094,,0.229083,2020-08-31
1168,au2108                        ,1,263,1,0.418,,0.221953,2020-08-31
1169,au2010                        ,5736,20889,-171,2484.348,,0.248232,2020-09-01
1170,au2011                        ,10,14,-8,3.964,,0.212191,2020-09-01
1171,au2012                        ,3074,17421,167,3854.934,,0.230867,2020-09-01
1172,au2102                        ,466,2681,62,509.202,,0.205605,2020-09-01
1173,au2104                        ,27,779,1,4.406,,0.231974,2020-09-01
1174,au2106                        ,6,1063,1,1.736,,0.230016,2020-09-01
1175,au2108                        ,2,263,0,1.028,,0.210132,2020-09-01
1176,au2010                        ,4869,20553,-336,2598.062,,0.247371,2020-09-02
1177,au2011                        ,3,17,3,0.494,,0.190402,2020-09-02
1178,au2012                        ,3299,17766,345,4076.602,,0.224379,2020-09-02
1179,au2102                        ,1407,2736,55,2307.524,,0.211525,2020-09-02
1180,au2104                        ,5,779,0,0.502,,0.254223,2020-09-02
1181,au2106                        ,1,1063,0,0.272,,0.244178,2020-09-02
1182,au2108                        ,1,264,1,0.47,,0.216888,2020-09-02
1183,au2010                        ,8048,20058,-495,3242.874,,0.220016,2020-09-03
1184,au2011                        ,3,17,0,1.202,,0.223834,2020-09-03
1185,au2012                        ,3739,18024,258,4041.642,,0.225445,2020-09-03
1186,au2102                        ,808,2815,79,997.824,,0.216277,2020-09-03
1187,au2104                        ,5,782,3,2.38,,0.244272,2020-09-03
1188,au2106                        ,2,1063,0,5.89,,0.312101,2020-09-03
1189,au2108                        ,10,265,1,10.534,,0.207392,2020-09-03
1190,au2010                        ,6239,19678,-380,1954.284,,0.229878,2020-09-04
1191,au2011                        ,8,20,3,1.024,,0.246576,2020-09-04
1192,au2012                        ,4295,18134,110,4688.652,,0.229493,2020-09-04
1193,au2102                        ,598,2893,78,955.314,,0.21654,2020-09-04
1194,au2104                        ,9,781,-1,1.918,,0.269489,2020-09-04
1195,au2106                        ,2,1064,1,2.764,,0.217377,2020-09-04
1196,au2108                        ,1,265,0,0.538,,0.208011,2020-09-04
1197,au2010                        ,5969,20270,592,1635.928,,0.240636,2020-09-07
1198,au2011                        ,17,36,16,9.998,,0.196173,2020-09-07
1199,au2012                        ,4067,18259,125,4503.72,,0.234044,2020-09-07
1200,au2102                        ,322,2927,34,340.014,,0.222064,2020-09-07
1201,au2104                        ,11,787,6,4.632,,0.21729,2020-09-07
1202,au2106                        ,3,1067,3,2.604,,0.233639,2020-09-07
1203,au2108                        ,0,265,0,0.0,,0.233639,2020-09-07
1204,au2010                        ,3483,20550,280,900.086,,0.244485,2020-09-08
1205,au2011                        ,23,44,8,4.37,,0.191474,2020-09-08
1206,au2012                        ,3165,18307,48,2690.9,,0.222972,2020-09-08
1207,au2102                        ,617,2804,-123,820.168,,0.216997,2020-09-08
1208,au2104                        ,30,797,10,23.79,,0.208362,2020-09-08
1209,au2106                        ,26,1070,3,18.38,,0.216251,2020-09-08
1210,au2108                        ,4,266,1,3.014,,0.21083,2020-09-08
1211,au2010                        ,5759,20317,-233,1668.398,,0.234067,2020-09-09
1212,au2011                        ,9,46,2,1.658,,0.193209,2020-09-09
1213,au2012                        ,4310,18156,-151,3654.634,,0.22209,2020-09-09
1214,au2102                        ,322,2817,13,508.112,,0.209229,2020-09-09
1215,au2104                        ,14,793,-4,9.968,,0.185862,2020-09-09
1216,au2106                        ,16,1076,6,10.29,,0.203136,2020-09-09
1217,au2108                        ,3,267,1,1.736,,0.200337,2020-09-09
1218,au2010                        ,3641,20218,-99,1130.712,,0.231596,2020-09-10
1219,au2011                        ,3,47,1,0.322,,0.19732,2020-09-10
1220,au2012                        ,2204,18285,129,2001.434,,0.227908,2020-09-10
1221,au2102                        ,316,2845,28,372.77,,0.196872,2020-09-10
1222,au2104                        ,0,793,0,0.0,,0.196872,2020-09-10
1223,au2106                        ,4,1079,3,3.7,,0.223855,2020-09-10
1224,au2108                        ,0,267,0,0.0,,0.223855,2020-09-10
1225,au2010                        ,5239,20239,21,1406.8,,0.223331,2020-09-11
1226,au2011                        ,4,51,4,0.372,,0.180395,2020-09-11
1227,au2012                        ,3533,18553,268,2808.132,,0.220757,2020-09-11
1228,au2102                        ,266,2849,4,331.208,,0.20457,2020-09-11
1229,au2104                        ,11,797,4,6.736,,0.212398,2020-09-11
1230,au2106                        ,3,1079,0,4.364,,0.218914,2020-09-11
1231,au2108                        ,5,272,5,8.158,,0.216922,2020-09-11
1232,au2010                        ,4466,19990,-249,1599.936,,0.268106,2020-09-14
1233,au2011                        ,2,53,2,0.358,,0.167383,2020-09-14
1234,au2012                        ,3130,18939,386,1961.94,,0.223227,2020-09-14
1235,au2102                        ,303,2930,81,268.212,,0.205723,2020-09-14
1236,au2104                        ,1,798,1,1.212,,0.219746,2020-09-14
1237,au2106                        ,35,1089,10,47.968,,0.207234,2020-09-14
1238,au2108                        ,9,274,2,8.782,,0.209133,2020-09-14
1239,au2010                        ,3625,19894,-96,1629.224,,0.23767,2020-09-15
1240,au2011                        ,0,53,0,0.0,,0.23767,2020-09-15
1241,au2012                        ,3341,19217,278,1942.654,,0.221795,2020-09-15
1242,au2102                        ,355,2974,44,415.318,,0.205035,2020-09-15
1243,au2104                        ,2,798,0,0.15,,0.29611,2020-09-15
1244,au2106                        ,1,1090,1,0.214,,0.22316,2020-09-15
1245,au2108                        ,0,274,0,0.0,,0.22316,2020-09-15
1246,au2010                        ,3412,19758,-136,1612.534,,0.247895,2020-09-16
1247,au2011                        ,0,53,0,0.0,,0.247895,2020-09-16
1248,au2012                        ,3049,19375,158,2060.016,,0.223669,2020-09-16
1249,au2102                        ,650,3009,35,589.102,,0.205459,2020-09-16
1250,au2104                        ,17,801,3,7.566,,0.206502,2020-09-16
1251,au2106                        ,15,1094,4,3.24,,0.224729,2020-09-16
1252,au2108                        ,1,275,1,3.2,,0.200968,2020-09-16
1253,au2110                        ,3,3,3,2.092,,0.184953,2020-09-16
1254,au2010                        ,5395,19831,73,2161.086,,0.237701,2020-09-17
1255,au2011                        ,7,60,7,3.152,,0.17217,2020-09-17
1256,au2012                        ,8972,19217,-158,5479.108,,0.202632,2020-09-17
1257,au2102                        ,1433,3192,183,1297.742,,0.205607,2020-09-17
1258,au2104                        ,6,804,3,4.764,,0.203859,2020-09-17
1259,au2106                        ,5,1097,3,3.386,,0.208937,2020-09-17
1260,au2108                        ,13,281,6,20.868,,0.208262,2020-09-17
1261,au2110                        ,2,4,1,1.332,,0.187573,2020-09-17
1262,au2010                        ,4364,19369,-462,1356.302,,0.230105,2020-09-18
1263,au2011                        ,9,64,4,3.806,,0.158541,2020-09-18
1264,au2012                        ,4906,19304,87,2485.32,,0.201994,2020-09-18
1265,au2102                        ,1498,3217,25,1362.002,,0.193244,2020-09-18
1266,au2104                        ,22,808,4,8.844,,0.211123,2020-09-18
1267,au2106                        ,97,1133,36,44.702,,0.190284,2020-09-18
1268,au2108                        ,67,304,23,47.208,,0.1877,2020-09-18
1269,au2110                        ,10,11,7,9.59,,0.187101,2020-09-18
1270,au2010                        ,3870,18866,-503,1147.284,,0.251936,2020-09-21
1271,au2011                        ,3,67,3,1.154,,0.171464,2020-09-21
1272,au2012                        ,3486,19790,486,1861.518,,0.199364,2020-09-21
1273,au2102                        ,440,3318,101,402.98,,0.196867,2020-09-21
1274,au2104                        ,39,817,9,6.254,,0.200899,2020-09-21
1275,au2106                        ,17,1143,10,12.662,,0.195452,2020-09-21
1276,au2108                        ,11,312,8,5.904,,0.184171,2020-09-21
1277,au2110                        ,9,17,6,6.736,,0.18283,2020-09-21
1278,au2010                        ,10394,18319,-547,3478.816,,0.2673,2020-09-22
1279,au2011                        ,24,66,-1,6.648,,0.202825,2020-09-22
1280,au2012                        ,10814,21490,1700,8302.87,,0.21223,2020-09-22
1281,au2102                        ,1405,3364,46,1142.64,,0.208281,2020-09-22
1282,au2104                        ,114,829,12,54.492,,0.214587,2020-09-22
1283,au2106                        ,124,1153,10,134.176,,0.200415,2020-09-22
1284,au2108                        ,26,322,10,37.618,,0.198491,2020-09-22
1285,au2110                        ,12,28,11,15.72,,0.208592,2020-09-22
1286,au2010                        ,6941,17824,-495,2353.034,,0.253116,2020-09-23
1287,au2011                        ,5,68,2,0.836,,0.183175,2020-09-23
1288,au2012                        ,7906,22166,676,4753.328,,0.209779,2020-09-23
1289,au2102                        ,1942,3550,186,1905.686,,0.20869,2020-09-23
