,合约系列,隐含波动率(%),date
1825,m1809,23.97,2018-04-19
1826,m1811,23.97,2018-04-19
1827,m1812,20.48,2018-04-19
1828,m1901,19.3,2018-04-19
1829,m1903,16.02,2018-04-19
1830,m1807,20.78,2018-04-20
1831,m1808,24.67,2018-04-20
1832,m1809,24.05,2018-04-20
1833,m1811,17.45,2018-04-20
1834,m1812,17.45,2018-04-20
1835,m1901,20.04,2018-04-20
1836,m1903,16.38,2018-04-20
1837,m1807,23.12,2018-04-23
1838,m1808,24.95,2018-04-23
1839,m1809,24.11,2018-04-23
1840,m1811,15.89,2018-04-23
1841,m1812,15.89,2018-04-23
1842,m1901,19.06,2018-04-23
1843,m1903,15.95,2018-04-23
1844,m1807,21.37,2018-04-24
1845,m1808,22.53,2018-04-24
1846,m1809,23.32,2018-04-24
1847,m1811,14.38,2018-04-24
1848,m1812,14.38,2018-04-24
1849,m1901,19.34,2018-04-24
1850,m1903,14.98,2018-04-24
1851,m1807,23.95,2018-04-25
1852,m1808,23.86,2018-04-25
1853,m1809,24.54,2018-04-25
1854,m1811,20.62,2018-04-25
1855,m1812,17.95,2018-04-25
1856,m1901,19.1,2018-04-25
1857,m1903,15,2018-04-25
1858,m1807,23.07,2018-04-26
1859,m1808,25.13,2018-04-26
1860,m1809,24.68,2018-04-26
1861,m1811,19.65,2018-04-26
1862,m1812,18.2,2018-04-26
1863,m1901,20.15,2018-04-26
1864,m1903,14.68,2018-04-26
1865,m1807,25.05,2018-04-27
1866,m1808,24.89,2018-04-27
1867,m1809,24,2018-04-27
1868,m1811,24,2018-04-27
1869,m1812,17.28,2018-04-27
1870,m1901,20.28,2018-04-27
1871,m1903,14.91,2018-04-27
1872,m1807,26.19,2018-05-02
1873,m1808,25.7,2018-05-02
1874,m1809,24.61,2018-05-02
1875,m1811,19.97,2018-05-02
1876,m1812,19.97,2018-05-02
1877,m1901,18.79,2018-05-02
1878,m1903,14.21,2018-05-02
1879,m1807,25.82,2018-05-03
1880,m1808,24.62,2018-05-03
1881,m1809,25.29,2018-05-03
1882,m1811,18.24,2018-05-03
1883,m1812,17.43,2018-05-03
1884,m1901,20.68,2018-05-03
1885,m1903,20.68,2018-05-03
1886,m1807,24.94,2018-05-04
1887,m1808,25.17,2018-05-04
1888,m1809,25.01,2018-05-04
1889,m1811,18.7,2018-05-04
1890,m1812,18.7,2018-05-04
1891,m1901,19.84,2018-05-04
1892,m1903,15.25,2018-05-04
1893,m1807,24.48,2018-05-07
1894,m1808,24.27,2018-05-07
1895,m1809,24.17,2018-05-07
1896,m1811,18.57,2018-05-07
1897,m1812,17.91,2018-05-07
1898,m1901,20.96,2018-05-07
1899,m1903,14.95,2018-05-07
1900,m1807,22.72,2018-05-08
1901,m1808,21.75,2018-05-08
1902,m1809,22.71,2018-05-08
1903,m1811,17.94,2018-05-08
1904,m1812,19.85,2018-05-08
1905,m1901,18.68,2018-05-08
1906,m1903,18.15,2018-05-08
1907,m1807,23.15,2018-05-09
1908,m1808,21.19,2018-05-09
1909,m1809,23.12,2018-05-09
1910,m1811,21.93,2018-05-09
1911,m1812,20.69,2018-05-09
1912,m1901,18.6,2018-05-09
1913,m1903,19.73,2018-05-09
1914,m1807,23.7,2018-05-10
1915,m1808,18.53,2018-05-10
1916,m1809,22.24,2018-05-10
1917,m1811,17.63,2018-05-10
1918,m1812,17.65,2018-05-10
1919,m1901,17.6,2018-05-10
1920,m1903,19.87,2018-05-10
1921,m1807,23.68,2018-05-11
1922,m1808,19.09,2018-05-11
1923,m1809,21.67,2018-05-11
1924,m1811,17.67,2018-05-11
1925,m1812,16.43,2018-05-11
1926,m1901,17.54,2018-05-11
1927,m1903,21.97,2018-05-11
1928,m1807,21.31,2018-05-14
1929,m1808,19.68,2018-05-14
1930,m1809,21.09,2018-05-14
1931,m1811,14.88,2018-05-14
1932,m1812,16.36,2018-05-14
1933,m1901,16.86,2018-05-14
1934,m1903,19.58,2018-05-14
1935,m1807,22.28,2018-05-15
1936,m1808,18.79,2018-05-15
1937,m1809,20.6,2018-05-15
1938,m1811,19.09,2018-05-15
1939,m1812,21.48,2018-05-15
1940,m1901,15.81,2018-05-15
1941,m1903,20.74,2018-05-15
1942,m1807,21.95,2018-05-16
1943,m1808,20.67,2018-05-16
1944,m1809,20.25,2018-05-16
1945,m1811,16.66,2018-05-16
1946,m1812,15.54,2018-05-16
1947,m1901,16.8,2018-05-16
1948,m1903,20.75,2018-05-16
1949,m1807,26.43,2018-05-17
1950,m1808,22.83,2018-05-17
1951,m1809,21.5,2018-05-17
1952,m1811,17.43,2018-05-17
1953,m1812,17.38,2018-05-17
1954,m1901,17.3,2018-05-17
1955,m1903,14.72,2018-05-17
1956,m1905,12.74,2018-05-17
1957,m1807,24.16,2018-05-18
1958,m1808,18.83,2018-05-18
1959,m1809,22.86,2018-05-18
1960,m1811,18.34,2018-05-18
1961,m1812,18.25,2018-05-18
1962,m1901,18.79,2018-05-18
1963,m1903,21.07,2018-05-18
1964,m1905,13.45,2018-05-18
1965,m1807,25.03,2018-05-21
1966,m1808,23.21,2018-05-21
1967,m1809,22.63,2018-05-21
1968,m1811,16.8,2018-05-21
1969,m1812,16.23,2018-05-21
1970,m1901,17.72,2018-05-21
1971,m1903,17.72,2018-05-21
1972,m1905,15.73,2018-05-21
1973,m1807,23.84,2018-05-22
1974,m1808,20.07,2018-05-22
1975,m1809,22.13,2018-05-22
1976,m1811,12.58,2018-05-22
1977,m1812,16.55,2018-05-22
1978,m1901,17.54,2018-05-22
1979,m1903,22.33,2018-05-22
1980,m1905,15.42,2018-05-22
1981,m1807,24.5,2018-05-23
1982,m1808,22.19,2018-05-23
1983,m1809,20.61,2018-05-23
1984,m1811,16.77,2018-05-23
1985,m1812,18.08,2018-05-23
1986,m1901,17.28,2018-05-23
1987,m1903,19.63,2018-05-23
1988,m1905,15.35,2018-05-23
1989,m1807,25.17,2018-05-24
1990,m1808,12.37,2018-05-24
1991,m1809,20.9,2018-05-24
1992,m1811,19.18,2018-05-24
1993,m1812,19.18,2018-05-24
1994,m1901,17.35,2018-05-24
1995,m1903,17.35,2018-05-24
1996,m1905,13.73,2018-05-24
1997,m1807,24.94,2018-05-25
1998,m1808,22.82,2018-05-25
1999,m1809,20.67,2018-05-25
2000,m1811,16.77,2018-05-25
2001,m1812,15.61,2018-05-25
2002,m1901,18.42,2018-05-25
2003,m1903,17.1,2018-05-25
2004,m1905,14.56,2018-05-25
2005,m1807,23.42,2018-05-28
2006,m1808,21.14,2018-05-28
2007,m1809,19.03,2018-05-28
2008,m1811,17.64,2018-05-28
2009,m1812,16.88,2018-05-28
2010,m1901,17.56,2018-05-28
2011,m1903,17.75,2018-05-28
2012,m1905,15.72,2018-05-28
2013,m1807,21.67,2018-05-29
2014,m1808,20.27,2018-05-29
2015,m1809,20.67,2018-05-29
2016,m1811,20.03,2018-05-29
2017,m1812,17.28,2018-05-29
2018,m1901,17.33,2018-05-29
2019,m1903,13.12,2018-05-29
2020,m1905,16.92,2018-05-29
2021,m1807,23.76,2018-05-30
2022,m1808,21.65,2018-05-30
2023,m1809,21.11,2018-05-30
2024,m1811,15.6,2018-05-30
2025,m1812,18.37,2018-05-30
2026,m1901,18.23,2018-05-30
2027,m1903,12.66,2018-05-30
2028,m1905,16.12,2018-05-30
2029,m1807,23.14,2018-05-31
2030,m1808,20.19,2018-05-31
2031,m1809,20.24,2018-05-31
2032,m1811,21.91,2018-05-31
2033,m1812,19.32,2018-05-31
2034,m1901,18.26,2018-05-31
2035,m1903,19.58,2018-05-31
2036,m1905,15.88,2018-05-31
2037,m1807,23.3,2018-06-01
2038,m1808,19.61,2018-06-01
2039,m1809,20.64,2018-06-01
2040,m1811,15.38,2018-06-01
2041,m1812,14.42,2018-06-01
2042,m1901,18.62,2018-06-01
2043,m1903,14.19,2018-06-01
2044,m1905,15.22,2018-06-01
2045,m1807,32.13,2018-06-04
2046,m1808,20.12,2018-06-04
2047,m1809,20.76,2018-06-04
2048,m1811,16.84,2018-06-04
2049,m1812,16.69,2018-06-04
2050,m1901,19.66,2018-06-04
2051,m1903,13.37,2018-06-04
2052,m1905,16.2,2018-06-04
2053,m1807,37.97,2018-06-05
2054,m1808,18.99,2018-06-05
2055,m1809,20.12,2018-06-05
2056,m1811,15.97,2018-06-05
2057,m1812,17.92,2018-06-05
2058,m1901,19.03,2018-06-05
2059,m1903,22.42,2018-06-05
2060,m1905,15.36,2018-06-05
2061,m1807,38.66,2018-06-06
2062,m1808,25.63,2018-06-06
2063,m1809,20.66,2018-06-06
2064,m1811,18.25,2018-06-06
2065,m1812,13.31,2018-06-06
2066,m1901,18.75,2018-06-06
2067,m1903,19.01,2018-06-06
2068,m1905,14.67,2018-06-06
2069,m1807,19.65,2018-06-07
2070,m1808,19.65,2018-06-07
2071,m1809,20.76,2018-06-07
2072,m1811,16.85,2018-06-07
2073,m1812,17.09,2018-06-07
2074,m1901,19.36,2018-06-07
2075,m1903,19.22,2018-06-07
2076,m1905,15.53,2018-06-07
2077,m1808,20.96,2018-06-08
2078,m1809,21.69,2018-06-08
2079,m1811,18.25,2018-06-08
2080,m1812,16.27,2018-06-08
2081,m1901,18.91,2018-06-08
2082,m1903,18.75,2018-06-08
2083,m1905,16.98,2018-06-08
2084,m1808,21.58,2018-06-11
2085,m1809,23,2018-06-11
2086,m1811,17.36,2018-06-11
2087,m1812,15.97,2018-06-11
2088,m1901,18.34,2018-06-11
2089,m1903,17.75,2018-06-11
2090,m1905,16.9,2018-06-11
2091,m1808,21.63,2018-06-12
2092,m1809,22.53,2018-06-12
2093,m1811,17.26,2018-06-12
2094,m1812,17.4,2018-06-12
2095,m1901,18.17,2018-06-12
2096,m1903,16.97,2018-06-12
2097,m1905,14.82,2018-06-12
2098,m1808,23.37,2018-06-13
2099,m1809,25.14,2018-06-13
2100,m1811,19.46,2018-06-13
2101,m1812,18.23,2018-06-13
2102,m1901,19.39,2018-06-13
2103,m1903,17.98,2018-06-13
2104,m1905,15.51,2018-06-13
2105,m1808,24.46,2018-06-14
2106,m1809,26.24,2018-06-14
2107,m1811,20.21,2018-06-14
2108,m1812,21.31,2018-06-14
2109,m1901,20.72,2018-06-14
2110,m1903,17.09,2018-06-14
2111,m1905,17.93,2018-06-14
2112,m1808,25.55,2018-06-15
2113,m1809,26.52,2018-06-15
2114,m1811,21.79,2018-06-15
2115,m1812,18.23,2018-06-15
2116,m1901,21.42,2018-06-15
2117,m1903,16.6,2018-06-15
2118,m1905,16.35,2018-06-15
2119,m1808,23.91,2018-06-19
2120,m1809,25.37,2018-06-19
2121,m1811,20.98,2018-06-19
2122,m1812,19.97,2018-06-19
2123,m1901,19.61,2018-06-19
2124,m1903,18.49,2018-06-19
2125,m1905,17.65,2018-06-19
2126,m1808,21.53,2018-06-20
2127,m1809,24.01,2018-06-20
2128,m1811,21.31,2018-06-20
2129,m1812,17.31,2018-06-20
2130,m1901,19.44,2018-06-20
2131,m1903,17.48,2018-06-20
2132,m1905,18.22,2018-06-20
2133,m1808,21.46,2018-06-21
2134,m1809,22.09,2018-06-21
2135,m1811,19.42,2018-06-21
2136,m1812,18.74,2018-06-21
2137,m1901,18.68,2018-06-21
2138,m1903,16.06,2018-06-21
2139,m1905,15.97,2018-06-21
2140,m1808,20.04,2018-06-22
2141,m1809,21.77,2018-06-22
2142,m1811,19.64,2018-06-22
2143,m1812,18.29,2018-06-22
2144,m1901,18.94,2018-06-22
2145,m1903,18.66,2018-06-22
2146,m1905,16.24,2018-06-22
2147,m1808,22.79,2018-06-25
2148,m1809,22.15,2018-06-25
2149,m1811,20.2,2018-06-25
2150,m1812,19.99,2018-06-25
2151,m1901,19.05,2018-06-25
2152,m1903,17.01,2018-06-25
2153,m1905,14.67,2018-06-25
2154,m1808,22.09,2018-06-26
2155,m1809,23.87,2018-06-26
2156,m1811,16.92,2018-06-26
2157,m1812,18.89,2018-06-26
2158,m1901,19.73,2018-06-26
2159,m1903,19.73,2018-06-26
2160,m1905,16.75,2018-06-26
2161,m1808,23.72,2018-06-27
2162,m1809,26.22,2018-06-27
2163,m1811,21.46,2018-06-27
2164,m1812,19.43,2018-06-27
2165,m1901,21.06,2018-06-27
2166,m1903,18.11,2018-06-27
2167,m1905,16.47,2018-06-27
2168,m1808,23.91,2018-06-28
2169,m1809,25.24,2018-06-28
2170,m1811,17.93,2018-06-28
2171,m1812,20.37,2018-06-28
2172,m1901,20.45,2018-06-28
2173,m1903,20.45,2018-06-28
2174,m1905,16.06,2018-06-28
2175,m1808,27.55,2018-06-29
2176,m1809,26.79,2018-06-29
2177,m1811,20.5,2018-06-29
2178,m1812,19.19,2018-06-29
2179,m1901,21.37,2018-06-29
2180,m1903,17.17,2018-06-29
2181,m1905,16.79,2018-06-29
2182,m1808,27.61,2018-07-02
2183,m1809,27.34,2018-07-02
2184,m1811,21.37,2018-07-02
2185,m1812,20.4,2018-07-02
2186,m1901,20.96,2018-07-02
2187,m1903,19.03,2018-07-02
2188,m1905,16.48,2018-07-02
2189,m1808,26.09,2018-07-03
2190,m1809,26.21,2018-07-03
2191,m1811,19.25,2018-07-03
2192,m1812,21.98,2018-07-03
2193,m1901,20.75,2018-07-03
2194,m1903,18.64,2018-07-03
2195,m1905,16.85,2018-07-03
2196,m1808,31.23,2018-07-04
2197,m1809,27.09,2018-07-04
2198,m1811,20.08,2018-07-04
2199,m1812,21.01,2018-07-04
2200,m1901,20.68,2018-07-04
2201,m1903,19.51,2018-07-04
2202,m1905,17.54,2018-07-04
2203,m1808,40.62,2018-07-05
2204,m1809,28.6,2018-07-05
2205,m1811,20.5,2018-07-05
2206,m1812,20.15,2018-07-05
2207,m1901,21.17,2018-07-05
2208,m1903,18.72,2018-07-05
2209,m1905,17.76,2018-07-05
2210,m1808,26.7,2018-07-06
2211,m1809,26.7,2018-07-06
2212,m1811,21.18,2018-07-06
2213,m1812,18.42,2018-07-06
2214,m1901,21.32,2018-07-06
2215,m1903,20.16,2018-07-06
2216,m1905,17.84,2018-07-06
2217,m1809,24.83,2018-07-09
2218,m1811,20.52,2018-07-09
2219,m1812,19.57,2018-07-09
2220,m1901,20.78,2018-07-09
2221,m1903,16.61,2018-07-09
2222,m1905,17.63,2018-07-09
2223,m1809,23.49,2018-07-10
2224,m1811,20.13,2018-07-10
2225,m1812,17.19,2018-07-10
2226,m1901,19.75,2018-07-10
2227,m1903,16.7,2018-07-10
2228,m1905,17.49,2018-07-10
2229,m1809,23.27,2018-07-11
2230,m1811,18.65,2018-07-11
2231,m1812,17.69,2018-07-11
2232,m1901,20.5,2018-07-11
2233,m1903,18.18,2018-07-11
2234,m1905,19.03,2018-07-11
2235,m1809,21.37,2018-07-12
2236,m1811,18.7,2018-07-12
2237,m1812,15.01,2018-07-12
2238,m1901,19.45,2018-07-12
2239,m1903,17.33,2018-07-12
2240,m1905,19.26,2018-07-12
2241,m1809,20.29,2018-07-13
2242,m1811,18.37,2018-07-13
2243,m1812,16.9,2018-07-13
2244,m1901,19.26,2018-07-13
2245,m1903,16.28,2018-07-13
2246,m1905,17.6,2018-07-13
2247,m1809,19.84,2018-07-16
2248,m1811,18.11,2018-07-16
2249,m1812,17.99,2018-07-16
2250,m1901,18.37,2018-07-16
2251,m1903,2.93,2018-07-16
2252,m1905,17.38,2018-07-16
2253,m1809,18.7,2018-07-17
2254,m1811,16.04,2018-07-17
2255,m1812,17.22,2018-07-17
2256,m1901,18.81,2018-07-17
2257,m1903,15.66,2018-07-17
2258,m1905,16.11,2018-07-17
2259,m1907,16.11,2018-07-17
2260,m1809,17.66,2018-07-18
2261,m1811,16.84,2018-07-18
2262,m1812,18.75,2018-07-18
2263,m1901,18.8,2018-07-18
2264,m1903,18.26,2018-07-18
2265,m1905,16.76,2018-07-18
2266,m1907,17.16,2018-07-18
2267,m1809,18.53,2018-07-19
2268,m1811,17.28,2018-07-19
2269,m1812,16.71,2018-07-19
2270,m1901,18.73,2018-07-19
2271,m1903,17.91,2018-07-19
2272,m1905,16.82,2018-07-19
2273,m1907,16.33,2018-07-19
2274,m1809,18.02,2018-07-20
2275,m1811,17.54,2018-07-20
2276,m1812,19.54,2018-07-20
2277,m1901,19.04,2018-07-20
2278,m1903,18.29,2018-07-20
2279,m1905,16.97,2018-07-20
2280,m1907,17.3,2018-07-20
2281,m1809,18.72,2018-07-23
2282,m1811,17.12,2018-07-23
2283,m1812,13.7,2018-07-23
2284,m1901,18.84,2018-07-23
2285,m1903,18.43,2018-07-23
2286,m1905,16.59,2018-07-23
2287,m1907,18.34,2018-07-23
2288,m1809,19.18,2018-07-24
2289,m1811,16.79,2018-07-24
2290,m1812,14.65,2018-07-24
2291,m1901,18.81,2018-07-24
2292,m1903,18.73,2018-07-24
2293,m1905,15.52,2018-07-24
2294,m1907,16.8,2018-07-24
2295,m1809,16.34,2018-07-25
2296,m1811,16.22,2018-07-25
2297,m1812,17.34,2018-07-25
2298,m1901,18.42,2018-07-25
2299,m1903,15.12,2018-07-25
2300,m1905,16.06,2018-07-25
2301,m1907,19.16,2018-07-25
2302,m1809,14.97,2018-07-26
2303,m1811,17.1,2018-07-26
2304,m1812,22.03,2018-07-26
2305,m1901,17.45,2018-07-26
2306,m1903,14.65,2018-07-26
2307,m1905,15.06,2018-07-26
2308,m1907,14.97,2018-07-26
2309,m1809,14.33,2018-07-27
2310,m1811,15.48,2018-07-27
2311,m1812,15.81,2018-07-27
2312,m1901,17.04,2018-07-27
2313,m1903,15.39,2018-07-27
2314,m1905,16,2018-07-27
2315,m1907,15.83,2018-07-27
2316,m1809,18.38,2018-07-30
2317,m1811,16.49,2018-07-30
2318,m1812,18.21,2018-07-30
2319,m1901,16.97,2018-07-30
2320,m1903,14.59,2018-07-30
2321,m1905,15.26,2018-07-30
2322,m1907,17.18,2018-07-30
2323,m1809,15.73,2018-07-31
2324,m1811,16.13,2018-07-31
2325,m1812,14.87,2018-07-31
2326,m1901,17.07,2018-07-31
2327,m1903,15.74,2018-07-31
2328,m1905,16.79,2018-07-31
2329,m1907,16.97,2018-07-31
2330,m1809,17.52,2018-08-01
2331,m1811,15.79,2018-08-01
2332,m1812,17.33,2018-08-01
2333,m1901,16.93,2018-08-01
2334,m1903,16.73,2018-08-01
2335,m1905,17.04,2018-08-01
2336,m1907,14.94,2018-08-01
2337,m1809,18.01,2018-08-02
2338,m1811,15.07,2018-08-02
2339,m1812,15.57,2018-08-02
2340,m1901,17.39,2018-08-02
2341,m1903,17.39,2018-08-02
2342,m1905,16.59,2018-08-02
2343,m1907,16.59,2018-08-02
2344,m1809,17.31,2018-08-03
2345,m1811,15.2,2018-08-03
2346,m1812,15.2,2018-08-03
2347,m1901,17.01,2018-08-03
2348,m1903,17.01,2018-08-03
2349,m1905,16.8,2018-08-03
2350,m1907,16.8,2018-08-03
2351,m1809,28.69,2018-08-06
2352,m1811,16.43,2018-08-06
2353,m1812,16.43,2018-08-06
2354,m1901,17.74,2018-08-06
2355,m1903,12.36,2018-08-06
2356,m1905,16.97,2018-08-06
2357,m1907,16.96,2018-08-06
2358,m1809,15.78,2018-08-07
2359,m1811,15.78,2018-08-07
2360,m1812,16.39,2018-08-07
2361,m1901,17.43,2018-08-07
2362,m1903,15.3,2018-08-07
2363,m1905,17.95,2018-08-07
2364,m1907,13.59,2018-08-07
2365,m1811,16.61,2018-08-08
2366,m1812,21.84,2018-08-08
2367,m1901,18.15,2018-08-08
2368,m1903,15.56,2018-08-08
2369,m1905,16.65,2018-08-08
2370,m1907,16.65,2018-08-08
2371,m1811,17.11,2018-08-09
2372,m1812,20.01,2018-08-09
2373,m1901,18.26,2018-08-09
2374,m1903,15.43,2018-08-09
2375,m1905,15.76,2018-08-09
2376,m1907,15.3,2018-08-09
2377,m1811,17.7,2018-08-10
2378,m1812,18.38,2018-08-10
2379,m1901,18.21,2018-08-10
2380,m1903,12.83,2018-08-10
2381,m1905,15.64,2018-08-10
2382,m1907,16.39,2018-08-10
2383,m1811,14.76,2018-08-13
2384,m1812,21.42,2018-08-13
2385,m1901,18.19,2018-08-13
2386,m1903,11.6,2018-08-13
2387,m1905,15.59,2018-08-13
2388,m1907,17.7,2018-08-13
2389,m1811,14.78,2018-08-14
2390,m1812,19.77,2018-08-14
2391,m1901,18.56,2018-08-14
2392,m1903,17.62,2018-08-14
2393,m1905,15.52,2018-08-14
2394,m1907,14.73,2018-08-14
2395,m1811,15.58,2018-08-15
2396,m1812,25.34,2018-08-15
2397,m1901,18.72,2018-08-15
2398,m1903,18.39,2018-08-15
2399,m1905,15.82,2018-08-15
2400,m1907,13.34,2018-08-15
2401,m1811,15.73,2018-08-16
2402,m1812,13.12,2018-08-16
2403,m1901,18.45,2018-08-16
2404,m1903,17.01,2018-08-16
2405,m1905,15.63,2018-08-16
2406,m1907,14.25,2018-08-16
2407,m1908,16.97,2018-08-16
2408,m1811,16.32,2018-08-17
2409,m1812,14.79,2018-08-17
2410,m1901,18.68,2018-08-17
2411,m1903,18.68,2018-08-17
2412,m1905,16.47,2018-08-17
2413,m1907,14.93,2018-08-17
2414,m1908,15.26,2018-08-17
2415,m1811,16.61,2018-08-20
2416,m1812,18.44,2018-08-20
2417,m1901,18.78,2018-08-20
2418,m1903,14.93,2018-08-20
2419,m1905,16.03,2018-08-20
2420,m1907,16.03,2018-08-20
2421,m1908,19.17,2018-08-20
2422,m1811,18.29,2018-08-21
2423,m1812,17.67,2018-08-21
2424,m1901,19.01,2018-08-21
2425,m1903,15.8,2018-08-21
2426,m1905,16.32,2018-08-21
2427,m1907,14.59,2018-08-21
2428,m1908,15.49,2018-08-21
2429,m1811,17.6,2018-08-22
2430,m1812,15.09,2018-08-22
2431,m1901,19.14,2018-08-22
2432,m1903,15.38,2018-08-22
2433,m1905,16.12,2018-08-22
2434,m1907,16.67,2018-08-22
2435,m1908,16.67,2018-08-22
2436,m1811,17.46,2018-08-23
2437,m1812,19.14,2018-08-23
2438,m1901,18.82,2018-08-23
2439,m1903,14.61,2018-08-23
2440,m1905,16.38,2018-08-23
2441,m1907,16.81,2018-08-23
2442,m1908,15.88,2018-08-23
2443,m1811,17.75,2018-08-24
2444,m1812,15.37,2018-08-24
2445,m1901,18.86,2018-08-24
2446,m1903,16.09,2018-08-24
2447,m1905,15.54,2018-08-24
2448,m1907,17.11,2018-08-24
2449,m1908,17.11,2018-08-24
2450,m1811,17.78,2018-08-27
2451,m1812,13,2018-08-27
2452,m1901,19.74,2018-08-27
2453,m1903,16.83,2018-08-27
2454,m1905,15.05,2018-08-27
2455,m1907,17.5,2018-08-27
2456,m1908,16.83,2018-08-27
2457,m1811,17.93,2018-08-28
2458,m1812,19.15,2018-08-28
2459,m1901,20.88,2018-08-28
2460,m1903,17.33,2018-08-28
2461,m1905,15.28,2018-08-28
2462,m1907,14.49,2018-08-28
2463,m1908,14.49,2018-08-28
2464,m1811,18.65,2018-08-29
2465,m1812,16.76,2018-08-29
2466,m1901,20.11,2018-08-29
2467,m1903,14.9,2018-08-29
2468,m1905,15.42,2018-08-29
2469,m1907,15.91,2018-08-29
2470,m1908,16.75,2018-08-29
2471,m1811,17.3,2018-08-30
2472,m1812,18.15,2018-08-30
2473,m1901,20.46,2018-08-30
2474,m1903,16.31,2018-08-30
2475,m1905,15.87,2018-08-30
2476,m1907,15.87,2018-08-30
2477,m1908,16.41,2018-08-30
2478,m1811,17.16,2018-08-31
2479,m1812,21.3,2018-08-31
2480,m1901,19.86,2018-08-31
2481,m1903,17.46,2018-08-31
2482,m1905,15.97,2018-08-31
2483,m1907,14.65,2018-08-31
2484,m1908,15.4,2018-08-31
2485,m1811,20.7,2018-09-03
2486,m1812,22.65,2018-09-03
2487,m1901,19.5,2018-09-03
2488,m1903,16.6,2018-09-03
2489,m1905,16.52,2018-09-03
2490,m1907,16.52,2018-09-03
2491,m1908,16.52,2018-09-03
2492,m1811,15.95,2018-09-04
2493,m1812,20.18,2018-09-04
2494,m1901,19.53,2018-09-04
2495,m1903,15.76,2018-09-04
2496,m1905,14.71,2018-09-04
2497,m1907,14.71,2018-09-04
2498,m1908,15.31,2018-09-04
2499,m1811,17.68,2018-09-05
2500,m1812,18.7,2018-09-05
2501,m1901,19.41,2018-09-05
2502,m1903,19.21,2018-09-05
2503,m1905,15.55,2018-09-05
2504,m1907,14.38,2018-09-05
2505,m1908,14.81,2018-09-05
2506,m1811,16.67,2018-09-06
2507,m1812,16.98,2018-09-06
2508,m1901,19.54,2018-09-06
2509,m1903,16.99,2018-09-06
2510,m1905,15.96,2018-09-06
2511,m1907,16.5,2018-09-06
2512,m1908,14.85,2018-09-06
2513,m1811,18.33,2018-09-07
2514,m1812,18.07,2018-09-07
2515,m1901,19.29,2018-09-07
2516,m1903,18.51,2018-09-07
2517,m1905,15.94,2018-09-07
2518,m1907,15.94,2018-09-07
2519,m1908,15.94,2018-09-07
2520,m1811,14.08,2018-09-10
2521,m1812,16.04,2018-09-10
2522,m1901,19.41,2018-09-10
2523,m1903,17.78,2018-09-10
2524,m1905,16.36,2018-09-10
2525,m1907,17.42,2018-09-10
2526,m1908,14.96,2018-09-10
2527,m1811,16.04,2018-09-11
2528,m1812,21.93,2018-09-11
2529,m1901,19.57,2018-09-11
2530,m1903,18.36,2018-09-11
2531,m1905,16.36,2018-09-11
2532,m1907,16.36,2018-09-11
2533,m1908,30.59,2018-09-11
2534,m1811,15.56,2018-09-12
2535,m1812,15.46,2018-09-12
2536,m1901,19.37,2018-09-12
2537,m1903,19.37,2018-09-12
2538,m1905,16.18,2018-09-12
2539,m1907,16.06,2018-09-12
2540,m1908,17.67,2018-09-12
2541,m1811,14.55,2018-09-13
2542,m1812,17.03,2018-09-13
2543,m1901,19.65,2018-09-13
2544,m1903,15.47,2018-09-13
2545,m1905,15.8,2018-09-13
2546,m1907,15.61,2018-09-13
2547,m1908,15.77,2018-09-13
2548,m1811,15.29,2018-09-14
2549,m1812,20.16,2018-09-14
2550,m1901,19.64,2018-09-14
2551,m1903,17.07,2018-09-14
2552,m1905,16.39,2018-09-14
2553,m1907,16.64,2018-09-14
2554,m1908,17.63,2018-09-14
2555,m1811,17.27,2018-09-17
2556,m1812,18.97,2018-09-17
2557,m1901,19.8,2018-09-17
2558,m1903,19.8,2018-09-17
2559,m1905,16.03,2018-09-17
2560,m1907,16.03,2018-09-17
2561,m1908,16.03,2018-09-17
2562,m1811,17.42,2018-09-18
2563,m1812,19.23,2018-09-18
2564,m1901,20.53,2018-09-18
2565,m1903,20.53,2018-09-18
2566,m1905,17.03,2018-09-18
2567,m1907,16.1,2018-09-18
2568,m1908,15.45,2018-09-18
2569,m1909,15.07,2018-09-18
2570,m1811,17.18,2018-09-19
2571,m1812,21.35,2018-09-19
2572,m1901,20.6,2018-09-19
2573,m1903,20.76,2018-09-19
2574,m1905,15.96,2018-09-19
2575,m1907,18.2,2018-09-19
2576,m1908,17.4,2018-09-19
2577,m1909,14.78,2018-09-19
2578,m1811,15.7,2018-09-20
2579,m1812,17.35,2018-09-20
2580,m1901,19.39,2018-09-20
2581,m1903,16.5,2018-09-20
2582,m1905,16.24,2018-09-20
2583,m1907,17.29,2018-09-20
2584,m1908,14.93,2018-09-20
2585,m1909,14.52,2018-09-20
2586,m1811,16.43,2018-09-21
2587,m1812,16.78,2018-09-21
2588,m1901,19.91,2018-09-21
2589,m1903,18.87,2018-09-21
2590,m1905,15.22,2018-09-21
2591,m1907,15.22,2018-09-21
2592,m1908,15.09,2018-09-21
2593,m1909,14.48,2018-09-21
2594,m1811,17.21,2018-09-25
2595,m1812,16.38,2018-09-25
2596,m1901,20.59,2018-09-25
2597,m1903,16.91,2018-09-25
2598,m1905,16.09,2018-09-25
2599,m1907,18.15,2018-09-25
2600,m1908,14.75,2018-09-25
2601,m1909,15.71,2018-09-25
