,合约系列,隐含波动率(%),date
1746,pg2103,39.88,2021-01-27
1747,pg2104,32.91,2021-01-27
1748,pg2105,29.11,2021-01-27
1749,pg2106,30.83,2021-01-27
1750,pg2107,31.53,2021-01-27
1751,pg2108,30.59,2021-01-27
1752,pg2109,30.8,2021-01-27
1753,pg2110,30.16,2021-01-27
1754,pg2111,28.27,2021-01-27
1755,pg2112,29.96,2021-01-27
1756,pg2103,42.94,2021-01-28
1757,pg2104,34.83,2021-01-28
1758,pg2105,31.88,2021-01-28
1759,pg2106,32.18,2021-01-28
1760,pg2107,32.18,2021-01-28
1761,pg2108,30.77,2021-01-28
1762,pg2109,30.35,2021-01-28
1763,pg2110,31.21,2021-01-28
1764,pg2111,29.23,2021-01-28
1765,pg2112,27.71,2021-01-28
1766,pg2201,27.71,2021-01-28
1767,pg2103,47.88,2021-01-29
1768,pg2104,34.88,2021-01-29
1769,pg2105,33.25,2021-01-29
1770,pg2106,30.86,2021-01-29
1771,pg2107,30.86,2021-01-29
1772,pg2108,33.02,2021-01-29
1773,pg2109,33.02,2021-01-29
1774,pg2110,30.01,2021-01-29
1775,pg2111,29.16,2021-01-29
1776,pg2112,30.49,2021-01-29
1777,pg2201,30.49,2021-01-29
1778,pg2103,50.39,2021-02-01
1779,pg2104,35.25,2021-02-01
1780,pg2105,35.53,2021-02-01
1781,pg2106,33.1,2021-02-01
1782,pg2107,31.78,2021-02-01
1783,pg2108,31.09,2021-02-01
1784,pg2109,31.4,2021-02-01
1785,pg2110,30.68,2021-02-01
1786,pg2111,30.4,2021-02-01
1787,pg2112,29.48,2021-02-01
1788,pg2201,29.48,2021-02-01
1789,pg2103,48,2021-02-02
1790,pg2104,35.82,2021-02-02
1791,pg2105,34.08,2021-02-02
1792,pg2106,34.08,2021-02-02
1793,pg2107,34.08,2021-02-02
1794,pg2108,31.89,2021-02-02
1795,pg2109,31.89,2021-02-02
1796,pg2110,31.89,2021-02-02
1797,pg2111,30.13,2021-02-02
1798,pg2112,30.13,2021-02-02
1799,pg2201,29.38,2021-02-02
1800,pg2103,49.18,2021-02-03
1801,pg2104,35.51,2021-02-03
1802,pg2105,40.69,2021-02-03
1803,pg2106,34.79,2021-02-03
1804,pg2107,34.79,2021-02-03
1805,pg2108,30.78,2021-02-03
1806,pg2109,30.78,2021-02-03
1807,pg2110,30.93,2021-02-03
1808,pg2111,30.93,2021-02-03
1809,pg2112,30.93,2021-02-03
1810,pg2201,30.93,2021-02-03
1811,pg2103,55.29,2021-02-04
1812,pg2104,35.49,2021-02-04
1813,pg2105,35.49,2021-02-04
1814,pg2106,37.35,2021-02-04
1815,pg2107,32.5,2021-02-04
1816,pg2108,31.86,2021-02-04
1817,pg2109,31.45,2021-02-04
1818,pg2110,30.19,2021-02-04
1819,pg2111,30.19,2021-02-04
1820,pg2112,29.8,2021-02-04
1821,pg2201,29.8,2021-02-04
1822,pg2103,35.23,2021-02-05
1823,pg2104,35.23,2021-02-05
1824,pg2105,32.29,2021-02-05
1825,pg2106,32.29,2021-02-05
1826,pg2107,32.29,2021-02-05
1827,pg2108,32.29,2021-02-05
1828,pg2109,32.29,2021-02-05
1829,pg2110,32.29,2021-02-05
1830,pg2111,32.29,2021-02-05
1831,pg2112,32.29,2021-02-05
1832,pg2201,32.29,2021-02-05
1833,pg2104,34.58,2021-02-08
1834,pg2105,33.17,2021-02-08
1835,pg2106,33.17,2021-02-08
1836,pg2107,30.11,2021-02-08
1837,pg2108,32.85,2021-02-08
1838,pg2109,32.45,2021-02-08
1839,pg2110,32.45,2021-02-08
1840,pg2111,28.92,2021-02-08
1841,pg2112,28.92,2021-02-08
1842,pg2201,28.03,2021-02-08
1843,pg2104,34.42,2021-02-09
1844,pg2105,33.75,2021-02-09
1845,pg2106,34.49,2021-02-09
1846,pg2107,33.17,2021-02-09
1847,pg2108,32.72,2021-02-09
1848,pg2109,32.06,2021-02-09
1849,pg2110,30.69,2021-02-09
1850,pg2111,30.03,2021-02-09
1851,pg2112,28.27,2021-02-09
1852,pg2201,29.24,2021-02-09
1853,pg2104,37.05,2021-02-10
1854,pg2105,34.87,2021-02-10
1855,pg2106,34.83,2021-02-10
1856,pg2107,34.34,2021-02-10
1857,pg2108,34.34,2021-02-10
1858,pg2109,33.28,2021-02-10
1859,pg2110,32.41,2021-02-10
1860,pg2111,31.61,2021-02-10
1861,pg2112,30.35,2021-02-10
1862,pg2201,28.04,2021-02-10
1863,pg2104,39.27,2021-02-18
1864,pg2105,35.86,2021-02-18
1865,pg2106,34.53,2021-02-18
1866,pg2107,33.67,2021-02-18
1867,pg2108,33.74,2021-02-18
1868,pg2109,33.01,2021-02-18
1869,pg2110,30.56,2021-02-18
1870,pg2111,30.56,2021-02-18
1871,pg2112,30.06,2021-02-18
1872,pg2201,31.08,2021-02-18
1873,pg2104,37.86,2021-02-19
1874,pg2105,34.42,2021-02-19
1875,pg2106,28.8,2021-02-19
1876,pg2107,32.17,2021-02-19
1877,pg2108,32.7,2021-02-19
1878,pg2109,31.1,2021-02-19
1879,pg2110,30.12,2021-02-19
1880,pg2111,31.04,2021-02-19
1881,pg2112,29.89,2021-02-19
1882,pg2201,30.37,2021-02-19
1883,pg2104,42.98,2021-02-22
1884,pg2105,39.28,2021-02-22
1885,pg2106,37.3,2021-02-22
1886,pg2107,34.35,2021-02-22
1887,pg2108,34.67,2021-02-22
1888,pg2109,35.93,2021-02-22
1889,pg2110,34.94,2021-02-22
1890,pg2111,32.67,2021-02-22
1891,pg2112,31.54,2021-02-22
1892,pg2201,30.29,2021-02-22
1893,pg2104,47.17,2021-02-23
1894,pg2105,40.5,2021-02-23
1895,pg2106,37.5,2021-02-23
1896,pg2107,35.27,2021-02-23
1897,pg2108,35.27,2021-02-23
1898,pg2109,35.36,2021-02-23
1899,pg2110,35.36,2021-02-23
1900,pg2111,30.33,2021-02-23
1901,pg2112,34.17,2021-02-23
1902,pg2201,31.31,2021-02-23
1903,pg2104,47.03,2021-02-24
1904,pg2105,37.39,2021-02-24
1905,pg2106,37.19,2021-02-24
1906,pg2107,37.19,2021-02-24
1907,pg2108,35.92,2021-02-24
1908,pg2109,33.56,2021-02-24
1909,pg2110,30.66,2021-02-24
1910,pg2111,31.49,2021-02-24
1911,pg2112,29.22,2021-02-24
1912,pg2201,30.72,2021-02-24
1913,pg2104,48.26,2021-02-25
1914,pg2105,37.56,2021-02-25
1915,pg2106,46.64,2021-02-25
1916,pg2107,33.71,2021-02-25
1917,pg2108,33.71,2021-02-25
1918,pg2109,32.07,2021-02-25
1919,pg2110,32.07,2021-02-25
1920,pg2111,31.03,2021-02-25
1921,pg2112,30.24,2021-02-25
1922,pg2201,33.73,2021-02-25
1923,pg2104,46,2021-02-26
1924,pg2105,39.9,2021-02-26
1925,pg2106,38.55,2021-02-26
1926,pg2107,35.12,2021-02-26
1927,pg2108,36.32,2021-02-26
1928,pg2109,34.98,2021-02-26
1929,pg2110,33.33,2021-02-26
1930,pg2111,31.73,2021-02-26
1931,pg2112,31.88,2021-02-26
1932,pg2201,31.88,2021-02-26
1933,pg2104,57.25,2021-03-01
1934,pg2105,37.77,2021-03-01
1935,pg2106,37.78,2021-03-01
1936,pg2107,36.14,2021-03-01
1937,pg2108,34.48,2021-03-01
1938,pg2109,33.85,2021-03-01
1939,pg2110,32.17,2021-03-01
1940,pg2111,30.89,2021-03-01
1941,pg2112,31.2,2021-03-01
1942,pg2201,32.18,2021-03-01
1943,pg2104,56.52,2021-03-02
1944,pg2105,37.35,2021-03-02
1945,pg2106,35.36,2021-03-02
1946,pg2107,35.99,2021-03-02
1947,pg2108,35.35,2021-03-02
1948,pg2109,34.69,2021-03-02
1949,pg2110,32.98,2021-03-02
1950,pg2111,31.94,2021-03-02
1951,pg2112,30.92,2021-03-02
1952,pg2201,31.54,2021-03-02
1953,pg2104,60.03,2021-03-03
1954,pg2105,38.91,2021-03-03
1955,pg2106,38.91,2021-03-03
1956,pg2107,35.88,2021-03-03
1957,pg2108,35.88,2021-03-03
1958,pg2109,34.27,2021-03-03
1959,pg2110,32.13,2021-03-03
1960,pg2111,30.94,2021-03-03
1961,pg2112,30.94,2021-03-03
1962,pg2201,31.9,2021-03-03
1963,pg2104,59.73,2021-03-04
1964,pg2105,37.82,2021-03-04
1965,pg2106,36.28,2021-03-04
1966,pg2107,36.28,2021-03-04
1967,pg2108,31.55,2021-03-04
1968,pg2109,31.55,2021-03-04
1969,pg2110,31.55,2021-03-04
1970,pg2111,31.55,2021-03-04
1971,pg2112,31.55,2021-03-04
1972,pg2201,31.55,2021-03-04
1973,pg2104,36.35,2021-03-05
1974,pg2105,36.35,2021-03-05
1975,pg2106,33.69,2021-03-05
1976,pg2107,34.53,2021-03-05
1977,pg2108,34.53,2021-03-05
1978,pg2109,25.42,2021-03-05
1979,pg2110,25.42,2021-03-05
1980,pg2111,31.99,2021-03-05
1981,pg2112,31.99,2021-03-05
1982,pg2201,31.99,2021-03-05
1983,pg2105,38.08,2021-03-08
1984,pg2106,37.34,2021-03-08
1985,pg2107,37.34,2021-03-08
1986,pg2108,37.34,2021-03-08
1987,pg2109,37.34,2021-03-08
1988,pg2110,37.34,2021-03-08
1989,pg2111,37.34,2021-03-08
1990,pg2112,37.34,2021-03-08
1991,pg2201,37.34,2021-03-08
1992,pg2105,35.63,2021-03-09
1993,pg2106,34.27,2021-03-09
1994,pg2107,34.96,2021-03-09
1995,pg2108,34.2,2021-03-09
1996,pg2109,28.64,2021-03-09
1997,pg2110,28.64,2021-03-09
1998,pg2111,29.48,2021-03-09
1999,pg2112,29.48,2021-03-09
2000,pg2201,31.04,2021-03-09
2001,pg2105,33.75,2021-03-10
2002,pg2106,31.93,2021-03-10
2003,pg2107,31.93,2021-03-10
2004,pg2108,31.93,2021-03-10
2005,pg2109,31.93,2021-03-10
2006,pg2110,29.97,2021-03-10
2007,pg2111,29.97,2021-03-10
2008,pg2112,29.97,2021-03-10
2009,pg2201,29.97,2021-03-10
2010,pg2202,29.97,2021-03-10
2011,pg2105,34.28,2021-03-11
2012,pg2106,32.69,2021-03-11
2013,pg2107,32.69,2021-03-11
2014,pg2108,32.69,2021-03-11
2015,pg2109,29.83,2021-03-11
2016,pg2110,29.83,2021-03-11
2017,pg2111,29.83,2021-03-11
2018,pg2112,29.23,2021-03-11
2019,pg2201,29.23,2021-03-11
2020,pg2202,32.18,2021-03-11
2021,pg2105,35.49,2021-03-12
2022,pg2106,34.17,2021-03-12
2023,pg2107,34.17,2021-03-12
2024,pg2108,34.17,2021-03-12
2025,pg2109,34.17,2021-03-12
2026,pg2110,34.17,2021-03-12
2027,pg2111,29.45,2021-03-12
2028,pg2112,29.45,2021-03-12
2029,pg2201,29.45,2021-03-12
2030,pg2202,29.45,2021-03-12
2031,pg2105,37.17,2021-03-15
2032,pg2106,36.22,2021-03-15
2033,pg2107,36.22,2021-03-15
2034,pg2108,36.22,2021-03-15
2035,pg2109,30.53,2021-03-15
2036,pg2110,30.53,2021-03-15
2037,pg2111,30.53,2021-03-15
2038,pg2112,30.53,2021-03-15
2039,pg2201,30.53,2021-03-15
2040,pg2202,30.53,2021-03-15
2041,pg2105,35.92,2021-03-16
2042,pg2106,33.74,2021-03-16
2043,pg2107,32.25,2021-03-16
2044,pg2108,32.25,2021-03-16
2045,pg2109,32.25,2021-03-16
2046,pg2110,32.25,2021-03-16
2047,pg2111,32.25,2021-03-16
2048,pg2112,32.25,2021-03-16
2049,pg2201,32.25,2021-03-16
2050,pg2202,32.25,2021-03-16
2051,pg2105,34.79,2021-03-17
2052,pg2106,34.5,2021-03-17
2053,pg2107,34.5,2021-03-17
2054,pg2108,34.5,2021-03-17
2055,pg2109,34.5,2021-03-17
2056,pg2110,29.92,2021-03-17
2057,pg2111,29.92,2021-03-17
2058,pg2112,29.92,2021-03-17
2059,pg2201,29.92,2021-03-17
2060,pg2202,29.92,2021-03-17
2061,pg2105,34.6,2021-03-18
2062,pg2106,33.66,2021-03-18
2063,pg2107,33.66,2021-03-18
2064,pg2108,33.66,2021-03-18
2065,pg2109,28.92,2021-03-18
2066,pg2110,28.92,2021-03-18
2067,pg2111,28.92,2021-03-18
2068,pg2112,29.65,2021-03-18
2069,pg2201,28.25,2021-03-18
2070,pg2202,28.25,2021-03-18
2071,pg2105,34.57,2021-03-19
2072,pg2106,34.67,2021-03-19
2073,pg2107,34.67,2021-03-19
2074,pg2108,34.67,2021-03-19
2075,pg2109,34.67,2021-03-19
2076,pg2110,29.72,2021-03-19
2077,pg2111,29.72,2021-03-19
2078,pg2112,29.72,2021-03-19
2079,pg2201,29.72,2021-03-19
2080,pg2202,29.72,2021-03-19
2081,pg2105,34.9,2021-03-22
2082,pg2106,34.41,2021-03-22
2083,pg2107,33.5,2021-03-22
2084,pg2108,33.5,2021-03-22
2085,pg2109,33.5,2021-03-22
2086,pg2110,33.5,2021-03-22
2087,pg2111,33.5,2021-03-22
2088,pg2112,33.5,2021-03-22
2089,pg2201,33.5,2021-03-22
2090,pg2202,33.5,2021-03-22
2091,pg2105,35.18,2021-03-23
2092,pg2106,34.45,2021-03-23
2093,pg2107,31.01,2021-03-23
2094,pg2108,31.01,2021-03-23
2095,pg2109,31.01,2021-03-23
2096,pg2110,31.01,2021-03-23
2097,pg2111,27.88,2021-03-23
2098,pg2112,27.88,2021-03-23
2099,pg2201,27.88,2021-03-23
2100,pg2202,27.88,2021-03-23
2101,pg2105,35.08,2021-03-24
2102,pg2106,34,2021-03-24
2103,pg2107,33.58,2021-03-24
2104,pg2108,33.58,2021-03-24
2105,pg2109,30.19,2021-03-24
2106,pg2110,30.19,2021-03-24
2107,pg2111,30.19,2021-03-24
2108,pg2112,30.19,2021-03-24
2109,pg2201,30.19,2021-03-24
2110,pg2202,30.19,2021-03-24
2111,pg2105,35.11,2021-03-25
2112,pg2106,33.68,2021-03-25
2113,pg2107,33.68,2021-03-25
2114,pg2108,33.68,2021-03-25
2115,pg2109,33.68,2021-03-25
2116,pg2110,33.68,2021-03-25
2117,pg2111,33.68,2021-03-25
2118,pg2112,33.68,2021-03-25
2119,pg2201,33.68,2021-03-25
2120,pg2202,33.68,2021-03-25
2121,pg2105,34.29,2021-03-26
2122,pg2106,32.97,2021-03-26
2123,pg2107,32.97,2021-03-26
2124,pg2108,32.97,2021-03-26
2125,pg2109,32.97,2021-03-26
2126,pg2110,32.97,2021-03-26
2127,pg2111,32.97,2021-03-26
2128,pg2112,32.97,2021-03-26
2129,pg2201,32.97,2021-03-26
2130,pg2202,32.97,2021-03-26
2131,pg2105,40.25,2021-03-29
2132,pg2106,33.86,2021-03-29
2133,pg2107,33.86,2021-03-29
2134,pg2108,33.86,2021-03-29
2135,pg2109,33.86,2021-03-29
2136,pg2110,33.86,2021-03-29
2137,pg2111,33.86,2021-03-29
2138,pg2112,33.86,2021-03-29
2139,pg2201,33.86,2021-03-29
2140,pg2202,33.86,2021-03-29
2141,pg2105,37.15,2021-03-30
2142,pg2106,33.95,2021-03-30
2143,pg2107,33.95,2021-03-30
2144,pg2108,32.67,2021-03-30
2145,pg2109,32.67,2021-03-30
2146,pg2110,30.56,2021-03-30
2147,pg2111,30.56,2021-03-30
2148,pg2112,29.77,2021-03-30
2149,pg2201,29.77,2021-03-30
2150,pg2202,30.71,2021-03-30
2151,pg2203,30.71,2021-03-30
2152,pg2105,35.43,2021-03-31
2153,pg2106,32.89,2021-03-31
2154,pg2107,32.89,2021-03-31
2155,pg2108,32.89,2021-03-31
2156,pg2109,32.89,2021-03-31
2157,pg2110,29.02,2021-03-31
2158,pg2111,29.02,2021-03-31
2159,pg2112,29.02,2021-03-31
2160,pg2201,29.02,2021-03-31
2161,pg2202,29.02,2021-03-31
2162,pg2203,28.36,2021-03-31
2163,pg2105,35.35,2021-04-01
2164,pg2106,32.5,2021-04-01
2165,pg2107,31.22,2021-04-01
2166,pg2108,31.22,2021-04-01
2167,pg2109,31.22,2021-04-01
2168,pg2110,31.22,2021-04-01
2169,pg2111,31.22,2021-04-01
2170,pg2112,31.22,2021-04-01
2171,pg2201,31.22,2021-04-01
2172,pg2202,31.22,2021-04-01
2173,pg2203,31.22,2021-04-01
2174,pg2105,34.27,2021-04-02
2175,pg2106,31.54,2021-04-02
2176,pg2107,31.54,2021-04-02
2177,pg2108,31.54,2021-04-02
2178,pg2109,29.92,2021-04-02
2179,pg2110,29.92,2021-04-02
2180,pg2111,29.92,2021-04-02
2181,pg2112,29.92,2021-04-02
2182,pg2201,29.26,2021-04-02
2183,pg2202,29.26,2021-04-02
2184,pg2203,29.26,2021-04-02
2185,pg2105,53.52,2021-04-06
2186,pg2106,31.86,2021-04-06
2187,pg2107,31.86,2021-04-06
2188,pg2108,31.86,2021-04-06
2189,pg2109,31.86,2021-04-06
2190,pg2110,27.47,2021-04-06
2191,pg2111,27.47,2021-04-06
2192,pg2112,27.47,2021-04-06
2193,pg2201,27.47,2021-04-06
2194,pg2202,27.47,2021-04-06
2195,pg2203,27.47,2021-04-06
2196,pg2105,58.52,2021-04-07
2197,pg2106,30.67,2021-04-07
2198,pg2107,27.21,2021-04-07
2199,pg2108,27.21,2021-04-07
2200,pg2109,31.77,2021-04-07
2201,pg2110,30.36,2021-04-07
2202,pg2111,29.67,2021-04-07
2203,pg2112,28.67,2021-04-07
2204,pg2201,28.05,2021-04-07
2205,pg2202,28.05,2021-04-07
2206,pg2203,28.05,2021-04-07
2207,pg2105,29.99,2021-04-08
2208,pg2106,29.99,2021-04-08
2209,pg2107,30.28,2021-04-08
2210,pg2108,29.6,2021-04-08
2211,pg2109,29.87,2021-04-08
2212,pg2110,29.51,2021-04-08
2213,pg2111,29.51,2021-04-08
2214,pg2112,27.84,2021-04-08
2215,pg2201,27.84,2021-04-08
2216,pg2202,28.33,2021-04-08
2217,pg2203,28.33,2021-04-08
2218,pg2106,28.79,2021-04-09
2219,pg2107,28.96,2021-04-09
2220,pg2108,29.45,2021-04-09
2221,pg2109,28.64,2021-04-09
2222,pg2110,28.3,2021-04-09
2223,pg2111,27.19,2021-04-09
2224,pg2112,26.38,2021-04-09
2225,pg2201,26.41,2021-04-09
2226,pg2202,26.41,2021-04-09
2227,pg2203,26.41,2021-04-09
2228,pg2106,29.65,2021-04-12
2229,pg2107,29.25,2021-04-12
2230,pg2108,29.25,2021-04-12
2231,pg2109,29.25,2021-04-12
2232,pg2110,29.25,2021-04-12
2233,pg2111,26.01,2021-04-12
2234,pg2112,26.01,2021-04-12
2235,pg2201,26.01,2021-04-12
2236,pg2202,27.23,2021-04-12
2237,pg2203,27.23,2021-04-12
2238,pg2106,29.87,2021-04-13
2239,pg2107,29.58,2021-04-13
2240,pg2108,72.56,2021-04-13
2241,pg2109,72.56,2021-04-13
2242,pg2110,28.77,2021-04-13
2243,pg2111,28.77,2021-04-13
2244,pg2112,28.77,2021-04-13
2245,pg2201,28.06,2021-04-13
2246,pg2202,28.06,2021-04-13
2247,pg2203,27.11,2021-04-13
2248,pg2106,29.36,2021-04-14
2249,pg2107,29.21,2021-04-14
2250,pg2108,29.37,2021-04-14
2251,pg2109,29.37,2021-04-14
2252,pg2110,28.32,2021-04-14
2253,pg2111,28.32,2021-04-14
2254,pg2112,28.32,2021-04-14
2255,pg2201,27.78,2021-04-14
2256,pg2202,27.78,2021-04-14
2257,pg2203,27.78,2021-04-14
2258,pg2106,28.76,2021-04-15
2259,pg2107,28.87,2021-04-15
2260,pg2108,28.87,2021-04-15
2261,pg2109,26.85,2021-04-15
2262,pg2110,26.85,2021-04-15
2263,pg2111,27.81,2021-04-15
2264,pg2112,27.81,2021-04-15
2265,pg2201,27.43,2021-04-15
2266,pg2202,26.25,2021-04-15
2267,pg2203,25.95,2021-04-15
2268,pg2106,28.78,2021-04-16
2269,pg2107,28.31,2021-04-16
2270,pg2108,28.93,2021-04-16
2271,pg2109,28.93,2021-04-16
2272,pg2110,28.93,2021-04-16
2273,pg2111,26.36,2021-04-16
2274,pg2112,26.36,2021-04-16
2275,pg2201,26.36,2021-04-16
2276,pg2202,26.36,2021-04-16
2277,pg2203,26.36,2021-04-16
2278,pg2106,29.74,2021-04-19
2279,pg2107,28.32,2021-04-19
2280,pg2108,28.32,2021-04-19
2281,pg2109,28.32,2021-04-19
2282,pg2110,28.32,2021-04-19
2283,pg2111,28.32,2021-04-19
2284,pg2112,28.32,2021-04-19
2285,pg2201,28.32,2021-04-19
2286,pg2202,28.32,2021-04-19
2287,pg2203,28.32,2021-04-19
2288,pg2106,28.58,2021-04-20
2289,pg2107,29.11,2021-04-20
2290,pg2108,29.11,2021-04-20
2291,pg2109,29.11,2021-04-20
2292,pg2110,29.11,2021-04-20
2293,pg2111,26.31,2021-04-20
2294,pg2112,26.31,2021-04-20
2295,pg2201,26.31,2021-04-20
2296,pg2202,26.31,2021-04-20
2297,pg2203,26.31,2021-04-20
2298,pg2106,28.38,2021-04-21
2299,pg2107,27.57,2021-04-21
2300,pg2108,27.63,2021-04-21
2301,pg2109,27.63,2021-04-21
2302,pg2110,27.63,2021-04-21
2303,pg2111,27.63,2021-04-21
2304,pg2112,26.8,2021-04-21
2305,pg2201,26.8,2021-04-21
2306,pg2202,26.8,2021-04-21
2307,pg2203,26.8,2021-04-21
2308,pg2106,27.83,2021-04-22
2309,pg2107,27.24,2021-04-22
2310,pg2108,27.24,2021-04-22
2311,pg2109,27.24,2021-04-22
2312,pg2110,29.07,2021-04-22
2313,pg2111,29.07,2021-04-22
2314,pg2112,29.07,2021-04-22
2315,pg2201,29.07,2021-04-22
2316,pg2202,26.33,2021-04-22
2317,pg2203,26.33,2021-04-22
2318,pg2106,27.83,2021-04-23
2319,pg2107,26.03,2021-04-23
2320,pg2108,26.03,2021-04-23
2321,pg2109,26.03,2021-04-23
2322,pg2110,26.03,2021-04-23
2323,pg2111,26.26,2021-04-23
2324,pg2112,26.26,2021-04-23
2325,pg2201,26.26,2021-04-23
2326,pg2202,26.26,2021-04-23
2327,pg2203,26.86,2021-04-23
2328,pg2106,29.19,2021-04-26
2329,pg2107,25.88,2021-04-26
2330,pg2108,29.15,2021-04-26
2331,pg2109,29.15,2021-04-26
2332,pg2110,29.15,2021-04-26
2333,pg2111,26.53,2021-04-26
2334,pg2112,26.53,2021-04-26
2335,pg2201,26.53,2021-04-26
2336,pg2202,26.53,2021-04-26
2337,pg2203,26.53,2021-04-26
2338,pg2106,28.58,2021-04-27
2339,pg2107,25.86,2021-04-27
2340,pg2108,29.7,2021-04-27
2341,pg2109,29.7,2021-04-27
2342,pg2110,29.7,2021-04-27
2343,pg2111,26.12,2021-04-27
2344,pg2112,26.12,2021-04-27
2345,pg2201,26.12,2021-04-27
2346,pg2202,26.12,2021-04-27
2347,pg2203,26.12,2021-04-27
2348,pg2106,28.6,2021-04-28
2349,pg2107,25.74,2021-04-28
2350,pg2108,31.72,2021-04-28
2351,pg2109,31.72,2021-04-28
2352,pg2110,31.72,2021-04-28
2353,pg2111,26.1,2021-04-28
2354,pg2112,26.1,2021-04-28
2355,pg2201,26.1,2021-04-28
2356,pg2202,25.76,2021-04-28
2357,pg2203,26.25,2021-04-28
2358,pg2106,28.11,2021-04-29
2359,pg2107,26.36,2021-04-29
2360,pg2108,29.81,2021-04-29
2361,pg2109,29.81,2021-04-29
2362,pg2110,29.81,2021-04-29
2363,pg2111,29.81,2021-04-29
2364,pg2112,27.15,2021-04-29
2365,pg2201,27.15,2021-04-29
2366,pg2202,27.15,2021-04-29
2367,pg2203,27.15,2021-04-29
2368,pg2204,27.15,2021-04-29
2369,pg2106,29.35,2021-04-30
2370,pg2107,27.21,2021-04-30
2371,pg2108,28.25,2021-04-30
2372,pg2109,28.25,2021-04-30
2373,pg2110,28.25,2021-04-30
2374,pg2111,26.95,2021-04-30
2375,pg2112,26.95,2021-04-30
2376,pg2201,26.95,2021-04-30
2377,pg2202,24.29,2021-04-30
2378,pg2203,24.29,2021-04-30
2379,pg2204,24.29,2021-04-30
2380,pg2106,35.56,2021-05-06
2381,pg2107,29.17,2021-05-06
2382,pg2108,31.81,2021-05-06
2383,pg2109,31.81,2021-05-06
2384,pg2110,30.06,2021-05-06
2385,pg2111,30.06,2021-05-06
2386,pg2112,28.06,2021-05-06
2387,pg2201,28.06,2021-05-06
2388,pg2202,28.06,2021-05-06
2389,pg2203,28.06,2021-05-06
2390,pg2204,28.06,2021-05-06
2391,pg2106,36.25,2021-05-07
2392,pg2107,34.04,2021-05-07
2393,pg2108,25.4,2021-05-07
2394,pg2109,30.24,2021-05-07
2395,pg2110,27.15,2021-05-07
2396,pg2111,27.15,2021-05-07
2397,pg2112,27.15,2021-05-07
2398,pg2201,26.64,2021-05-07
2399,pg2202,26.64,2021-05-07
2400,pg2203,26.64,2021-05-07
2401,pg2204,26.64,2021-05-07
2402,pg2106,47.81,2021-05-10
2403,pg2107,33.2,2021-05-10
2404,pg2108,28.46,2021-05-10
2405,pg2109,28.46,2021-05-10
2406,pg2110,28.46,2021-05-10
2407,pg2111,28.46,2021-05-10
2408,pg2112,29.06,2021-05-10
2409,pg2201,29.06,2021-05-10
2410,pg2202,29.06,2021-05-10
2411,pg2203,29.06,2021-05-10
2412,pg2204,27.25,2021-05-10
2413,pg2106,54.04,2021-05-11
2414,pg2107,34.59,2021-05-11
2415,pg2108,29.8,2021-05-11
2416,pg2109,29.8,2021-05-11
2417,pg2110,29.8,2021-05-11
2418,pg2111,30.45,2021-05-11
2419,pg2112,30.45,2021-05-11
2420,pg2201,30.45,2021-05-11
2421,pg2202,28.51,2021-05-11
2422,pg2203,27.19,2021-05-11
2423,pg2204,27.19,2021-05-11
2424,pg2106,34.17,2021-05-12
2425,pg2107,34.17,2021-05-12
2426,pg2108,22.53,2021-05-12
2427,pg2109,32.27,2021-05-12
2428,pg2110,32.27,2021-05-12
2429,pg2111,30.47,2021-05-12
2430,pg2112,29.98,2021-05-12
2431,pg2201,29.98,2021-05-12
2432,pg2202,29.02,2021-05-12
2433,pg2203,28.78,2021-05-12
2434,pg2204,28.78,2021-05-12
2435,pg2107,34.56,2021-05-13
2436,pg2108,30.96,2021-05-13
2437,pg2109,50.71,2021-05-13
2438,pg2110,50.71,2021-05-13
2439,pg2111,29.69,2021-05-13
2440,pg2112,29.69,2021-05-13
2441,pg2201,29.69,2021-05-13
2442,pg2202,29.69,2021-05-13
2443,pg2203,27.22,2021-05-13
2444,pg2204,27.22,2021-05-13
2445,pg2107,32.16,2021-05-14
2446,pg2108,30.66,2021-05-14
2447,pg2109,29.98,2021-05-14
2448,pg2110,29.98,2021-05-14
2449,pg2111,29.98,2021-05-14
2450,pg2112,29.98,2021-05-14
2451,pg2201,29.98,2021-05-14
2452,pg2202,29.98,2021-05-14
2453,pg2203,29.98,2021-05-14
2454,pg2204,29.98,2021-05-14
2455,pg2107,36.62,2021-05-17
2456,pg2108,32.43,2021-05-17
2457,pg2109,37.15,2021-05-17
2458,pg2110,37.15,2021-05-17
2459,pg2111,37.15,2021-05-17
2460,pg2112,29.48,2021-05-17
2461,pg2201,29.48,2021-05-17
2462,pg2202,29.48,2021-05-17
2463,pg2203,29.46,2021-05-17
2464,pg2204,29.46,2021-05-17
2465,pg2107,38.09,2021-05-18
2466,pg2108,34.17,2021-05-18
2467,pg2109,40.51,2021-05-18
2468,pg2110,40.51,2021-05-18
2469,pg2111,40.51,2021-05-18
2470,pg2112,40.51,2021-05-18
2471,pg2201,28.03,2021-05-18
2472,pg2202,28.03,2021-05-18
2473,pg2203,28.03,2021-05-18
2474,pg2204,28.03,2021-05-18
2475,pg2107,35.35,2021-05-19
2476,pg2108,33.38,2021-05-19
2477,pg2109,31.35,2021-05-19
2478,pg2110,31.35,2021-05-19
2479,pg2111,28.55,2021-05-19
2480,pg2112,28.55,2021-05-19
2481,pg2201,28.55,2021-05-19
