,交易日期  ,合约代码   ,昨结算    ,今开盘    ,最高价    ,最低价    ,今收盘    ,今结算    ,涨跌1     ,涨跌2     ,成交量(手),持仓量    ,增减量    ,成交额(万元),DELTA     ,隐含波动率,行权量,"window.open(""/cn/gyjys/404.htm"", ""_self"");"
169,2021-01-04,ZC105P700,58.7,59.1,62.2,54.7,56.3,58.1,-2.4,-0.6,70        ,435       ,3         ,41.55,-0.5852,30.03,0.0,
170,2021-01-04,ZC105P710,65.5,66.7,68.9,60.1,62.9,64.9,-2.6,-0.6,64        ,371       ,18        ,42.33,-0.6206,30.29,0.0,
171,2021-01-04,ZC105P720,72.6,0.0,0.0,0.0,0.0,72.3,-0.3,-0.3,9         ,242       ,-9        ,6.51,-0.6525,30.55,0.0,
172,2021-01-04,ZC105P730,80.1,93.1,93.1,75.0,75.0,79.7,-5.1,-0.4,13        ,151       ,-13       ,10.07,-0.6836,30.81,0.0,
173,2021-01-04,ZC105P740,87.7,0.0,0.0,0.0,0.0,87.5,-0.2,-0.2,0         ,89        ,0         ,0.0,-0.712,31.06,0.0,
174,2021-01-04,ZC105P750,95.7,0.0,0.0,0.0,0.0,95.6,-0.1,-0.1,0         ,49        ,0         ,0.0,-0.7383,31.31,0.0,
175,2021-01-04,ZC105P760,103.9,103.1,103.1,103.1,103.1,103.7,-0.8,-0.2,1         ,45        ,1         ,1.03,-0.764,31.56,0.0,
176,2021-01-04,ZC105P770,112.1,0.0,0.0,0.0,0.0,112.2,0.1,0.1,0         ,12        ,0         ,0.0,-0.7855,31.8,0.0,
177,2021-01-04,ZC105P780,120.8,0.0,0.0,0.0,0.0,120.8,0.0,0.0,0         ,20        ,0         ,0.0,-0.8067,32.04,0.0,
178,2021-01-05,ZC102C510,233.0,0.0,0.0,0.0,0.0,252.4,19.4,19.4,0         ,1         ,0         ,0.0,1.0,100.0,0.0,
179,2021-01-05,ZC102C520,223.0,0.0,0.0,0.0,0.0,242.4,19.4,19.4,0         ,1         ,0         ,0.0,1.0,100.0,0.0,
180,2021-01-05,ZC102C530,213.0,0.0,0.0,0.0,0.0,232.4,19.4,19.4,0         ,1         ,0         ,0.0,1.0,100.0,0.0,
181,2021-01-05,ZC102C540,203.0,0.0,0.0,0.0,0.0,222.4,19.4,19.4,0         ,5         ,0         ,0.0,1.0,100.0,0.0,
182,2021-01-05,ZC102C550,193.0,0.0,0.0,0.0,0.0,212.4,19.4,19.4,0         ,8         ,0         ,0.0,1.0,100.0,0.0,
183,2021-01-05,ZC102C560,183.0,0.0,0.0,0.0,0.0,202.4,19.4,19.4,0         ,24        ,0         ,0.0,1.0,100.0,0.0,
184,2021-01-05,ZC102C570,173.0,191.5,191.5,191.5,191.5,192.4,18.5,19.4,1         ,59        ,-1        ,1.92,1.0,100.0,0.0,
185,2021-01-05,ZC102C580,163.0,0.0,0.0,0.0,0.0,182.4,19.4,19.4,0         ,110       ,0         ,0.0,1.0,100.0,0.0,
186,2021-01-05,ZC102C590,153.0,0.0,0.0,0.0,0.0,172.4,19.4,19.4,0         ,364       ,0         ,0.0,1.0,100.0,0.0,
187,2021-01-05,ZC102C600,143.0,158.1,158.1,158.1,158.1,162.4,15.1,19.4,5         ,573       ,-5        ,7.91,1.0,100.0,0.0,
188,2021-01-05,ZC102C610,133.0,0.0,0.0,0.0,0.0,152.4,19.4,19.4,0         ,385       ,0         ,0.0,1.0,100.0,0.0,
189,2021-01-05,ZC102C620,123.0,0.0,0.0,0.0,0.0,142.4,19.4,19.4,0         ,143       ,0         ,0.0,1.0,100.0,0.0,
190,2021-01-05,ZC102C630,113.1,0.0,0.0,0.0,0.0,132.4,19.3,19.3,0         ,122       ,0         ,0.0,1.0,100.0,0.0,
191,2021-01-05,ZC102C640,103.1,0.0,0.0,0.0,0.0,122.4,19.3,19.3,0         ,219       ,-20       ,0.0,0.9998,100.0,20.0,
192,2021-01-05,ZC102C650,93.1,0.0,0.0,0.0,0.0,112.4,19.3,19.3,0         ,165       ,-45       ,0.0,0.9991,100.0,45.0,
193,2021-01-05,ZC102C660,83.1,97.9,111.8,96.0,111.8,102.4,28.7,19.3,70        ,472       ,-48       ,74.26,0.9981,97.34,30.0,
194,2021-01-05,ZC102C670,73.2,88.8,98.2,88.8,97.1,92.4,23.9,19.2,17        ,466       ,-17       ,15.99,0.9971,90.81,0.0,
195,2021-01-05,ZC102C680,63.3,89.3,91.8,88.4,91.8,82.4,28.5,19.1,33        ,579       ,0         ,29.63,0.996,84.07,0.0,
196,2021-01-05,ZC102C690,53.4,70.9,79.0,68.0,78.4,72.5,25.0,19.1,37        ,516       ,0         ,27.06,0.9938,77.19,0.0,
197,2021-01-05,ZC102C700,43.7,58.9,71.4,57.7,71.0,62.5,27.3,18.8,144       ,303       ,-33       ,90.58,0.9905,70.37,0.0,
198,2021-01-05,ZC102C710,34.2,45.5,60.8,44.6,60.8,52.5,26.6,18.3,225       ,319       ,-54       ,120.19,0.9841,64.05,34.0,
199,2021-01-05,ZC102C720,25.3,35.8,51.5,34.1,51.0,42.7,25.7,17.4,335       ,389       ,-95       ,150.52,0.9698,58.87,52.0,
200,2021-01-05,ZC102C730,17.5,24.7,40.7,24.7,40.7,33.0,23.2,15.5,437       ,310       ,-12       ,134.46,0.9352,55.32,0.0,
201,2021-01-05,ZC102C740,11.2,15.7,31.6,15.7,30.9,23.9,19.7,12.7,832       ,239       ,-49       ,182.63,0.8609,53.25,0.0,
202,2021-01-05,ZC102C750,6.7,10.0,22.8,10.0,21.6,15.9,14.9,9.2,"3,042     ",596       ,-305      ,495.78,0.7311,52.21,0.0,
203,2021-01-05,ZC102C760,3.8,5.2,14.6,5.2,13.6,9.5,9.8,5.7,"3,129     ",805       ,-146      ,301.68,0.5516,51.81,0.0,
204,2021-01-05,ZC102C770,2.0,2.8,8.5,2.8,7.7,5.0,5.7,3.0,"3,497     ","1,183     ",-108      ,185.05,0.362,51.8,0.0,
205,2021-01-05,ZC102C780,1.1,1.4,4.3,1.2,3.0,2.4,1.9,1.3,"1,538     ",707       ,144       ,39.97,0.2044,52.03,0.0,
206,2021-01-05,ZC102C790,0.6,0.6,2.0,0.6,1.4,1.0,0.8,0.4,"1,663     ",452       ,-111      ,18.93,0.0996,52.4,0.0,
207,2021-01-05,ZC102C800,0.3,0.3,0.9,0.1,0.2,0.4,-0.1,0.1,"2,133     ","2,339     ",744       ,8.79,0.0418,52.87,0.0,
208,2021-01-05,ZC102C810,0.1,0.1,0.4,0.1,0.1,0.1,0.0,0.0,"3,117     ","4,396     ","1,664     ",4.3,0.0152,53.4,0.0,
209,2021-01-05,ZC102P510,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,21        ,546       ,-21       ,0.02,0.0,100.0,0.0,
210,2021-01-05,ZC102P520,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,20        ,228       ,-20       ,0.02,0.0,100.0,0.0,
211,2021-01-05,ZC102P530,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,40        ,218       ,-20       ,0.04,0.0,100.0,0.0,
212,2021-01-05,ZC102P540,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0         ,185       ,0         ,0.0,0.0,100.0,0.0,
213,2021-01-05,ZC102P550,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,48        ,501       ,-11       ,0.05,0.0,100.0,0.0,
214,2021-01-05,ZC102P560,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,70        ,274       ,-3        ,0.07,0.0,100.0,0.0,
215,2021-01-05,ZC102P570,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,20        ,492       ,-16       ,0.02,0.0,100.0,0.0,
216,2021-01-05,ZC102P580,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,105       ,868       ,-67       ,0.11,0.0,100.0,0.0,
217,2021-01-05,ZC102P590,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,56        ,"1,470     ",-8        ,0.06,0.0,100.0,0.0,
218,2021-01-05,ZC102P600,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,20        ,"2,863     ",-20       ,0.02,-0.0,100.0,0.0,
219,2021-01-05,ZC102P610,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0         ,"1,060     ",0         ,0.0,-0.0,100.0,0.0,
220,2021-01-05,ZC102P620,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,23        ,"1,002     ",12        ,0.02,-0.0,100.0,0.0,
221,2021-01-05,ZC102P630,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0         ,936       ,0         ,0.0,-0.0001,100.0,0.0,
222,2021-01-05,ZC102P640,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,15        ,"1,309     ",0         ,0.02,-0.0003,100.0,0.0,
223,2021-01-05,ZC102P650,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,60        ,"3,870     ",-60       ,0.06,-0.001,100.0,0.0,
224,2021-01-05,ZC102P660,0.2,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,2         ,"1,496     ",-1        ,0.0,-0.002,97.34,0.0,
225,2021-01-05,ZC102P670,0.2,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,35        ,"1,646     ",-6        ,0.04,-0.0029,90.81,0.0,
226,2021-01-05,ZC102P680,0.3,0.1,0.1,0.1,0.1,0.1,-0.2,-0.2,26        ,"1,773     ",-11       ,0.03,-0.0041,84.07,0.0,
227,2021-01-05,ZC102P690,0.4,0.1,0.1,0.1,0.1,0.1,-0.3,-0.3,561       ,"1,509     ",44        ,0.56,-0.0062,77.19,0.0,
228,2021-01-05,ZC102P700,0.7,0.2,0.2,0.1,0.1,0.1,-0.6,-0.6,"1,126     ","1,441     ",-207      ,1.55,-0.0095,70.37,0.0,
229,2021-01-05,ZC102P710,1.2,0.3,0.5,0.1,0.1,0.2,-1.1,-1.0,"1,359     ","1,070     ",256       ,2.89,-0.0159,64.05,0.0,
230,2021-01-05,ZC102P720,2.3,0.9,1.0,0.1,0.1,0.3,-2.2,-2.0,"1,905     ","1,464     ",624       ,7.02,-0.0302,58.87,0.0,
231,2021-01-05,ZC102P730,4.5,2.1,2.1,0.2,0.2,0.6,-4.3,-3.9,"1,795     ",764       ,48        ,15.05,-0.0648,55.32,0.0,
232,2021-01-05,ZC102P740,8.2,3.8,4.7,0.2,0.3,1.5,-7.9,-6.7,"2,293     ",778       ,13        ,43.43,-0.1391,53.25,0.0,
233,2021-01-05,ZC102P750,13.7,8.5,8.7,0.9,1.0,3.5,-12.7,-10.2,"1,477     ",626       ,188       ,51.72,-0.2688,52.21,0.0,
234,2021-01-05,ZC102P760,20.8,15.0,15.0,2.3,2.3,7.1,-18.5,-13.7,"1,586     ",642       ,257       ,105.19,-0.4483,51.81,0.0,
235,2021-01-05,ZC102P770,29.0,20.1,20.1,6.2,6.2,12.6,-22.8,-16.4,"1,122     ",217       ,14        ,139.04,-0.6379,51.8,0.0,
236,2021-01-05,ZC102P780,38.1,26.8,27.7,12.8,12.8,20.0,-25.3,-18.1,786       ,139       ,44        ,150.46,-0.7955,52.03,0.0,
237,2021-01-05,ZC102P790,47.6,23.5,23.5,23.5,23.5,28.6,-24.1,-19.0,8         ,63        ,-4        ,1.88,-0.9003,52.4,0.0,
238,2021-01-05,ZC102P800,57.3,33.3,33.3,30.7,30.7,38.0,-26.6,-19.3,3         ,5         ,0         ,1.02,-0.9582,52.87,0.0,
239,2021-01-05,ZC102P810,67.1,50.7,50.7,50.7,50.7,47.7,-16.4,-19.4,10        ,44        ,10        ,5.07,-0.9848,53.4,0.0,
240,2021-01-05,ZC103C500,194.9,0.0,0.0,0.0,0.0,211.6,16.7,16.7,0         ,0         ,0         ,0.0,0.9997,47.15,0.0,
241,2021-01-05,ZC103C510,184.9,0.0,0.0,0.0,0.0,201.6,16.7,16.7,0         ,0         ,0         ,0.0,0.9987,46.11,0.0,
242,2021-01-05,ZC103C520,175.0,0.0,0.0,0.0,0.0,191.6,16.6,16.6,0         ,0         ,0         ,0.0,0.9969,45.09,0.0,
243,2021-01-05,ZC103C530,165.1,0.0,0.0,0.0,0.0,181.7,16.6,16.6,0         ,22        ,0         ,0.0,0.9948,44.07,0.0,
244,2021-01-05,ZC103C540,155.2,0.0,0.0,0.0,0.0,171.7,16.5,16.5,0         ,39        ,0         ,0.0,0.9921,43.07,0.0,
245,2021-01-05,ZC103C550,145.4,0.0,0.0,0.0,0.0,161.8,16.4,16.4,0         ,50        ,0         ,0.0,0.9888,42.08,0.0,
246,2021-01-05,ZC103C560,135.6,0.0,0.0,0.0,0.0,151.9,16.3,16.3,0         ,53        ,0         ,0.0,0.9845,41.11,0.0,
247,2021-01-05,ZC103C570,125.9,0.0,0.0,0.0,0.0,142.1,16.2,16.2,0         ,134       ,0         ,0.0,0.9792,40.16,0.0,
248,2021-01-05,ZC103C580,116.2,0.0,0.0,0.0,0.0,132.3,16.1,16.1,0         ,88        ,0         ,0.0,0.9723,39.23,0.0,
249,2021-01-05,ZC103C590,106.7,0.0,0.0,0.0,0.0,122.6,15.9,15.9,0         ,72        ,0         ,0.0,0.9635,38.33,0.0,
250,2021-01-05,ZC103C600,97.2,0.0,0.0,0.0,0.0,112.9,15.7,15.7,0         ,251       ,-1        ,0.0,0.9529,37.46,1.0,
251,2021-01-05,ZC103C610,88.0,0.0,0.0,0.0,0.0,103.5,15.5,15.5,0         ,138       ,0         ,0.0,0.9383,36.64,0.0,
252,2021-01-05,ZC103C620,79.0,100.0,100.0,100.0,100.0,94.1,21.0,15.1,2         ,291       ,0         ,2.0,0.9211,35.86,0.0,
253,2021-01-05,ZC103C630,70.2,0.0,0.0,0.0,0.0,84.9,14.7,14.7,0         ,205       ,0         ,0.0,0.8993,35.14,0.0,
254,2021-01-05,ZC103C640,61.8,74.5,74.5,74.5,74.5,76.0,12.7,14.2,20        ,231       ,-20       ,14.9,0.8717,34.49,0.0,
255,2021-01-05,ZC103C650,53.9,65.8,71.0,65.8,71.0,67.5,17.1,13.6,43        ,199       ,3         ,29.25,0.8391,33.92,0.0,
256,2021-01-05,ZC103C660,46.5,54.5,66.8,54.5,66.8,59.2,20.3,12.7,58        ,219       ,-7        ,36.71,0.8008,33.44,0.0,
257,2021-01-05,ZC103C670,39.6,46.1,58.1,46.1,57.1,51.5,17.5,11.9,111       ,128       ,-38       ,58.78,0.7546,33.06,0.0,
258,2021-01-05,ZC103C680,33.5,40.1,51.8,40.1,48.8,44.4,15.3,10.9,84        ,196       ,0         ,40.36,0.7031,32.8,0.0,
259,2021-01-05,ZC103C690,28.2,33.7,44.9,33.4,44.9,37.9,16.7,9.7,67        ,177       ,-15       ,26.28,0.6471,32.65,0.0,
260,2021-01-05,ZC103C700,23.5,28.2,37.5,27.8,37.5,32.0,14.0,8.5,179       ,546       ,-16       ,58.34,0.5878,32.62,0.0,
261,2021-01-05,ZC103C710,19.5,23.6,32.4,23.6,31.8,26.9,12.3,7.4,184       ,207       ,-22       ,50.79,0.5269,32.72,0.0,
262,2021-01-05,ZC103C720,16.2,20.0,30.0,19.3,30.0,22.5,13.8,6.3,251       ,263       ,-7        ,60.5,0.467,32.94,0.0,
263,2021-01-05,ZC103C730,13.6,16.0,23.2,16.0,22.8,18.8,9.2,5.2,209       ,240       ,-30       ,39.86,0.4099,33.27,0.0,
264,2021-01-05,ZC103C740,11.4,13.2,19.5,13.2,19.4,15.5,8.0,4.1,223       ,320       ,28        ,37.06,0.3563,33.69,0.0,
265,2021-01-05,ZC103C750,9.6,11.0,16.4,10.7,16.4,13.0,6.8,3.4,329       ,548       ,105       ,44.33,0.3087,34.21,0.0,
266,2021-01-05,ZC103C760,8.1,9.0,13.7,9.0,13.4,10.8,5.3,2.7,273       ,421       ,61        ,31.5,0.2663,34.79,0.0,
267,2021-01-05,ZC103C770,6.9,7.3,11.5,7.3,11.3,9.0,4.4,2.1,507       ,652       ,-43       ,47.84,0.2282,35.43,0.0,
268,2021-01-05,ZC103C780,5.9,5.5,10.0,5.5,9.9,7.6,4.0,1.7,"1,369     ","1,146     ",195       ,111.19,0.1971,36.12,0.0,
269,2021-01-05,ZC103P500,0.2,0.3,0.4,0.3,0.4,0.1,0.2,-0.1,41        ,530       ,4         ,0.13,-0.0031,47.15,0.0,
270,2021-01-05,ZC103P510,0.3,0.0,0.0,0.0,0.0,0.1,-0.2,-0.2,0         ,271       ,0         ,0.0,-0.0041,46.11,0.0,
271,2021-01-05,ZC103P520,0.4,0.0,0.0,0.0,0.0,0.2,-0.2,-0.2,0         ,318       ,0         ,0.0,-0.0055,45.09,0.0,
272,2021-01-05,ZC103P530,0.5,0.0,0.0,0.0,0.0,0.2,-0.3,-0.3,0         ,264       ,0         ,0.0,-0.0071,44.07,0.0,
273,2021-01-05,ZC103P540,0.6,0.0,0.0,0.0,0.0,0.3,-0.3,-0.3,0         ,455       ,0         ,0.0,-0.0095,43.07,0.0,
274,2021-01-05,ZC103P550,0.8,0.6,0.7,0.5,0.5,0.4,-0.3,-0.4,17        ,332       ,2         ,0.1,-0.0124,42.08,0.0,
275,2021-01-05,ZC103P560,1.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,0         ,259       ,0         ,0.0,-0.0164,41.11,0.0,
276,2021-01-05,ZC103P570,1.3,0.9,1.0,0.6,0.7,0.7,-0.6,-0.6,119       ,287       ,46        ,0.94,-0.0214,40.16,0.0,
277,2021-01-05,ZC103P580,1.6,1.5,1.5,0.9,0.9,0.9,-0.7,-0.7,79        ,669       ,52        ,0.93,-0.0279,39.23,0.0,
278,2021-01-05,ZC103P590,2.1,1.6,1.9,1.1,1.2,1.2,-0.9,-0.9,495       ,819       ,282       ,7.68,-0.0364,38.33,0.0,
279,2021-01-05,ZC103P600,2.6,2.8,2.8,1.4,1.7,1.5,-0.9,-1.1,675       ,"1,781     ",456       ,13.46,-0.0467,37.46,0.0,
280,2021-01-05,ZC103P610,3.4,2.8,2.9,1.7,1.9,2.0,-1.5,-1.4,397       ,496       ,131       ,9.0,-0.061,36.64,0.0,
281,2021-01-05,ZC103P620,4.4,3.1,3.4,2.1,2.1,2.7,-2.3,-1.7,152       ,446       ,74        ,3.9,-0.078,35.86,0.0,
282,2021-01-05,ZC103P630,5.5,4.3,4.3,2.8,2.9,3.5,-2.6,-2.0,234       ,473       ,35        ,8.13,-0.0995,35.14,0.0,
283,2021-01-05,ZC103P640,7.2,5.5,5.6,3.4,3.5,4.6,-3.7,-2.6,525       ,616       ,113       ,24.15,-0.1269,34.49,0.0,
284,2021-01-05,ZC103P650,9.2,6.9,7.2,4.3,4.8,6.0,-4.4,-3.2,746       ,651       ,234       ,42.13,-0.1592,33.92,0.0,
285,2021-01-05,ZC103P660,11.7,9.1,9.1,5.7,6.2,7.7,-5.5,-4.0,643       ,490       ,211       ,44.88,-0.1973,33.44,0.0,
286,2021-01-05,ZC103P670,14.8,11.4,11.4,7.6,8.1,10.0,-6.7,-4.8,578       ,352       ,-11       ,53.06,-0.2433,33.06,0.0,
287,2021-01-05,ZC103P680,18.7,15.0,15.0,9.9,10.0,12.9,-8.7,-5.8,685       ,432       ,-1        ,81.72,-0.2947,32.8,0.0,
288,2021-01-05,ZC103P690,23.4,18.1,18.4,12.8,12.9,16.4,-10.5,-7.0,468       ,385       ,111       ,67.48,-0.3507,32.65,0.0,
289,2021-01-05,ZC103P700,28.7,23.2,23.2,16.5,17.0,20.4,-11.7,-8.3,941       ,542       ,316       ,167.39,-0.4099,32.62,0.0,
290,2021-01-05,ZC103P710,34.7,28.7,28.7,20.8,20.8,25.3,-13.9,-9.4,383       ,247       ,104       ,87.21,-0.4708,32.72,0.0,
291,2021-01-05,ZC103P720,41.4,35.1,35.1,25.8,26.0,30.9,-15.4,-10.5,236       ,232       ,118       ,67.71,-0.5306,32.94,0.0,
292,2021-01-05,ZC103P730,48.7,40.6,40.6,31.0,31.0,37.1,-17.7,-11.6,221       ,202       ,98        ,76.38,-0.5878,33.27,0.0,
293,2021-01-05,ZC103P740,56.4,40.4,40.4,37.6,37.6,43.8,-18.8,-12.6,27        ,175       ,8         ,10.71,-0.6415,33.69,0.0,
294,2021-01-05,ZC103P750,64.7,52.1,52.1,46.2,46.2,51.3,-18.5,-13.4,23        ,88        ,0         ,10.98,-0.6891,34.21,0.0,
295,2021-01-05,ZC103P760,73.2,53.3,53.3,53.3,53.3,59.1,-19.9,-14.1,3         ,71        ,0         ,1.6,-0.7317,34.79,0.0,
296,2021-01-05,ZC103P770,81.9,0.0,0.0,0.0,0.0,67.3,-14.6,-14.6,0         ,10        ,0         ,0.0,-0.77,35.43,0.0,
297,2021-01-05,ZC103P780,90.9,0.0,0.0,0.0,0.0,75.9,-15.0,-15.0,0         ,4         ,0         ,0.0,-0.8012,36.12,0.0,
298,2021-01-05,ZC105C500,169.4,0.0,0.0,0.0,0.0,182.4,13.0,13.0,0         ,4         ,0         ,0.0,0.9645,36.57,0.0,
299,2021-01-05,ZC105C510,159.7,0.0,0.0,0.0,0.0,172.8,13.1,13.1,0         ,0         ,0         ,0.0,0.9573,35.9,0.0,
300,2021-01-05,ZC105C520,150.2,0.0,0.0,0.0,0.0,163.3,13.1,13.1,0         ,0         ,0         ,0.0,0.9479,35.26,0.0,
301,2021-01-05,ZC105C530,140.8,0.0,0.0,0.0,0.0,153.8,13.0,13.0,0         ,3         ,0         ,0.0,0.9378,34.65,0.0,
302,2021-01-05,ZC105C540,131.6,0.0,0.0,0.0,0.0,144.5,12.9,12.9,0         ,3         ,0         ,0.0,0.926,34.06,0.0,
303,2021-01-05,ZC105C550,122.6,0.0,0.0,0.0,0.0,135.3,12.7,12.7,0         ,17        ,0         ,0.0,0.912,33.5,0.0,
304,2021-01-05,ZC105C560,113.7,0.0,0.0,0.0,0.0,126.2,12.5,12.5,0         ,80        ,0         ,0.0,0.8972,32.97,0.0,
305,2021-01-05,ZC105C570,105.2,0.0,0.0,0.0,0.0,117.5,12.3,12.3,0         ,23        ,0         ,0.0,0.8785,32.48,0.0,
306,2021-01-05,ZC105C580,96.9,0.0,0.0,0.0,0.0,108.7,11.8,11.8,0         ,53        ,0         ,0.0,0.8592,32.02,0.0,
307,2021-01-05,ZC105C590,88.9,0.0,0.0,0.0,0.0,100.4,11.5,11.5,0         ,88        ,0         ,0.0,0.8355,31.61,0.0,
308,2021-01-05,ZC105C600,81.3,91.3,91.3,90.8,90.8,92.2,9.5,10.9,2         ,47        ,-2        ,1.82,0.8109,31.23,0.0,
309,2021-01-05,ZC105C610,73.9,92.0,92.0,85.3,90.4,84.5,16.5,10.6,3         ,136       ,0         ,2.68,0.7821,30.91,0.0,
310,2021-01-05,ZC105C620,67.1,0.0,0.0,0.0,0.0,76.9,9.8,9.8,0         ,141       ,0         ,0.0,0.7521,30.63,0.0,
311,2021-01-05,ZC105C630,60.4,69.1,72.9,64.6,72.9,70.0,12.5,9.6,70        ,167       ,-10       ,47.88,0.7185,30.4,0.0,
312,2021-01-05,ZC105C640,54.4,65.2,65.2,60.2,61.6,63.2,7.2,8.8,60        ,236       ,-20       ,37.18,0.6839,30.22,0.0,
313,2021-01-05,ZC105C650,48.5,50.4,60.6,50.4,59.1,57.0,10.6,8.5,55        ,357       ,-12       ,31.13,0.6466,30.09,0.0,
314,2021-01-05,ZC105C660,43.4,49.7,55.5,46.0,55.5,51.1,12.1,7.7,104       ,277       ,14        ,52.96,0.6087,30.02,0.0,
315,2021-01-05,ZC105C670,38.5,40.0,48.1,36.1,48.0,45.9,9.5,7.4,94        ,417       ,9         ,40.62,0.5698,29.99,0.0,
316,2021-01-05,ZC105C680,34.5,36.6,47.0,36.6,47.0,40.9,12.5,6.4,193       ,419       ,-21       ,79.34,0.5308,30.01,0.0,
317,2021-01-05,ZC105C690,30.5,36.0,41.0,33.0,41.0,36.6,10.5,6.1,589       ,311       ,-85       ,218.9,0.4924,30.08,0.0,
318,2021-01-05,ZC105C700,27.3,30.9,36.0,28.7,35.8,32.5,8.5,5.2,546       ,498       ,-25       ,174.36,0.4545,30.2,0.0,
319,2021-01-05,ZC105C710,24.2,25.4,32.3,25.4,31.9,29.0,7.7,4.8,69        ,496       ,-2        ,19.69,0.4187,30.36,0.0,
320,2021-01-05,ZC105C720,21.6,22.8,29.0,22.8,29.0,25.8,7.4,4.2,195       ,602       ,-29       ,50.01,0.3839,30.55,0.0,
321,2021-01-05,ZC105C730,19.1,20.4,25.5,20.3,24.1,23.0,5.0,3.9,335       ,295       ,-113      ,79.06,0.3516,30.78,0.0,
322,2021-01-05,ZC105C740,17.0,17.5,23.0,17.5,23.0,20.5,6.0,3.5,499       ,"1,310     ",-14       ,102.12,0.3214,31.04,0.0,
323,2021-01-05,ZC105C750,15.1,16.3,20.1,16.0,20.1,18.2,5.0,3.1,222       ,308       ,-2        ,39.88,0.2926,31.32,0.0,
324,2021-01-05,ZC105C760,13.2,14.8,17.6,13.8,17.0,16.3,3.8,3.1,149       ,653       ,41        ,24.89,0.2675,31.63,0.0,
325,2021-01-05,ZC105C770,11.9,13.0,15.3,13.0,14.8,14.5,2.9,2.6,99        ,363       ,33        ,13.95,0.2432,31.96,0.0,
326,2021-01-05,ZC105C780,10.5,12.0,14.6,10.9,14.6,13.0,4.1,2.5,228       ,"1,144     ",83        ,29.34,0.2217,32.31,0.0,
327,2021-01-05,ZC105P500,1.0,2.4,3.1,2.2,3.0,2.0,2.0,1.0,146       ,"1,696     ",23        ,3.89,-0.0366,36.57,0.0,
328,2021-01-05,ZC105P510,1.4,0.0,0.0,0.0,0.0,2.3,0.9,0.9,0         ,129       ,0         ,0.0,-0.0431,35.9,0.0,
329,2021-01-05,ZC105P520,1.9,2.9,2.9,2.9,2.9,2.8,1.0,0.9,3         ,136       ,0         ,0.09,-0.0517,35.26,0.0,
330,2021-01-05,ZC105P530,2.5,4.1,4.2,4.1,4.2,3.4,1.7,0.9,11        ,307       ,11        ,0.45,-0.0612,34.65,0.0,
331,2021-01-05,ZC105P540,3.2,4.5,4.7,4.1,4.1,4.0,0.9,0.8,8         ,300       ,0         ,0.34,-0.0722,34.06,0.0,
332,2021-01-05,ZC105P550,4.2,5.0,5.6,4.5,5.2,4.8,1.0,0.6,154       ,"1,629     ",55        ,7.88,-0.0856,33.5,0.0,
333,2021-01-05,ZC105P560,5.3,5.8,6.3,5.6,6.0,5.7,0.7,0.4,123       ,638       ,33        ,7.18,-0.0999,32.97,0.0,
334,2021-01-05,ZC105P570,6.8,6.8,7.4,6.4,6.9,6.9,0.1,0.1,257       ,909       ,-9        ,17.84,-0.1179,32.48,0.0,
335,2021-01-05,ZC105P580,8.5,8.2,8.9,7.7,8.4,8.1,-0.1,-0.4,184       ,731       ,-4        ,15.65,-0.1367,32.02,0.0,
336,2021-01-05,ZC105P590,10.4,10.0,10.8,9.3,10.0,9.8,-0.4,-0.6,427       ,782       ,101       ,42.6,-0.1598,31.61,0.0,
337,2021-01-05,ZC105P600,12.7,12.5,13.4,11.4,11.6,11.5,-1.1,-1.2,"1,186     ","5,570     ",446       ,144.87,-0.184,31.23,0.0,
338,2021-01-05,ZC105P610,15.3,14.5,14.5,12.9,13.2,13.8,-2.1,-1.5,89        ,"1,000     ",13        ,12.16,-0.2123,30.91,0.0,
339,2021-01-05,ZC105P620,18.4,16.6,17.0,15.5,16.0,16.1,-2.4,-2.3,130       ,763       ,45        ,21.05,-0.242,30.63,0.0,
340,2021-01-05,ZC105P630,21.6,19.3,20.9,18.1,18.1,19.1,-3.5,-2.5,127       ,684       ,-29       ,23.84,-0.2752,30.4,0.0,
341,2021-01-05,ZC105P640,25.6,24.4,25.5,21.4,21.9,22.2,-3.7,-3.4,189       ,"1,173     ",67        ,43.32,-0.3097,30.22,0.0,
