,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,date
1176,al2111                        ,56611,49670,997,10149.2695,3,0.353579,2021-10-13
1177,al2112                        ,11437,12471,808,3936.558,0,0.329786,2021-10-13
1178,al2201                        ,254,1319,76,73.9505,0,0.309016,2021-10-13
1179,al2202                        ,62,157,1,11.649,0,0.28441,2021-10-13
1180,小计,68364,63617,1882,14171.427,3,,2021-10-13
1181,al2111                        ,44557,50563,893,6505.8045,0,0.354661,2021-10-14
1182,al2112                        ,9341,13042,571,3125.045,0,0.30947,2021-10-14
1183,al2201                        ,375,1384,65,126.6435,0,0.299421,2021-10-14
1184,al2202                        ,15,162,5,1.574,0,0.273002,2021-10-14
1185,小计,54288,65151,1534,9759.067,0,,2021-10-14
1186,al2111                        ,45943,50780,217,7342.0705,2,0.381098,2021-10-15
1187,al2112                        ,8230,13206,164,2799.903,0,0.335637,2021-10-15
1188,al2201                        ,218,1436,52,71.0745,0,0.318153,2021-10-15
1189,al2202                        ,186,313,151,41.3015,0,0.289789,2021-10-15
1190,小计,54577,65735,584,10254.3495,2,,2021-10-15
1191,al2111                        ,55221,51610,830,9322.6025,2,0.432819,2021-10-18
1192,al2112                        ,12800,14726,1520,4509.412,0,0.358272,2021-10-18
1193,al2201                        ,673,1642,206,234.535,0,0.313769,2021-10-18
1194,al2202                        ,111,358,45,58.369,0,0.301611,2021-10-18
1195,小计,68805,68336,2601,14124.9185,2,,2021-10-18
1196,al2111                        ,33972,50335,-1275,4500.3145,208,0.401972,2021-10-19
1197,al2112                        ,6280,15286,560,2264.625,0,0.363934,2021-10-19
1198,al2201                        ,4108,3140,1498,1981.6375,0,0.325969,2021-10-19
1199,al2202                        ,195,464,106,110.961,0,0.308422,2021-10-19
1200,小计,44555,69225,889,8857.538,208,,2021-10-19
1201,al2111                        ,53643,49281,-1054,6179.4265,0,0.365295,2021-10-20
1202,al2112                        ,21652,22714,7428,6179.417,0,0.321168,2021-10-20
1203,al2201                        ,5042,4227,1087,2019.38,0,0.30507,2021-10-20
1204,al2202                        ,35,482,18,6.643,0,0.318506,2021-10-20
1205,小计,80372,76704,7479,14384.8665,0,,2021-10-20
1206,al2111                        ,42036,49733,452,4640.7805,7,0.324012,2021-10-21
1207,al2112                        ,14066,23871,1157,3622.838,0,0.306274,2021-10-21
1208,al2201                        ,3006,5008,781,1084.227,0,0.29532,2021-10-21
1209,al2202                        ,297,484,2,74.393,0,0.289623,2021-10-21
1210,小计,59405,79096,2392,9422.2385,7,,2021-10-21
1211,al2111                        ,58761,45324,-4409,9788.3675,2037,0.309704,2021-10-22
1212,al2112                        ,27997,29226,5355,7431.958,1,0.295902,2021-10-22
1213,al2201                        ,4508,5772,764,1531.2755,0,0.29293,2021-10-22
1214,al2202                        ,130,532,48,20.849,0,0.272621,2021-10-22
1215,小计,91396,80854,1758,18772.45,2038,,2021-10-22
1216,al2111                        ,53426,0,-45324,5028.5545,10538,0.475444,2021-10-25
1217,al2112                        ,25550,31158,1932,6188.7245,0,0.319139,2021-10-25
1218,al2201                        ,4611,6960,1188,1402.9005,0,0.304847,2021-10-25
1219,al2202                        ,179,652,120,31.5745,0,0.289448,2021-10-25
1220,小计,83766,38770,-42084,12651.754,10538,,2021-10-25
1221,al2112                        ,32453,35934,4776,7067.251,0,0.320408,2021-10-26
1222,al2201                        ,5472,6746,-214,2296.5505,0,0.302219,2021-10-26
1223,al2202                        ,47,698,46,11.134,0,0.30809,2021-10-26
1224,小计,37972,43378,4608,9374.9355,0,,2021-10-26
1225,al2112                        ,35520,38462,2528,8325.5205,5,0.328207,2021-10-27
1226,al2201                        ,4321,8028,1282,1818.252,0,0.313812,2021-10-27
1227,al2202                        ,69,736,38,44.5655,0,0.314567,2021-10-27
1228,al2203                        ,98,86,86,38.7075,0,0.280355,2021-10-27
1229,小计,40008,47312,3934,10227.0455,5,,2021-10-27
1230,al2112                        ,34731,39196,734,10206.72,94,0.391286,2021-10-28
1231,al2201                        ,7214,9258,1230,3600.921,1,0.368723,2021-10-28
1232,al2202                        ,197,786,50,58.584,0,0.357372,2021-10-28
1233,al2203                        ,43,91,5,16.2645,0,0.32318,2021-10-28
1234,小计,42185,49331,2019,13882.4895,95,,2021-10-28
1235,al2112                        ,28449,43142,3946,5928.8155,0,0.401012,2021-10-29
1236,al2201                        ,6608,9948,690,2845.378,0,0.353537,2021-10-29
1237,al2202                        ,84,832,46,35.8885,0,0.346007,2021-10-29
1238,al2203                        ,36,100,9,15.1715,0,0.310494,2021-10-29
1239,小计,35177,54022,4691,8825.2535,0,,2021-10-29
1240,al2112                        ,21346,44149,1007,4929.5055,11,0.418797,2021-11-01
1241,al2201                        ,2748,10161,213,1102.7865,0,0.358901,2021-11-01
1242,al2202                        ,85,894,62,60.7205,0,0.308519,2021-11-01
1243,al2203                        ,8,99,-1,2.403,0,0.323711,2021-11-01
1244,小计,24187,55303,1281,6095.4155,11,,2021-11-01
1245,al2112                        ,17669,45585,1436,3394.566,3,0.389682,2021-11-02
1246,al2201                        ,5532,11327,1166,2071.1785,0,0.346735,2021-11-02
1247,al2202                        ,102,925,31,35.0415,0,0.315501,2021-11-02
1248,al2203                        ,37,106,7,12.873,0,0.31713,2021-11-02
1249,al2204                        ,16,12,12,5.5975,0,0.313387,2021-11-02
1250,小计,23356,57955,2652,5519.2565,3,,2021-11-02
1251,al2112                        ,18760,46749,1164,3203.1575,8,0.359796,2021-11-03
1252,al2201                        ,6815,13693,2366,2109.259,0,0.321384,2021-11-03
1253,al2202                        ,129,936,11,69.775,0,0.327706,2021-11-03
1254,al2203                        ,63,123,17,26.878,0,0.299194,2021-11-03
1255,al2204                        ,9,14,2,2.5865,0,0.307063,2021-11-03
1256,小计,25776,61515,3560,5411.656,8,,2021-11-03
1257,al2112                        ,23658,48044,1295,3597.5125,68,0.347569,2021-11-04
1258,al2201                        ,4054,14264,571,1022.1675,0,0.306105,2021-11-04
1259,al2202                        ,251,938,2,84.4885,0,0.299152,2021-11-04
1260,al2203                        ,60,151,28,10.3675,0,0.289857,2021-11-04
1261,al2204                        ,46,43,29,11.905,0,0.291564,2021-11-04
1262,小计,28069,63440,1925,4726.441,68,,2021-11-04
1263,al2112                        ,41341,50633,2589,7173.851,281,0.368679,2021-11-05
1264,al2201                        ,9295,14154,-110,3380.231,0,0.304795,2021-11-05
1265,al2202                        ,102,954,16,39.869,0,0.311019,2021-11-05
1266,al2203                        ,28,169,18,11.309,0,0.279459,2021-11-05
1267,al2204                        ,50,88,45,23.728,0,0.289965,2021-11-05
1268,小计,50816,65998,2558,10628.988,281,,2021-11-05
1269,al2112                        ,22825,50773,140,3572.954,1330,0.370079,2021-11-08
1270,al2201                        ,6315,14219,65,2061.502,44,0.322264,2021-11-08
1271,al2202                        ,74,959,5,17.4885,0,0.311426,2021-11-08
1272,al2203                        ,43,188,19,5.524,0,0.310453,2021-11-08
1273,al2204                        ,15,98,10,5.6475,0,0.298222,2021-11-08
1274,al2205                        ,46,30,30,18.319,0,0.293758,2021-11-08
1275,小计,29318,66267,269,5681.435,1374,,2021-11-08
1276,al2112                        ,16528,50204,-569,1929.4925,564,0.349334,2021-11-09
1277,al2201                        ,3491,14700,481,893.472,0,0.302197,2021-11-09
1278,al2202                        ,790,1513,554,167.628,0,0.334544,2021-11-09
1279,al2203                        ,33,185,-3,6.6555,0,0.29114,2021-11-09
1280,al2204                        ,11,106,8,3.2515,0,0.294001,2021-11-09
1281,al2205                        ,18,39,9,5.785,0,0.29498,2021-11-09
1282,小计,20871,66747,480,3006.2845,564,,2021-11-09
1283,al2112                        ,20512,50267,63,2621.189,241,0.343353,2021-11-10
1284,al2201                        ,4954,15204,504,1218.8695,0,0.301295,2021-11-10
1285,al2202                        ,503,1873,360,110.616,0,0.32176,2021-11-10
1286,al2203                        ,21,200,15,3.931,0,0.285429,2021-11-10
1287,al2204                        ,25,105,-1,6.2965,0,0.287654,2021-11-10
1288,al2205                        ,9,44,5,2.673,0,0.28369,2021-11-10
1289,小计,26024,67693,946,3963.575,241,,2021-11-10
1290,al2112                        ,22596,50532,265,2641.3015,284,0.31862,2021-11-11
1291,al2201                        ,11336,16365,1161,3317.9565,0,0.267957,2021-11-11
1292,al2202                        ,354,1999,126,64.677,0,0.291076,2021-11-11
1293,al2203                        ,132,203,3,21.5845,0,0.27151,2021-11-11
1294,al2204                        ,175,170,65,50.7115,0,0.27655,2021-11-11
1295,al2205                        ,96,79,35,27.0385,0,0.279082,2021-11-11
1296,小计,34689,69348,1655,6123.2695,284,,2021-11-11
1297,al2112                        ,17903,50731,199,1937.2495,0,0.312317,2021-11-12
1298,al2201                        ,3649,16583,218,930.957,0,0.274567,2021-11-12
1299,al2202                        ,101,1982,-17,18.488,0,0.291656,2021-11-12
1300,al2203                        ,11,195,-8,0.8545,0,0.260721,2021-11-12
1301,al2204                        ,29,171,1,6.0185,0,0.279993,2021-11-12
1302,al2205                        ,20,73,-6,4.168,0,0.273365,2021-11-12
1303,小计,21713,69735,387,2897.7355,0,,2021-11-12
1304,al2112                        ,24513,51931,1200,2633.0865,0,0.341078,2021-11-15
1305,al2201                        ,5446,17561,978,1275.63,0,0.296249,2021-11-15
1306,al2202                        ,40,2001,19,8.8305,0,0.285333,2021-11-15
1307,al2203                        ,3,193,-2,0.337,0,0.258607,2021-11-15
1308,al2204                        ,8,176,5,1.496,0,0.288762,2021-11-15
1309,al2205                        ,4,73,0,1.0505,0,0.277107,2021-11-15
1310,小计,30014,71935,2200,3920.4305,0,,2021-11-15
1311,al2112                        ,31130,52544,613,3483.935,408,0.32269,2021-11-16
1312,al2201                        ,6391,18531,970,1557.1535,0,0.289531,2021-11-16
1313,al2202                        ,2358,3150,1149,805.9965,0,0.273639,2021-11-16
1314,al2203                        ,25,187,-6,2.338,0,0.275286,2021-11-16
1315,al2204                        ,5,181,5,0.75,0,0.276461,2021-11-16
1316,al2205                        ,1,74,1,0.187,0,0.249798,2021-11-16
1317,小计,39910,74667,2732,5850.36,408,,2021-11-16
1318,al2112                        ,27447,51821,-723,3088.4745,834,0.332347,2021-11-17
1319,al2201                        ,5955,19451,920,1405.045,0,0.298386,2021-11-17
1320,al2202                        ,760,3302,152,257.3085,0,0.293143,2021-11-17
1321,al2203                        ,0,187,0,0.0,0,0.293143,2021-11-17
1322,al2204                        ,5,178,-3,1.8565,0,0.284644,2021-11-17
1323,al2205                        ,0,74,0,0.0,0,0.284644,2021-11-17
1324,小计,34167,75013,346,4752.6845,834,,2021-11-17
1325,al2112                        ,29988,53085,1264,2611.5045,568,0.319723,2021-11-18
1326,al2201                        ,9241,22749,3298,2294.473,0,0.279951,2021-11-18
1327,al2202                        ,1025,3601,299,304.012,0,0.286846,2021-11-18
1328,al2203                        ,17,189,2,1.4025,0,0.274361,2021-11-18
1329,al2204                        ,12,172,-6,1.622,0,0.270659,2021-11-18
1330,al2205                        ,6,79,5,1.26,0,0.260233,2021-11-18
1331,小计,40289,79875,4862,5214.274,568,,2021-11-18
1332,al2112                        ,47336,51105,-1980,3529.494,1,0.314388,2021-11-19
1333,al2201                        ,12959,24989,2240,2682.5785,0,0.270572,2021-11-19
1334,al2202                        ,1834,4081,480,554.0695,0,0.260867,2021-11-19
1335,al2203                        ,22,195,6,1.715,0,0.260429,2021-11-19
1336,al2204                        ,14,178,6,2.15,0,0.258616,2021-11-19
1337,al2205                        ,6,82,3,1.0555,0,0.251982,2021-11-19
1338,小计,62171,80630,755,6771.0625,1,,2021-11-19
1339,al2112                        ,23916,50692,-413,1306.6485,378,0.359997,2021-11-22
1340,al2201                        ,8603,25976,987,1518.55,0,0.277363,2021-11-22
1341,al2202                        ,2569,4661,580,793.799,0,0.262865,2021-11-22
1342,al2203                        ,38,189,-6,2.8235,0,0.2682,2021-11-22
1343,al2204                        ,4,180,2,0.457,0,0.264015,2021-11-22
1344,al2205                        ,23,105,23,11.0535,0,0.255233,2021-11-22
1345,小计,35153,81803,1173,3633.3315,378,,2021-11-22
1346,al2112                        ,36584,50197,-495,1503.7665,123,0.358385,2021-11-23
1347,al2201                        ,7277,25949,-27,1187.6575,0,0.269585,2021-11-23
1348,al2202                        ,1147,4164,-497,308.399,0,0.261275,2021-11-23
1349,al2203                        ,27,197,8,3.189,0,0.261098,2021-11-23
1350,al2204                        ,80,239,59,11.6675,0,0.270361,2021-11-23
1351,al2205                        ,35,120,15,9.917,0,0.255771,2021-11-23
1352,小计,45150,80866,-937,3024.5965,123,,2021-11-23
1353,al2112                        ,23771,0,-50197,727.5335,13274,0.239171,2021-11-24
1354,al2201                        ,7776,26895,946,1341.63,0,0.260292,2021-11-24
1355,al2202                        ,1264,4588,424,256.544,0,0.268284,2021-11-24
1356,al2203                        ,66,225,28,10.2385,0,0.247386,2021-11-24
1357,al2204                        ,29,255,16,4.885,0,0.254196,2021-11-24
1358,al2205                        ,4,123,3,0.791,0,0.244353,2021-11-24
1359,小计,32910,32086,-48780,2341.622,13274,,2021-11-24
1360,al2201                        ,16555,29719,2824,2572.3165,3,0.258403,2021-11-25
1361,al2202                        ,1841,5141,553,444.8605,0,0.25785,2021-11-25
1362,al2203                        ,72,282,57,12.647,0,0.259077,2021-11-25
1363,al2204                        ,37,252,-3,7.6065,0,0.260776,2021-11-25
1364,al2205                        ,39,136,13,12.887,0,0.247447,2021-11-25
1365,小计,18544,35530,3444,3050.3175,3,,2021-11-25
1366,al2201                        ,14704,29906,187,1958.6875,171,0.250741,2021-11-26
1367,al2202                        ,2025,5105,-36,453.084,0,0.256716,2021-11-26
1368,al2203                        ,21,290,8,1.8305,0,0.258004,2021-11-26
1369,al2204                        ,26,267,15,4.831,0,0.232632,2021-11-26
1370,al2205                        ,3,137,1,0.6085,0,0.225901,2021-11-26
1371,小计,16779,35705,175,2419.0415,171,,2021-11-26
1372,al2201                        ,17120,30924,1018,2720.122,30,0.269086,2021-11-29
1373,al2202                        ,1923,5404,299,373.3095,0,0.277132,2021-11-29
1374,al2203                        ,14,298,8,1.82,0,0.266159,2021-11-29
1375,al2204                        ,29,279,12,3.6585,0,0.266322,2021-11-29
1376,al2205                        ,5,140,3,0.697,0,0.249163,2021-11-29
1377,小计,19091,37045,1340,3099.607,30,,2021-11-29
1378,al2201                        ,15952,30791,-133,2316.406,0,0.26629,2021-11-30
1379,al2202                        ,2447,5571,167,553.843,0,0.257619,2021-11-30
1380,al2203                        ,3,301,3,1.1265,0,0.252668,2021-11-30
1381,al2204                        ,15,274,-5,1.883,0,0.244888,2021-11-30
1382,al2205                        ,2,138,-2,0.326,0,0.24145,2021-11-30
1383,小计,18419,37075,30,2873.5845,0,,2021-11-30
1384,al2201                        ,16362,31377,586,1896.971,0,0.262149,2021-12-01
1385,al2202                        ,1381,5783,212,333.8025,0,0.261041,2021-12-01
1386,al2203                        ,4,300,-1,0.2635,0,0.260071,2021-12-01
1387,al2204                        ,0,274,0,0.0,0,0.260071,2021-12-01
1388,al2205                        ,0,138,0,0.0,0,0.260071,2021-12-01
1389,小计,17747,37872,797,2231.037,0,,2021-12-01
1390,al2201                        ,16486,31860,483,2043.2205,52,0.265525,2021-12-02
1391,al2202                        ,2955,5688,-95,788.239,0,0.258978,2021-12-02
1392,al2203                        ,17,307,7,2.9945,0,0.259776,2021-12-02
1393,al2204                        ,5,279,5,0.6745,0,0.26357,2021-12-02
1394,al2205                        ,3,140,2,0.445,0,0.261257,2021-12-02
1395,小计,19466,38274,402,2835.5735,52,,2021-12-02
1396,al2201                        ,19724,31686,-174,2349.253,0,0.253785,2021-12-03
1397,al2202                        ,2400,6470,782,473.405,0,0.255565,2021-12-03
1398,al2203                        ,12,313,6,3.0695,0,0.262823,2021-12-03
1399,al2204                        ,0,279,0,0.0,0,0.262823,2021-12-03
1400,al2205                        ,0,140,0,0.0,0,0.262823,2021-12-03
1401,小计,22136,38888,614,2825.7275,0,,2021-12-03
1402,al2201                        ,18449,33009,1323,1764.57,0,0.254977,2021-12-06
1403,al2202                        ,2761,7185,715,661.667,0,0.256421,2021-12-06
1404,al2203                        ,35,344,31,9.368,0,0.258139,2021-12-06
1405,al2204                        ,32,303,24,7.222,0,0.258579,2021-12-06
1406,al2205                        ,8,134,-6,1.46,0,0.255966,2021-12-06
1407,小计,21285,40975,2087,2444.287,0,,2021-12-06
1408,al2201                        ,19805,33919,910,1698.4015,0,0.249887,2021-12-07
1409,al2202                        ,2968,7694,509,705.716,0,0.257251,2021-12-07
1410,al2203                        ,16,351,7,3.807,0,0.245585,2021-12-07
1411,al2204                        ,2,304,1,0.408,0,0.250997,2021-12-07
1412,al2205                        ,9,142,8,2.4655,0,0.225882,2021-12-07
1413,小计,22800,42410,1435,2410.798,0,,2021-12-07
1414,al2201                        ,17239,35719,1800,1323.275,0,0.244675,2021-12-08
1415,al2202                        ,2310,7796,102,456.631,0,0.244352,2021-12-08
1416,al2203                        ,38,374,23,5.9795,0,0.247997,2021-12-08
1417,al2204                        ,2,304,0,0.4995,0,0.244449,2021-12-08
1418,al2205                        ,0,142,0,0.0,0,0.244449,2021-12-08
1419,小计,19589,44335,1925,1786.385,0,,2021-12-08
1420,al2201                        ,17404,36577,858,1308.3865,0,0.240602,2021-12-09
1421,al2202                        ,3118,7558,-238,555.163,0,0.231759,2021-12-09
1422,al2203                        ,24,368,-6,2.319,0,0.248656,2021-12-09
1423,al2204                        ,42,302,-2,10.1745,0,0.24075,2021-12-09
1424,al2205                        ,95,159,17,16.7165,0,0.243527,2021-12-09
1425,小计,20683,44964,629,1892.7595,0,,2021-12-09
1426,al2201                        ,18414,37276,699,1382.668,0,0.241006,2021-12-10
1427,al2202                        ,2226,7141,-417,360.889,0,0.231029,2021-12-10
1428,al2203                        ,29,360,-8,3.376,0,0.240364,2021-12-10
1429,al2204                        ,0,302,0,0.0,0,0.240364,2021-12-10
1430,al2205                        ,0,159,0,0.0,0,0.240364,2021-12-10
1431,小计,20669,45238,274,1746.933,0,,2021-12-10
1432,al2201                        ,31765,38483,1207,2333.659,89,0.245105,2021-12-13
1433,al2202                        ,3055,7370,229,570.0365,0,0.22654,2021-12-13
1434,al2203                        ,32,374,14,6.862,0,0.239719,2021-12-13
1435,al2204                        ,40,318,16,9.6135,0,0.231124,2021-12-13
1436,al2205                        ,9,159,0,1.6935,0,0.228786,2021-12-13
1437,小计,34901,46704,1466,2921.8645,89,,2021-12-13
1438,al2201                        ,24485,39612,1129,1874.5545,0,0.241946,2021-12-14
1439,al2202                        ,4829,8140,770,856.8805,0,0.231957,2021-12-14
1440,al2203                        ,50,411,37,4.566,0,0.252803,2021-12-14
1441,al2204                        ,0,318,0,0.0,0,0.252803,2021-12-14
1442,al2205                        ,1,158,-1,0.35,0,0.238432,2021-12-14
1443,小计,29365,48639,1935,2736.351,0,,2021-12-14
1444,al2201                        ,24279,40635,1023,1677.3665,0,0.238126,2021-12-15
1445,al2202                        ,2614,8139,-1,386.01,0,0.233515,2021-12-15
1446,al2203                        ,27,407,-4,4.4085,0,0.235973,2021-12-15
1447,al2204                        ,0,318,0,0.0,0,0.235973,2021-12-15
1448,al2205                        ,0,158,0,0.0,0,0.235973,2021-12-15
1449,小计,26920,49657,1018,2067.785,0,,2021-12-15
1450,al2201                        ,31407,42002,1367,2025.4855,0,0.242862,2021-12-16
1451,al2202                        ,4092,9308,1169,772.0865,0,0.226026,2021-12-16
1452,al2203                        ,530,709,302,114.715,0,0.226154,2021-12-16
1453,al2204                        ,1,319,1,0.061,0,0.245421,2021-12-16
1454,al2205                        ,3,158,0,0.2915,0,0.240717,2021-12-16
1455,小计,36033,52496,2839,2912.6395,0,,2021-12-16
1456,al2201                        ,47922,41904,-98,3863.117,199,0.231451,2021-12-17
1457,al2202                        ,10103,10872,1564,1531.9915,9,0.219423,2021-12-17
1458,al2203                        ,6625,2111,1402,1586.239,0,0.219642,2021-12-17
1459,al2204                        ,30,325,6,3.1295,0,0.228075,2021-12-17
1460,al2205                        ,0,158,0,0.0,0,0.228075,2021-12-17
1461,小计,64680,55370,2874,6984.477,208,,2021-12-17
1462,al2201                        ,41540,43873,1969,2641.1335,22,0.250172,2021-12-20
1463,al2202                        ,4774,11865,993,1785.1245,0,0.240288,2021-12-20
1464,al2203                        ,1954,2385,274,478.1175,0,0.229787,2021-12-20
1465,al2204                        ,61,354,29,7.7855,0,0.236784,2021-12-20
1466,al2205                        ,25,166,8,3.732,0,0.236909,2021-12-20
1467,小计,48354,58643,3273,4915.893,22,,2021-12-20
1468,al2201                        ,27390,42434,-1439,1644.7215,0,0.242107,2021-12-21
1469,al2202                        ,5328,12168,303,742.389,0,0.227813,2021-12-21
1470,al2203                        ,882,2541,156,165.349,0,0.23276,2021-12-21
1471,al2204                        ,20,366,12,1.566,0,0.240373,2021-12-21
1472,al2205                        ,7,170,4,1.2955,0,0.22687,2021-12-21
1473,小计,33627,57679,-964,2555.321,0,,2021-12-21
1474,al2201                        ,47849,44009,1575,2724.6405,0,0.236261,2021-12-22
1475,al2202                        ,9521,13748,1580,1664.2625,0,0.222151,2021-12-22
1476,al2203                        ,2040,2889,348,422.646,0,0.221981,2021-12-22
1477,al2204                        ,21,380,14,1.618,0,0.238837,2021-12-22
1478,al2205                        ,4,173,3,0.795,0,0.230999,2021-12-22
1479,小计,59435,61199,3520,4813.962,0,,2021-12-22
1480,al2201                        ,43791,46186,2177,2655.123,1,0.238576,2021-12-23
1481,al2202                        ,11058,14268,520,1699.7275,0,0.23277,2021-12-23
1482,al2203                        ,2248,2582,-307,499.1655,0,0.226427,2021-12-23
1483,al2204                        ,3,382,2,0.073,0,0.254706,2021-12-23
1484,al2205                        ,14,177,4,1.623,0,0.233143,2021-12-23
1485,小计,57114,63595,2396,4855.712,1,,2021-12-23
1486,al2201                        ,43645,45149,-1037,1716.13,43,0.194116,2021-12-24
1487,al2202                        ,6458,14767,499,994.9675,0,0.228003,2021-12-24
1488,al2203                        ,1977,3119,537,459.1055,0,0.225474,2021-12-24
1489,al2204                        ,38,383,1,4.333,0,0.231357,2021-12-24
1490,al2205                        ,26,179,2,3.9055,0,0.225173,2021-12-24
1491,小计,52144,63597,2,3178.4415,43,,2021-12-24
1492,al2201                        ,43685,0,-45149,1719.0585,7094,0.19334,2021-12-27
1493,al2202                        ,8220,16327,1560,1085.5955,0,0.22741,2021-12-27
1494,al2203                        ,1660,3460,341,409.9575,0,0.220213,2021-12-27
1495,al2204                        ,24,386,3,4.057,0,0.229892,2021-12-27
1496,al2205                        ,1,179,0,0.054,0,0.251478,2021-12-27
1497,小计,53590,20352,-43245,3218.7225,7094,,2021-12-27
1498,al2202                        ,12541,19815,3488,1627.394,0,0.227393,2021-12-28
1499,al2203                        ,3702,4289,829,854.714,0,0.224306,2021-12-28
1500,al2204                        ,62,407,21,7.45,0,0.228926,2021-12-28
1501,al2205                        ,32,191,12,3.831,0,0.225426,2021-12-28
1502,小计,16337,24702,4350,2493.389,0,,2021-12-28
1503,al2202                        ,13226,22109,2294,1587.8375,0,0.222151,2021-12-29
1504,al2203                        ,3014,4935,646,646.5575,0,0.219631,2021-12-29
1505,al2204                        ,18,415,8,2.3185,0,0.223292,2021-12-29
1506,al2205                        ,8,195,4,1.372,0,0.220942,2021-12-29
1507,小计,16266,27654,2952,2238.0855,0,,2021-12-29
1508,al2202                        ,28477,23715,1606,3752.804,0,0.230981,2021-12-30
1509,al2203                        ,5444,4989,54,1300.823,0,0.225994,2021-12-30
1510,al2204                        ,14,424,9,1.496,0,0.238519,2021-12-30
1511,al2205                        ,1,195,0,0.0345,0,0.241678,2021-12-30
1512,小计,33936,29323,1669,5055.1575,0,,2021-12-30
1513,al2202                        ,13064,24727,1012,1676.0385,0,0.228424,2021-12-31
1514,al2203                        ,1111,5037,48,237.378,0,0.228698,2021-12-31
1515,al2204                        ,12,428,4,2.01,0,0.230741,2021-12-31
1516,al2205                        ,0,195,0,0.0,0,0.230741,2021-12-31
1517,小计,14187,30387,1064,1915.4265,0,,2021-12-31
1518,al2202                        ,8458,25053,326,875.429,60,0.231467,2022-01-04
1519,al2203                        ,1249,5229,192,209.0055,0,0.224238,2022-01-04
1520,al2204                        ,0,428,0,0.0,0,0.224238,2022-01-04
1521,al2205                        ,0,195,0,0.0,0,0.224238,2022-01-04
1522,小计,9707,30905,518,1084.4345,60,,2022-01-04
1523,al2202                        ,21783,26292,1239,2358.0525,300,0.222639,2022-01-05
1524,al2203                        ,5086,5580,351,923.471,0,0.223639,2022-01-05
1525,al2204                        ,26,443,15,2.947,0,0.224682,2022-01-05
1526,al2205                        ,5,198,3,0.6345,0,0.220379,2022-01-05
1527,小计,26900,32513,1608,3285.105,300,,2022-01-05
1528,al2202                        ,30421,29088,2796,3370.896,0,0.225013,2022-01-06
1529,al2203                        ,7725,6860,1280,1356.077,0,0.222505,2022-01-06
1530,al2204                        ,20,450,7,0.579,0,0.244196,2022-01-06
1531,al2205                        ,17,204,6,1.1865,0,0.236764,2022-01-06
1532,小计,38183,36602,4089,4728.7385,0,,2022-01-06
1533,al2202                        ,39476,31346,2258,4082.3035,3,0.222733,2022-01-07
1534,al2203                        ,8265,7588,728,1572.3725,0,0.220622,2022-01-07
1535,al2204                        ,52,441,-9,1.843,0,0.2558,2022-01-07
1536,al2205                        ,79,233,29,4.716,0,0.249523,2022-01-07
1537,小计,47872,39608,3006,5661.235,3,,2022-01-07
1538,al2202                        ,24814,32849,1503,2172.698,0,0.241657,2022-01-10
1539,al2203                        ,3027,8095,507,466.1245,0,0.232754,2022-01-10
1540,al2204                        ,20,443,2,1.6365,0,0.26574,2022-01-10
1541,al2205                        ,69,276,43,4.6735,0,0.249042,2022-01-10
1542,小计,27930,41663,2055,2645.1325,0,,2022-01-10
1543,al2202                        ,43876,37605,4756,3827.4485,31,0.243557,2022-01-11
1544,al2203                        ,4028,8578,483,718.8075,0,0.230862,2022-01-11
1545,al2204                        ,106,520,77,12.34,0,0.236429,2022-01-11
1546,al2205                        ,25,288,12,1.364,0,0.261128,2022-01-11
1547,al2206                        ,12,12,12,3.011,0,0.220455,2022-01-11
1548,小计,48047,47003,5340,4562.971,31,,2022-01-11
1549,al2202                        ,42779,39257,1652,4333.766,8,0.242158,2022-01-12
1550,al2203                        ,11848,11068,2490,1901.52,0,0.225674,2022-01-12
1551,al2204                        ,160,662,142,16.2965,0,0.22522,2022-01-12
1552,al2205                        ,58,332,44,4.3605,0,0.255122,2022-01-12
1553,al2206                        ,84,94,82,13.1775,0,0.236539,2022-01-12
1554,小计,54929,51413,4410,6269.1205,8,,2022-01-12
1555,al2202                        ,52497,40546,1289,5633.89,77,0.247363,2022-01-13
1556,al2203                        ,9545,11132,64,1798.216,0,0.226964,2022-01-13
1557,al2204                        ,152,762,100,34.658,0,0.21965,2022-01-13
1558,al2205                        ,10,339,7,0.8495,0,0.237687,2022-01-13
1559,al2206                        ,25,106,12,3.6535,0,0.22932,2022-01-13
1560,小计,62229,52885,1472,7471.267,77,,2022-01-13
1561,al2202                        ,50094,41969,1423,3779.02,0,0.237077,2022-01-14
1562,al2203                        ,4926,11452,320,696.187,0,0.224907,2022-01-14
1563,al2204                        ,81,728,-34,8.794,0,0.224095,2022-01-14
1564,al2205                        ,79,367,28,7.392,0,0.237067,2022-01-14
1565,al2206                        ,13,112,6,1.846,0,0.234542,2022-01-14
1566,小计,55193,54628,1743,4493.239,0,,2022-01-14
1567,al2202                        ,56519,42703,734,4307.4445,0,0.265405,2022-01-17
1568,al2203                        ,6725,11986,534,1119.8795,0,0.226785,2022-01-17
1569,al2204                        ,1002,1304,576,185.6935,0,0.222045,2022-01-17
1570,al2205                        ,46,389,22,4.2125,0,0.221093,2022-01-17
1571,al2206                        ,28,135,23,5.1425,0,0.215967,2022-01-17
1572,小计,64320,56517,1889,5622.3725,0,,2022-01-17
