,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,date
633,zn2109                        ,0,5,0,0.0,0,0.239787,2021-06-02
634,zn2107                        ,14500,15600,618,2070.3445,0,0.258092,2021-06-03
635,zn2108                        ,1955,3463,211,400.079,0,0.239354,2021-06-03
636,zn2109                        ,1,6,1,0.2415,0,0.23792,2021-06-03
637,zn2107                        ,14521,14981,-619,1688.278,0,0.240218,2021-06-04
638,zn2108                        ,1825,3578,115,383.2415,0,0.232164,2021-06-04
639,zn2109                        ,31,29,23,3.8095,0,0.233724,2021-06-04
640,zn2107                        ,6527,15190,209,649.151,0,0.244197,2021-06-07
641,zn2108                        ,1196,3682,104,159.7055,0,0.231982,2021-06-07
642,zn2109                        ,5,30,1,0.7455,0,0.230529,2021-06-07
643,zn2107                        ,11329,16034,844,1582.766,0,0.237997,2021-06-08
644,zn2108                        ,1585,3941,259,241.055,0,0.228367,2021-06-08
645,zn2109                        ,1,31,1,0.084,0,0.23547,2021-06-08
646,zn2107                        ,9862,16677,643,1162.7925,0,0.238379,2021-06-09
647,zn2108                        ,2026,4408,467,267.275,0,0.229442,2021-06-09
648,zn2109                        ,3,33,2,0.329,0,0.23552,2021-06-09
649,zn2107                        ,13378,16563,-114,1316.2905,0,0.2339,2021-06-10
650,zn2108                        ,2487,4866,458,358.4705,0,0.22099,2021-06-10
651,zn2109                        ,14,47,14,1.3305,0,0.216601,2021-06-10
652,zn2107                        ,24400,15823,-740,2725.378,0,0.232064,2021-06-11
653,zn2108                        ,3164,5329,463,546.799,0,0.222105,2021-06-11
654,zn2109                        ,22,65,18,2.27,0,0.216806,2021-06-11
655,zn2107                        ,11405,15066,-757,1183.7945,0,0.239483,2021-06-15
656,zn2108                        ,2547,5582,253,447.755,0,0.224587,2021-06-15
657,zn2109                        ,9,74,9,2.576,0,0.205377,2021-06-15
658,zn2107                        ,20505,15576,510,2205.6695,0,0.242095,2021-06-16
659,zn2108                        ,3647,6372,790,632.104,0,0.222177,2021-06-16
660,zn2109                        ,397,432,358,76.2815,0,0.226246,2021-06-16
661,zn2107                        ,20640,15689,113,1805.6265,0,0.236176,2021-06-17
662,zn2108                        ,4160,7481,1109,622.435,0,0.221889,2021-06-17
663,zn2109                        ,431,630,198,117.8125,0,0.223759,2021-06-17
664,zn2107                        ,36038,15493,-196,3638.474,0,0.250108,2021-06-18
665,zn2108                        ,8937,8491,1010,1424.561,0,0.22445,2021-06-18
666,zn2109                        ,1125,1133,503,272.0265,0,0.222818,2021-06-18
667,zn2107                        ,25481,16004,511,3085.4295,9,0.305952,2021-06-21
668,zn2108                        ,9448,8701,210,1761.6125,0,0.232954,2021-06-21
669,zn2109                        ,1560,1639,506,327.056,0,0.234214,2021-06-21
670,zn2107                        ,15310,15530,-474,1782.868,0,0.266412,2021-06-22
671,zn2108                        ,6957,9278,577,1024.9855,0,0.215066,2021-06-22
672,zn2109                        ,1249,1927,288,201.1345,0,0.223085,2021-06-22
673,zn2107                        ,14854,15386,-144,1502.3025,151,0.222543,2021-06-23
674,zn2108                        ,4280,9735,457,537.5885,0,0.209662,2021-06-23
675,zn2109                        ,1153,2193,266,165.763,0,0.218353,2021-06-23
676,zn2107                        ,14521,0,-15386,857.862,4153,0.184025,2021-06-24
677,zn2108                        ,8566,10635,900,1096.2705,0,0.211722,2021-06-24
678,zn2109                        ,1133,2197,4,149.479,0,0.218507,2021-06-24
679,zn2108                        ,6909,11132,497,855.629,0,0.211879,2021-06-25
680,zn2109                        ,636,2257,60,85.5385,0,0.219424,2021-06-25
681,zn2108                        ,9850,11660,528,1395.177,0,0.218941,2021-06-28
682,zn2109                        ,1245,2301,44,211.4825,0,0.218129,2021-06-28
683,zn2108                        ,8860,12023,363,1263.932,0,0.204996,2021-06-29
684,zn2109                        ,1434,2600,299,227.563,0,0.210762,2021-06-29
685,zn2108                        ,8486,12436,413,1015.118,0,0.199921,2021-06-30
686,zn2109                        ,1120,2865,265,125.3745,0,0.209168,2021-06-30
687,zn2108                        ,10513,14079,1643,1314.1175,0,0.194855,2021-07-01
688,zn2109                        ,964,2860,-5,75.4785,0,0.205539,2021-07-01
689,zn2108                        ,9268,14613,534,1058.1885,0,0.188611,2021-07-02
690,zn2109                        ,948,3100,240,102.494,0,0.19908,2021-07-02
691,zn2108                        ,14197,14064,-549,1816.0225,0,0.195649,2021-07-05
692,zn2109                        ,1488,3215,115,198.2715,0,0.200604,2021-07-05
693,zn2108                        ,9621,14032,-32,1144.5065,0,0.194782,2021-07-06
694,zn2109                        ,1152,3239,24,116.802,0,0.206315,2021-07-06
695,zn2108                        ,13753,14518,486,1500.746,0,0.196724,2021-07-07
696,zn2109                        ,1760,3450,211,204.6465,0,0.202069,2021-07-07
697,zn2108                        ,9535,14745,227,1387.496,0,0.190346,2021-07-08
698,zn2109                        ,2454,3698,248,245.9225,0,0.20303,2021-07-08
699,zn2108                        ,10508,15049,304,1318.967,0,0.194876,2021-07-09
700,zn2109                        ,2860,3818,120,252.2475,0,0.20223,2021-07-09
701,zn2110                        ,5,5,5,0.254,0,0.205016,2021-07-09
702,zn2108                        ,14787,14907,-142,1864.104,0,0.211252,2021-07-12
703,zn2109                        ,4596,4738,920,450.998,0,0.210647,2021-07-12
704,zn2110                        ,0,5,0,0.0,0,0.210647,2021-07-12
705,zn2108                        ,12767,14970,63,1405.6525,0,0.200448,2021-07-13
706,zn2109                        ,2295,4974,236,206.102,0,0.210586,2021-07-13
707,zn2110                        ,11,16,11,1.313,0,0.196849,2021-07-13
708,zn2108                        ,14541,14183,-787,1483.2585,0,0.201075,2021-07-14
709,zn2109                        ,4031,5351,377,438.73,0,0.207175,2021-07-14
710,zn2110                        ,0,16,0,0.0,0,0.207175,2021-07-14
711,zn2108                        ,8656,13809,-374,862.2095,0,0.186571,2021-07-15
712,zn2109                        ,1801,5646,295,219.506,0,0.201457,2021-07-15
713,zn2110                        ,0,16,0,0.0,0,0.201457,2021-07-15
714,zn2108                        ,14021,15091,1282,1404.6975,0,0.180972,2021-07-16
715,zn2109                        ,3070,5700,54,407.6665,0,0.192842,2021-07-16
716,zn2110                        ,353,316,300,39.8985,0,0.186492,2021-07-16
717,zn2108                        ,17122,15398,307,1942.0465,0,0.191451,2021-07-19
718,zn2109                        ,2977,5910,210,317.296,0,0.190181,2021-07-19
719,zn2110                        ,610,667,351,97.9555,0,0.183233,2021-07-19
720,zn2108                        ,14326,13866,-1532,1094.676,529,0.196539,2021-07-20
721,zn2109                        ,2990,6251,341,419.2945,0,0.194219,2021-07-20
722,zn2110                        ,2159,1600,933,429.566,0,0.186211,2021-07-20
723,zn2108                        ,15793,13415,-451,1452.586,0,0.180133,2021-07-21
724,zn2109                        ,3093,6603,352,384.018,0,0.194179,2021-07-21
725,zn2110                        ,911,1805,205,109.1015,0,0.188534,2021-07-21
726,zn2108                        ,10665,13085,-330,727.2045,13,0.158483,2021-07-22
727,zn2109                        ,2343,6661,58,279.23,0,0.18805,2021-07-22
728,zn2110                        ,337,1802,-3,35.0745,0,0.185231,2021-07-22
729,zn2108                        ,14036,12298,-787,1045.8045,6,0.143154,2021-07-23
730,zn2109                        ,3368,6861,200,313.475,0,0.189859,2021-07-23
731,zn2110                        ,404,1879,77,37.8325,0,0.182872,2021-07-23
732,zn2108                        ,16432,0,-12298,1151.1015,2817,0.164359,2021-07-26
733,zn2109                        ,4595,6935,74,535.8135,0,0.192263,2021-07-26
734,zn2110                        ,1098,2307,428,142.504,0,0.189892,2021-07-26
735,zn2109                        ,6514,7455,520,897.7135,0,0.196232,2021-07-27
736,zn2110                        ,1724,2561,254,228.453,0,0.191678,2021-07-27
737,zn2109                        ,7163,8548,1093,969.131,0,0.187629,2021-07-28
738,zn2110                        ,1126,2581,20,125.469,0,0.186974,2021-07-28
739,小计,8289,11129,1113,1094.6,0,,2021-07-28
740,zn2109                        ,4544,8827,279,589.9775,0,0.178487,2021-07-29
741,zn2110                        ,1092,2728,147,156.4685,0,0.181959,2021-07-29
742,小计,5636,11555,426,746.446,0,,2021-07-29
743,zn2109                        ,7840,9252,425,895.504,0,0.181648,2021-07-30
744,zn2110                        ,1029,2820,92,143.9565,0,0.176914,2021-07-30
745,小计,8869,12072,517,1039.4605,0,,2021-07-30
746,zn2109                        ,10031,10088,836,1125.7295,0,0.180857,2021-08-02
747,zn2110                        ,1127,2988,168,175.2905,0,0.179244,2021-08-02
748,小计,11158,13076,1004,1301.02,0,,2021-08-02
749,zn2109                        ,8555,10596,508,813.4855,0,0.1811,2021-08-03
750,zn2110                        ,1204,3275,287,150.6745,0,0.175186,2021-08-03
751,小计,9759,13871,795,964.16,0,,2021-08-03
752,zn2109                        ,4835,10479,-117,461.6245,0,0.180066,2021-08-04
753,zn2110                        ,474,3307,32,70.357,0,0.177971,2021-08-04
754,小计,5309,13786,-85,531.9815,0,,2021-08-04
755,zn2109                        ,6973,11135,656,612.6395,0,0.176583,2021-08-05
756,zn2110                        ,800,3448,141,93.6975,0,0.183253,2021-08-05
757,zn2111                        ,0,0,0,0.0,0,0.183253,2021-08-05
758,小计,7773,14583,797,706.337,0,,2021-08-05
759,zn2109                        ,13898,12715,1580,1287.174,0,0.181436,2021-08-06
760,zn2110                        ,2355,4005,557,302.0335,0,0.176414,2021-08-06
761,zn2111                        ,57,57,57,17.0965,0,0.160572,2021-08-06
762,小计,16310,16777,2194,1606.304,0,,2021-08-06
763,zn2109                        ,9233,12756,41,774.183,0,0.18872,2021-08-09
764,zn2110                        ,1459,4002,-3,174.482,0,0.179568,2021-08-09
765,zn2111                        ,27,65,8,8.754,0,0.182817,2021-08-09
766,小计,10719,16823,46,957.419,0,,2021-08-09
767,zn2109                        ,7362,13025,269,544.0325,0,0.188833,2021-08-10
768,zn2110                        ,1164,4109,107,117.327,0,0.185088,2021-08-10
769,zn2111                        ,11,75,10,2.9755,0,0.179573,2021-08-10
770,小计,8537,17209,386,664.335,0,,2021-08-10
771,zn2109                        ,9079,13786,761,668.728,0,0.186744,2021-08-11
772,zn2110                        ,1504,4428,319,162.8225,0,0.180734,2021-08-11
773,zn2111                        ,15,67,-8,5.0555,0,0.171541,2021-08-11
774,小计,10598,18281,1072,836.606,0,,2021-08-11
775,zn2109                        ,18239,16089,2303,1474.4275,0,0.182664,2021-08-12
776,zn2110                        ,2285,4917,489,353.033,0,0.177156,2021-08-12
777,zn2111                        ,57,80,13,10.536,0,0.175239,2021-08-12
778,小计,20581,21086,2805,1837.9965,0,,2021-08-12
779,zn2109                        ,16526,14531,-1558,1555.9915,0,0.176285,2021-08-13
780,zn2110                        ,2163,5048,131,258.136,0,0.171866,2021-08-13
781,zn2111                        ,59,133,53,5.14,0,0.159087,2021-08-13
782,小计,18748,19712,-1374,1819.2675,0,,2021-08-13
783,zn2109                        ,14615,14618,87,1355.6585,0,0.185746,2021-08-16
784,zn2110                        ,2847,5310,262,244.4435,0,0.173416,2021-08-16
785,zn2111                        ,96,208,75,9.0005,0,0.155087,2021-08-16
786,小计,17558,20136,424,1609.1025,0,,2021-08-16
787,zn2109                        ,22224,14855,237,2026.0345,0,0.183135,2021-08-17
788,zn2110                        ,5094,6320,1010,583.4115,0,0.175004,2021-08-17
789,zn2111                        ,652,591,383,103.549,0,0.164068,2021-08-17
790,小计,27970,21766,1630,2712.995,0,,2021-08-17
791,zn2109                        ,16775,15535,680,1589.9805,0,0.178385,2021-08-18
792,zn2110                        ,3918,6905,585,412.6615,0,0.17841,2021-08-18
793,zn2111                        ,601,882,291,72.163,0,0.169433,2021-08-18
794,小计,21294,23322,1556,2074.805,0,,2021-08-18
795,zn2109                        ,18677,17261,1726,1359.316,0,0.186441,2021-08-19
796,zn2110                        ,4749,7510,605,547.942,0,0.180926,2021-08-19
797,zn2111                        ,434,961,79,58.6,0,0.170537,2021-08-19
798,小计,23860,25732,2410,1965.858,0,,2021-08-19
799,zn2109                        ,20182,18280,1019,1427.96,0,0.190022,2021-08-20
800,zn2110                        ,6025,8120,610,625.0615,0,0.193,2021-08-20
801,zn2111                        ,747,1203,242,81.5835,0,0.181783,2021-08-20
802,小计,26954,27603,1871,2134.605,0,,2021-08-20
803,zn2109                        ,18301,16140,-2140,1028.8665,20,0.201734,2021-08-23
804,zn2110                        ,5375,8632,512,663.3415,0,0.189162,2021-08-23
805,zn2111                        ,454,1270,67,40.9775,0,0.180965,2021-08-23
806,小计,24130,26042,-1561,1733.1855,20,,2021-08-23
807,zn2109                        ,18961,15706,-434,1664.3085,4,0.185049,2021-08-24
808,zn2110                        ,6767,9410,778,923.3735,0,0.183752,2021-08-24
809,zn2111                        ,1529,1687,417,246.967,0,0.178367,2021-08-24
810,小计,27257,26803,761,2834.649,4,,2021-08-24
811,zn2109                        ,12977,0,-15706,752.564,3028,0.143169,2021-08-25
812,zn2110                        ,7518,10136,726,1057.3685,0,0.173175,2021-08-25
813,zn2111                        ,1167,1960,273,221.682,0,0.171027,2021-08-25
814,小计,21662,12096,-14707,2031.6145,3028,,2021-08-25
815,zn2110                        ,8540,11326,1190,1131.3335,0,0.171067,2021-08-26
816,zn2111                        ,2156,2413,453,346.6755,0,0.170436,2021-08-26
817,小计,10696,13739,1643,1478.009,0,,2021-08-26
818,zn2110                        ,10910,11687,361,1206.955,0,0.168738,2021-08-27
819,zn2111                        ,1148,2648,235,120.3975,0,0.175198,2021-08-27
820,小计,12058,14335,596,1327.3525,0,,2021-08-27
821,zn2110                        ,11153,12862,1175,1224.213,0,0.184874,2021-08-30
822,zn2111                        ,1107,2950,302,81.0365,0,0.19347,2021-08-30
823,小计,12260,15812,1477,1305.2495,0,,2021-08-30
824,zn2110                        ,10254,13972,1110,1080.0445,0,0.186619,2021-08-31
825,zn2111                        ,651,3000,50,81.4405,0,0.18997,2021-08-31
826,小计,10905,16972,1160,1161.485,0,,2021-08-31
827,zn2110                        ,13458,13268,-704,1114.6345,0,0.187586,2021-09-01
828,zn2111                        ,2445,3979,979,282.4555,0,0.196676,2021-09-01
829,小计,15903,17247,275,1397.09,0,,2021-09-01
830,zn2110                        ,12552,13115,-153,1323.8105,0,0.169438,2021-09-02
831,zn2111                        ,1012,4073,94,100.958,0,0.184736,2021-09-02
832,zn2112                        ,9,9,9,0.859,0,0.168457,2021-09-02
833,小计,13573,17197,-50,1425.6275,0,,2021-09-02
834,zn2110                        ,11678,13251,136,952.0215,0,0.169673,2021-09-03
835,zn2111                        ,812,4211,138,76.373,0,0.176058,2021-09-03
836,zn2112                        ,29,32,23,3.6455,0,0.181558,2021-09-03
837,小计,12519,17494,297,1032.04,0,,2021-09-03
838,zn2110                        ,9414,13521,270,911.1335,0,0.175624,2021-09-06
839,zn2111                        ,1200,4466,255,121.005,0,0.17899,2021-09-06
840,zn2112                        ,41,70,38,5.3425,0,0.179593,2021-09-06
841,小计,10655,18057,563,1037.481,0,,2021-09-06
842,zn2110                        ,9946,13703,182,796.707,0,0.178819,2021-09-07
843,zn2111                        ,1346,4657,191,126.437,0,0.185583,2021-09-07
844,zn2112                        ,20,89,19,1.476,0,0.173165,2021-09-07
845,小计,11312,18449,392,924.62,0,,2021-09-07
846,zn2110                        ,20902,15729,2026,2098.867,0,0.178935,2021-09-08
847,zn2111                        ,4879,5036,379,649.191,0,0.181633,2021-09-08
848,zn2112                        ,67,135,46,7.8505,0,0.190627,2021-09-08
849,小计,25848,20900,2451,2755.9085,0,,2021-09-08
850,zn2110                        ,28155,18324,2595,2913.109,0,0.196284,2021-09-09
851,zn2111                        ,5020,5809,773,566.994,0,0.190226,2021-09-09
852,zn2112                        ,27,144,9,3.5495,0,0.185882,2021-09-09
853,小计,33202,24277,3377,3483.6525,0,,2021-09-09
854,zn2110                        ,22229,17932,-392,1898.049,0,0.183467,2021-09-10
855,zn2111                        ,3734,6173,364,440.1665,0,0.180654,2021-09-10
856,zn2112                        ,7,145,1,0.8395,0,0.191576,2021-09-10
857,小计,25970,24250,-27,2339.055,0,,2021-09-10
858,zn2110                        ,35997,18460,528,3667.3185,4,0.219893,2021-09-13
859,zn2111                        ,5630,6850,677,869.454,0,0.198609,2021-09-13
860,zn2112                        ,31,170,25,6.5725,0,0.18256,2021-09-13
861,小计,41658,25480,1230,4543.345,4,,2021-09-13
862,zn2110                        ,19784,16897,-1563,1794.1275,276,0.195649,2021-09-14
863,zn2111                        ,6852,7420,570,980.7505,0,0.194221,2021-09-14
864,zn2112                        ,38,156,-14,3.8495,0,0.187818,2021-09-14
865,小计,26674,24473,-1007,2778.7275,276,,2021-09-14
866,zn2110                        ,12760,16027,-870,1178.1465,0,0.170884,2021-09-15
867,zn2111                        ,3391,8051,631,352.7255,0,0.179542,2021-09-15
868,zn2112                        ,37,189,33,5.41,0,0.178602,2021-09-15
869,小计,16188,24267,-206,1536.282,0,,2021-09-15
870,zn2110                        ,15431,16446,419,1322.707,0,0.182713,2021-09-16
871,zn2111                        ,4087,8125,74,446.173,0,0.185632,2021-09-16
872,zn2112                        ,377,378,189,44.167,0,0.195971,2021-09-16
873,小计,19895,24949,682,1813.047,0,,2021-09-16
874,zn2110                        ,20898,16560,114,1572.2845,0,0.181557,2021-09-17
875,zn2111                        ,7916,8399,274,1042.504,0,0.192572,2021-09-17
876,zn2112                        ,923,864,486,176.465,0,0.197658,2021-09-17
877,小计,29737,25823,874,2791.2535,0,,2021-09-17
878,zn2110                        ,11427,15870,-690,888.423,0,0.220907,2021-09-22
879,zn2111                        ,3934,9053,654,495.701,0,0.195961,2021-09-22
880,zn2112                        ,381,966,102,50.2495,0,0.201589,2021-09-22
881,小计,15742,25889,66,1434.3735,0,,2021-09-22
882,zn2110                        ,15691,15224,-646,631.135,2,0.232109,2021-09-23
883,zn2111                        ,7768,10241,1188,868.167,0,0.192776,2021-09-23
884,zn2112                        ,1788,1606,640,331.168,0,0.200208,2021-09-23
885,小计,25247,27071,1182,1830.47,2,,2021-09-23
886,zn2110                        ,19599,0,-15224,777.057,3426,0.161681,2021-09-24
887,zn2111                        ,12713,12342,2101,1750.1415,0,0.205753,2021-09-24
888,zn2112                        ,3450,2390,784,725.6545,0,0.214005,2021-09-24
889,小计,35762,14732,-12339,3252.853,3426,,2021-09-24
890,zn2111                        ,19752,13978,1636,3085.942,0,0.224232,2021-09-27
891,zn2112                        ,3421,3141,751,710.081,0,0.218367,2021-09-27
892,小计,23173,17119,2387,3796.023,0,,2021-09-27
893,zn2111                        ,9448,13412,-566,1187.796,0,0.227211,2021-09-28
894,zn2112                        ,651,3208,67,90.4985,0,0.235327,2021-09-28
895,小计,10099,16620,-499,1278.2945,0,,2021-09-28
896,zn2111                        ,12149,13342,-70,1354.743,0,0.23005,2021-09-29
897,zn2112                        ,1717,3298,90,278.5145,0,0.228309,2021-09-29
898,小计,13866,16640,20,1633.2575,0,,2021-09-29
899,zn2111                        ,11388,14724,1382,1045.9465,0,0.221399,2021-09-30
900,zn2112                        ,1109,3330,32,132.5235,0,0.228898,2021-09-30
901,zn2201                        ,4,4,4,0.7125,0,0.261652,2021-09-30
902,小计,12501,18058,1418,1179.1825,0,,2021-09-30
903,zn2111                        ,6492,14912,188,494.8405,0,0.226017,2021-10-08
904,zn2112                        ,1654,3976,646,221.86,0,0.235645,2021-10-08
905,zn2201                        ,0,4,0,0.0,0,0.235645,2021-10-08
906,小计,8146,18892,834,716.7005,0,,2021-10-08
907,zn2111                        ,21286,16926,2014,2675.8575,2,0.280426,2021-10-11
908,zn2112                        ,4879,4984,1008,1116.536,0,0.248753,2021-10-11
909,zn2201                        ,76,64,60,16.3945,0,0.234468,2021-10-11
910,小计,26241,21974,3082,3808.788,2,,2021-10-11
911,zn2111                        ,26032,19707,2781,4427.144,0,0.331098,2021-10-12
912,zn2112                        ,6869,6367,1383,1874.7145,0,0.275013,2021-10-12
913,zn2201                        ,178,184,120,42.544,0,0.255017,2021-10-12
914,小计,33079,26258,4284,6344.4025,0,,2021-10-12
915,zn2111                        ,21996,19886,179,3270.7905,0,0.30334,2021-10-13
916,zn2112                        ,5755,7297,930,1385.812,0,0.278139,2021-10-13
917,zn2201                        ,43,209,25,5.818,0,0.249616,2021-10-13
918,小计,27794,27392,1134,4662.4205,0,,2021-10-13
919,zn2111                        ,36886,19540,-346,8594.9665,458,0.363672,2021-10-14
920,zn2112                        ,7238,7651,354,2677.3205,15,0.316203,2021-10-14
921,zn2201                        ,387,418,209,105.5285,0,0.289512,2021-10-14
922,小计,44511,27609,217,11377.8155,473,,2021-10-14
923,zn2111                        ,28752,20517,977,7367.644,232,0.426219,2021-10-15
924,zn2112                        ,5880,8099,448,2507.2825,0,0.34222,2021-10-15
925,zn2201                        ,405,576,158,148.1015,0,0.321481,2021-10-15
926,小计,35037,29192,1583,10023.028,232,,2021-10-15
927,zn2111                        ,34280,22266,1749,12596.83,226,0.553297,2021-10-18
928,zn2112                        ,7060,8712,613,5072.8425,0,0.436566,2021-10-18
929,zn2201                        ,368,760,184,196.7165,0,0.364839,2021-10-18
930,小计,41708,31738,2546,17866.389,226,,2021-10-18
931,zn2111                        ,25508,24352,2086,4247.7665,396,0.543882,2021-10-19
932,zn2112                        ,3255,9101,389,1685.0315,0,0.450462,2021-10-19
933,zn2201                        ,626,1020,260,420.4755,0,0.379144,2021-10-19
934,小计,29389,34473,2735,6353.2735,396,,2021-10-19
935,zn2111                        ,39293,22108,-2244,4885.922,72,0.493981,2021-10-20
936,zn2112                        ,6436,10394,1293,2054.0305,1,0.40834,2021-10-20
937,zn2201                        ,1160,1605,585,499.089,0,0.375349,2021-10-20
938,小计,46889,34107,-366,7439.0415,73,,2021-10-20
939,zn2111                        ,29806,21610,-498,4623.142,55,0.414611,2021-10-21
940,zn2112                        ,6752,10137,-257,1806.13,0,0.453347,2021-10-21
941,zn2201                        ,1450,2110,505,699.303,0,0.380373,2021-10-21
942,小计,38008,33857,-250,7128.575,55,,2021-10-21
943,zn2111                        ,43200,23246,1636,8209.3195,525,0.323976,2021-10-22
944,zn2112                        ,6370,10738,601,1928.2205,0,0.388388,2021-10-22
945,zn2201                        ,1207,2490,380,414.75,0,0.370451,2021-10-22
946,小计,50777,36474,2617,10552.29,525,,2021-10-22
947,zn2111                        ,27373,0,-23246,2478.855,5005,0.434195,2021-10-25
948,zn2112                        ,6847,11830,1092,2012.9005,0,0.393446,2021-10-25
949,zn2201                        ,518,2617,127,149.8795,0,0.357779,2021-10-25
950,小计,34738,14447,-22027,4641.635,5005,,2021-10-25
951,zn2112                        ,12093,13127,1297,2296.8985,0,0.362198,2021-10-26
952,zn2201                        ,1860,3094,477,599.9835,0,0.329449,2021-10-26
953,小计,13953,16221,1774,2896.882,0,,2021-10-26
954,zn2112                        ,14089,13925,798,2759.0045,0,0.345592,2021-10-27
955,zn2201                        ,2195,3499,405,689.107,0,0.312044,2021-10-27
956,小计,16284,17424,1203,3448.1115,0,,2021-10-27
957,zn2112                        ,17103,15013,1088,3833.4005,0,0.366905,2021-10-28
958,zn2201                        ,2831,3992,493,1070.152,0,0.325311,2021-10-28
959,小计,19934,19005,1581,4903.5525,0,,2021-10-28
960,zn2112                        ,14664,17737,2724,2977.7455,0,0.367604,2021-10-29
961,zn2201                        ,3128,4872,880,972.022,0,0.314869,2021-10-29
962,小计,17792,22609,3604,3949.7675,0,,2021-10-29
963,zn2112                        ,16437,17870,133,2891.267,0,0.382807,2021-11-01
964,zn2201                        ,2921,4870,-2,938.507,0,0.325123,2021-11-01
965,zn2202                        ,87,61,61,33.016,0,0.295187,2021-11-01
966,小计,19445,22801,192,3862.79,0,,2021-11-01
967,zn2112                        ,12952,17317,-553,2234.023,0,0.338142,2021-11-02
968,zn2201                        ,3068,5003,133,790.626,0,0.31411,2021-11-02
969,zn2202                        ,227,173,112,88.1455,0,0.28612,2021-11-02
970,小计,16247,22493,-308,3112.7945,0,,2021-11-02
971,zn2112                        ,10589,17659,342,1504.33,0,0.339617,2021-11-03
972,zn2201                        ,1912,5173,170,449.4475,0,0.299845,2021-11-03
973,zn2202                        ,3,174,1,0.435,0,0.289734,2021-11-03
974,小计,12504,23006,513,1954.2125,0,,2021-11-03
975,zn2112                        ,17803,19112,1453,2983.762,0,0.331648,2021-11-04
976,zn2201                        ,2305,5218,45,474.2515,0,0.304044,2021-11-04
977,zn2202                        ,4,177,3,0.5645,0,0.28273,2021-11-04
978,小计,20112,24507,1501,3458.578,0,,2021-11-04
979,zn2112                        ,21687,19071,-41,3425.905,0,0.340562,2021-11-05
980,zn2201                        ,3938,5554,336,1042.491,0,0.294336,2021-11-05
981,zn2202                        ,12,186,9,3.489,0,0.271219,2021-11-05
982,小计,25637,24811,304,4471.885,0,,2021-11-05
983,zn2112                        ,10957,19044,-27,1347.3435,0,0.345089,2021-11-08
984,zn2201                        ,1819,5365,-189,421.5195,0,0.295286,2021-11-08
985,zn2202                        ,39,206,20,14.02,0,0.275948,2021-11-08
986,小计,12815,24615,-196,1782.883,0,,2021-11-08
987,zn2112                        ,9802,19328,284,1079.624,0,0.31829,2021-11-09
988,zn2201                        ,4084,6084,719,944.798,0,0.272287,2021-11-09
989,zn2202                        ,20,213,7,3.1745,0,0.262866,2021-11-09
990,小计,13906,25625,1010,2027.5965,0,,2021-11-09
991,zn2112                        ,14277,19767,439,1399.637,0,0.301323,2021-11-10
992,zn2201                        ,3700,6118,34,669.8485,0,0.274469,2021-11-10
993,zn2202                        ,34,240,27,3.667,0,0.265731,2021-11-10
994,小计,18011,26125,500,2073.1525,0,,2021-11-10
995,zn2112                        ,12890,19140,-627,1228.2425,0,0.292316,2021-11-11
996,zn2201                        ,2625,5980,-138,510.7185,0,0.266545,2021-11-11
997,zn2202                        ,11,235,-5,3.7465,0,0.227811,2021-11-11
998,小计,15526,25355,-770,1742.7075,0,,2021-11-11
999,zn2112                        ,9795,18932,-208,856.524,0,0.285172,2021-11-12
1000,zn2201                        ,1349,6106,126,202.673,0,0.278217,2021-11-12
1001,zn2202                        ,39,270,35,5.108,0,0.266041,2021-11-12
1002,小计,11183,25308,-47,1064.305,0,,2021-11-12
1003,zn2112                        ,13356,19346,414,1353.636,0,0.294194,2021-11-15
1004,zn2201                        ,3971,6214,108,666.5925,0,0.258761,2021-11-15
1005,zn2202                        ,95,317,47,15.4625,0,0.247001,2021-11-15
1006,小计,17422,25877,569,2035.691,0,,2021-11-15
1007,zn2112                        ,17691,18915,-431,1481.0815,0,0.279564,2021-11-16
1008,zn2201                        ,2326,6377,163,390.7,0,0.263533,2021-11-16
1009,zn2202                        ,894,878,561,246.3715,0,0.251485,2021-11-16
1010,zn2203                        ,9,9,9,1.5955,0,0.25247,2021-11-16
1011,小计,20920,26179,302,2119.7485,0,,2021-11-16
1012,zn2112                        ,17498,18823,-92,1840.57,0,0.266999,2021-11-17
1013,zn2201                        ,2189,6736,359,344.22,0,0.258691,2021-11-17
1014,zn2202                        ,614,917,39,148.782,0,0.249101,2021-11-17
1015,zn2203                        ,5,13,4,0.6005,0,0.249363,2021-11-17
1016,小计,20306,26489,310,2334.1725,0,,2021-11-17
1017,zn2112                        ,18429,18511,-312,1765.985,92,0.256752,2021-11-18
1018,zn2201                        ,6620,7440,704,1280.3235,0,0.247684,2021-11-18
1019,zn2202                        ,1285,1399,482,420.0795,0,0.244561,2021-11-18
1020,zn2203                        ,4,16,3,0.553,0,0.241191,2021-11-18
1021,小计,26338,27366,877,3466.941,92,,2021-11-18
1022,zn2112                        ,15878,17545,-966,961.0815,0,0.270391,2021-11-19
1023,zn2201                        ,4823,8881,1441,1547.526,0,0.221812,2021-11-19
1024,zn2202                        ,669,1514,115,162.165,0,0.241976,2021-11-19
1025,zn2203                        ,1,17,1,0.129,0,0.238121,2021-11-19
1026,小计,21371,27957,591,2670.9015,0,,2021-11-19
1027,zn2112                        ,16600,17526,-19,876.2675,75,0.320871,2021-11-22
