,合约系列,隐含波动率(%),date
2994,i2112,34.81,2021-01-29
2995,i2201,34.81,2021-01-29
2996,i2103,55.46,2021-02-01
2997,i2104,52.84,2021-02-01
2998,i2105,43.27,2021-02-01
2999,i2106,42.32,2021-02-01
3000,i2107,39.29,2021-02-01
3001,i2108,40.28,2021-02-01
3002,i2109,35.64,2021-02-01
3003,i2110,35.39,2021-02-01
3004,i2111,35.39,2021-02-01
3005,i2112,35.39,2021-02-01
3006,i2201,35.39,2021-02-01
3007,i2103,65.91,2021-02-02
3008,i2104,40.75,2021-02-02
3009,i2105,42.93,2021-02-02
3010,i2106,45.36,2021-02-02
3011,i2107,43.99,2021-02-02
3012,i2108,39.49,2021-02-02
3013,i2109,35.32,2021-02-02
3014,i2110,35.32,2021-02-02
3015,i2111,33.82,2021-02-02
3016,i2112,34.85,2021-02-02
3017,i2201,32.85,2021-02-02
3018,i2103,58.75,2021-02-03
3019,i2104,40.46,2021-02-03
3020,i2105,41.24,2021-02-03
3021,i2106,39.94,2021-02-03
3022,i2107,37.8,2021-02-03
3023,i2108,37.74,2021-02-03
3024,i2109,35.98,2021-02-03
3025,i2110,35.72,2021-02-03
3026,i2111,35.75,2021-02-03
3027,i2112,33.13,2021-02-03
3028,i2201,31.84,2021-02-03
3029,i2103,69.7,2021-02-04
3030,i2104,39.27,2021-02-04
3031,i2105,39.92,2021-02-04
3032,i2106,43.67,2021-02-04
3033,i2107,39.53,2021-02-04
3034,i2108,38.75,2021-02-04
3035,i2109,34.79,2021-02-04
3036,i2110,33.4,2021-02-04
3037,i2111,33.4,2021-02-04
3038,i2112,33.4,2021-02-04
3039,i2201,33.4,2021-02-04
3040,i2103,41.84,2021-02-05
3041,i2104,41.84,2021-02-05
3042,i2105,40.8,2021-02-05
3043,i2106,50.9,2021-02-05
3044,i2107,50.9,2021-02-05
3045,i2108,43.66,2021-02-05
3046,i2109,34.25,2021-02-05
3047,i2110,34.25,2021-02-05
3048,i2111,34.25,2021-02-05
3049,i2112,32.99,2021-02-05
3050,i2201,32.99,2021-02-05
3051,i2104,47.89,2021-02-08
3052,i2105,42.38,2021-02-08
3053,i2106,41.73,2021-02-08
3054,i2107,42.53,2021-02-08
3055,i2108,38.62,2021-02-08
3056,i2109,35.5,2021-02-08
3057,i2110,35.5,2021-02-08
3058,i2111,35.5,2021-02-08
3059,i2112,33.08,2021-02-08
3060,i2201,33.08,2021-02-08
3061,i2104,43.35,2021-02-09
3062,i2105,44.19,2021-02-09
3063,i2106,44.64,2021-02-09
3064,i2107,42.96,2021-02-09
3065,i2108,42.95,2021-02-09
3066,i2109,38.73,2021-02-09
3067,i2110,37.99,2021-02-09
3068,i2111,36.86,2021-02-09
3069,i2112,35.34,2021-02-09
3070,i2201,35.34,2021-02-09
3071,i2104,42.89,2021-02-10
3072,i2105,44.57,2021-02-10
3073,i2106,40.95,2021-02-10
3074,i2107,37.63,2021-02-10
3075,i2108,34.92,2021-02-10
3076,i2109,36.85,2021-02-10
3077,i2110,35.96,2021-02-10
3078,i2111,35.51,2021-02-10
3079,i2112,35.51,2021-02-10
3080,i2201,35.35,2021-02-10
3081,i2104,49.4,2021-02-18
3082,i2105,48.23,2021-02-18
3083,i2106,53.02,2021-02-18
3084,i2107,42.56,2021-02-18
3085,i2108,41.17,2021-02-18
3086,i2109,38.67,2021-02-18
3087,i2110,38.67,2021-02-18
3088,i2111,36.25,2021-02-18
3089,i2112,36.25,2021-02-18
3090,i2201,34.12,2021-02-18
3091,i2104,48.89,2021-02-19
3092,i2105,48.96,2021-02-19
3093,i2106,53.79,2021-02-19
3094,i2107,45.06,2021-02-19
3095,i2108,42.7,2021-02-19
3096,i2109,36.75,2021-02-19
3097,i2110,36.95,2021-02-19
3098,i2111,37.82,2021-02-19
3099,i2112,37.82,2021-02-19
3100,i2201,35.58,2021-02-19
3101,i2104,54.9,2021-02-22
3102,i2105,49.89,2021-02-22
3103,i2106,46.93,2021-02-22
3104,i2107,47.15,2021-02-22
3105,i2108,48.42,2021-02-22
3106,i2109,37.14,2021-02-22
3107,i2110,39.91,2021-02-22
3108,i2111,39.91,2021-02-22
3109,i2112,35.89,2021-02-22
3110,i2201,35.89,2021-02-22
3111,i2104,58.88,2021-02-23
3112,i2105,49.47,2021-02-23
3113,i2106,52.42,2021-02-23
3114,i2107,46.37,2021-02-23
3115,i2108,46.42,2021-02-23
3116,i2109,38.39,2021-02-23
3117,i2110,35.25,2021-02-23
3118,i2111,35.25,2021-02-23
3119,i2112,36.49,2021-02-23
3120,i2201,36.49,2021-02-23
3121,i2202,36.49,2021-02-23
3122,i2104,55.23,2021-02-24
3123,i2105,45.97,2021-02-24
3124,i2106,51.55,2021-02-24
3125,i2107,38.53,2021-02-24
3126,i2108,38.53,2021-02-24
3127,i2109,37.53,2021-02-24
3128,i2110,35.4,2021-02-24
3129,i2111,37.89,2021-02-24
3130,i2112,35.5,2021-02-24
3131,i2201,35.9,2021-02-24
3132,i2202,34.62,2021-02-24
3133,i2104,54.69,2021-02-25
3134,i2105,48.21,2021-02-25
3135,i2106,48.63,2021-02-25
3136,i2107,43.82,2021-02-25
3137,i2108,42.06,2021-02-25
3138,i2109,37.38,2021-02-25
3139,i2110,35.63,2021-02-25
3140,i2111,36.35,2021-02-25
3141,i2112,36.21,2021-02-25
3142,i2201,37.07,2021-02-25
3143,i2202,37.07,2021-02-25
3144,i2104,55.51,2021-02-26
3145,i2105,49.14,2021-02-26
3146,i2106,44.17,2021-02-26
3147,i2107,44.81,2021-02-26
3148,i2108,42.82,2021-02-26
3149,i2109,40.05,2021-02-26
3150,i2110,39.06,2021-02-26
3151,i2111,35.69,2021-02-26
3152,i2112,35.69,2021-02-26
3153,i2201,37.01,2021-02-26
3154,i2202,37.01,2021-02-26
3155,i2104,64.89,2021-03-01
3156,i2105,50.11,2021-03-01
3157,i2106,45.49,2021-03-01
3158,i2107,44.4,2021-03-01
3159,i2108,41.77,2021-03-01
3160,i2109,41.79,2021-03-01
3161,i2110,35.43,2021-03-01
3162,i2111,34.43,2021-03-01
3163,i2112,33.98,2021-03-01
3164,i2201,37.56,2021-03-01
3165,i2202,37.56,2021-03-01
3166,i2104,65.6,2021-03-02
3167,i2105,49.2,2021-03-02
3168,i2106,43.67,2021-03-02
3169,i2107,42.41,2021-03-02
3170,i2108,39.64,2021-03-02
3171,i2109,40.21,2021-03-02
3172,i2110,39.98,2021-03-02
3173,i2111,39.98,2021-03-02
3174,i2112,37.35,2021-03-02
3175,i2201,37.35,2021-03-02
3176,i2202,37.35,2021-03-02
3177,i2104,70.93,2021-03-03
3178,i2105,48.45,2021-03-03
3179,i2106,41.73,2021-03-03
3180,i2107,41.23,2021-03-03
3181,i2108,42.22,2021-03-03
3182,i2109,39.3,2021-03-03
3183,i2110,39.3,2021-03-03
3184,i2111,39.76,2021-03-03
3185,i2112,35.89,2021-03-03
3186,i2201,36.86,2021-03-03
3187,i2202,34.46,2021-03-03
3188,i2104,68.4,2021-03-04
3189,i2105,47.66,2021-03-04
3190,i2106,38.29,2021-03-04
3191,i2107,36.17,2021-03-04
3192,i2108,36.69,2021-03-04
3193,i2109,37.93,2021-03-04
3194,i2110,39.68,2021-03-04
3195,i2111,40.4,2021-03-04
3196,i2112,35.9,2021-03-04
3197,i2201,38.56,2021-03-04
3198,i2202,36.05,2021-03-04
3199,i2104,45.85,2021-03-05
3200,i2105,45.85,2021-03-05
3201,i2106,39.74,2021-03-05
3202,i2107,35.42,2021-03-05
3203,i2108,39.17,2021-03-05
3204,i2109,38.59,2021-03-05
3205,i2110,40.22,2021-03-05
3206,i2111,41.44,2021-03-05
3207,i2112,36.67,2021-03-05
3208,i2201,39.64,2021-03-05
3209,i2202,39.64,2021-03-05
3210,i2105,46.69,2021-03-08
3211,i2106,46.36,2021-03-08
3212,i2107,46.36,2021-03-08
3213,i2108,34.77,2021-03-08
3214,i2109,39.6,2021-03-08
3215,i2110,42.47,2021-03-08
3216,i2111,40.79,2021-03-08
3217,i2112,37.78,2021-03-08
3218,i2201,38.41,2021-03-08
3219,i2202,38.41,2021-03-08
3220,i2105,48.84,2021-03-09
3221,i2106,40.91,2021-03-09
3222,i2107,44.95,2021-03-09
3223,i2108,41.97,2021-03-09
3224,i2109,40.87,2021-03-09
3225,i2110,40.87,2021-03-09
3226,i2111,40.87,2021-03-09
3227,i2112,36.28,2021-03-09
3228,i2201,36.28,2021-03-09
3229,i2202,35.37,2021-03-09
3230,i2105,48.59,2021-03-10
3231,i2106,47.83,2021-03-10
3232,i2107,43.87,2021-03-10
3233,i2108,43.94,2021-03-10
3234,i2109,39.22,2021-03-10
3235,i2110,40.21,2021-03-10
3236,i2111,34.46,2021-03-10
3237,i2112,34.46,2021-03-10
3238,i2201,37.19,2021-03-10
3239,i2202,37.19,2021-03-10
3240,i2105,49.29,2021-03-11
3241,i2106,45.54,2021-03-11
3242,i2107,45.54,2021-03-11
3243,i2108,38.45,2021-03-11
3244,i2109,39.53,2021-03-11
3245,i2110,40.74,2021-03-11
3246,i2111,40.94,2021-03-11
3247,i2112,40.94,2021-03-11
3248,i2201,33.53,2021-03-11
3249,i2202,33.33,2021-03-11
3250,i2105,50.27,2021-03-12
3251,i2106,47.45,2021-03-12
3252,i2107,51.33,2021-03-12
3253,i2108,51.33,2021-03-12
3254,i2109,39.73,2021-03-12
3255,i2110,45.36,2021-03-12
3256,i2111,45.22,2021-03-12
3257,i2112,45.22,2021-03-12
3258,i2201,38.26,2021-03-12
3259,i2202,38.26,2021-03-12
3260,i2105,53.18,2021-03-15
3261,i2106,50.62,2021-03-15
3262,i2107,49.74,2021-03-15
3263,i2108,16.97,2021-03-15
3264,i2109,41.61,2021-03-15
3265,i2110,42.87,2021-03-15
3266,i2111,42.87,2021-03-15
3267,i2112,38.43,2021-03-15
3268,i2201,40.81,2021-03-15
3269,i2202,40.81,2021-03-15
3270,i2105,51.77,2021-03-16
3271,i2106,54.02,2021-03-16
3272,i2107,42.9,2021-03-16
3273,i2108,53.17,2021-03-16
3274,i2109,42.66,2021-03-16
3275,i2110,43.01,2021-03-16
3276,i2111,41.37,2021-03-16
3277,i2112,19.74,2021-03-16
3278,i2201,36.22,2021-03-16
3279,i2202,36.22,2021-03-16
3280,i2203,36.55,2021-03-16
3281,i2105,51.29,2021-03-17
3282,i2106,55.69,2021-03-17
3283,i2107,42.36,2021-03-17
3284,i2108,40.52,2021-03-17
3285,i2109,41.54,2021-03-17
3286,i2110,41.83,2021-03-17
3287,i2111,43.5,2021-03-17
3288,i2112,19.62,2021-03-17
3289,i2201,40.65,2021-03-17
3290,i2202,40.65,2021-03-17
3291,i2203,40.65,2021-03-17
3292,i2105,48.74,2021-03-18
3293,i2106,42.69,2021-03-18
3294,i2107,38.41,2021-03-18
3295,i2108,41.25,2021-03-18
3296,i2109,40.13,2021-03-18
3297,i2110,35.95,2021-03-18
3298,i2111,33.91,2021-03-18
3299,i2112,33.72,2021-03-18
3300,i2201,36.06,2021-03-18
3301,i2202,36.06,2021-03-18
3302,i2203,36.06,2021-03-18
3303,i2105,47.24,2021-03-19
3304,i2106,52.82,2021-03-19
3305,i2107,46.28,2021-03-19
3306,i2108,36.97,2021-03-19
3307,i2109,40.28,2021-03-19
3308,i2110,40.28,2021-03-19
3309,i2111,43.53,2021-03-19
3310,i2112,43.53,2021-03-19
3311,i2201,36.33,2021-03-19
3312,i2202,34.7,2021-03-19
3313,i2203,33.01,2021-03-19
3314,i2105,48.8,2021-03-22
3315,i2106,43.01,2021-03-22
3316,i2107,45.22,2021-03-22
3317,i2108,39.6,2021-03-22
3318,i2109,40.84,2021-03-22
3319,i2110,38.5,2021-03-22
3320,i2111,38.52,2021-03-22
3321,i2112,35.01,2021-03-22
3322,i2201,35.72,2021-03-22
3323,i2202,35.72,2021-03-22
3324,i2203,35.72,2021-03-22
3325,i2105,48.11,2021-03-23
3326,i2106,39.96,2021-03-23
3327,i2107,49.78,2021-03-23
3328,i2108,49.78,2021-03-23
3329,i2109,39.68,2021-03-23
3330,i2110,39.04,2021-03-23
3331,i2111,40.76,2021-03-23
3332,i2112,36.02,2021-03-23
3333,i2201,32.55,2021-03-23
3334,i2202,34.96,2021-03-23
3335,i2203,33.83,2021-03-23
3336,i2105,49.2,2021-03-24
3337,i2106,41.09,2021-03-24
3338,i2107,40.18,2021-03-24
3339,i2108,44.59,2021-03-24
3340,i2109,40.93,2021-03-24
3341,i2110,39.59,2021-03-24
3342,i2111,40.09,2021-03-24
3343,i2112,35.84,2021-03-24
3344,i2201,27.89,2021-03-24
3345,i2202,27.89,2021-03-24
3346,i2203,27.89,2021-03-24
3347,i2105,48.68,2021-03-25
3348,i2106,39.7,2021-03-25
3349,i2107,40.8,2021-03-25
3350,i2108,37.7,2021-03-25
3351,i2109,41.16,2021-03-25
3352,i2110,41.16,2021-03-25
3353,i2111,37.09,2021-03-25
3354,i2112,37.09,2021-03-25
3355,i2201,36.18,2021-03-25
3356,i2202,36.18,2021-03-25
3357,i2203,36.18,2021-03-25
3358,i2105,49.78,2021-03-26
3359,i2106,40.2,2021-03-26
3360,i2107,41.41,2021-03-26
3361,i2108,37.73,2021-03-26
3362,i2109,41.77,2021-03-26
3363,i2110,43.33,2021-03-26
3364,i2111,43.33,2021-03-26
3365,i2112,39.2,2021-03-26
3366,i2201,39.2,2021-03-26
3367,i2202,39.2,2021-03-26
3368,i2203,39.2,2021-03-26
3369,i2105,53.44,2021-03-29
3370,i2106,39.67,2021-03-29
3371,i2107,39.07,2021-03-29
3372,i2108,41.03,2021-03-29
3373,i2109,42.72,2021-03-29
3374,i2110,43.66,2021-03-29
3375,i2111,34.38,2021-03-29
3376,i2112,38.57,2021-03-29
3377,i2201,38.54,2021-03-29
3378,i2202,38.32,2021-03-29
3379,i2203,39.07,2021-03-29
3380,i2105,49.95,2021-03-30
3381,i2106,43.52,2021-03-30
3382,i2107,38.84,2021-03-30
3383,i2108,41.18,2021-03-30
3384,i2109,42.36,2021-03-30
3385,i2110,42.36,2021-03-30
3386,i2111,42.36,2021-03-30
3387,i2112,38.18,2021-03-30
3388,i2201,38.18,2021-03-30
3389,i2202,38.67,2021-03-30
3390,i2203,38.35,2021-03-30
3391,i2105,48.29,2021-03-31
3392,i2106,43.88,2021-03-31
3393,i2107,43.88,2021-03-31
3394,i2108,41.17,2021-03-31
3395,i2109,41.17,2021-03-31
3396,i2110,38.7,2021-03-31
3397,i2111,31.93,2021-03-31
3398,i2112,31.89,2021-03-31
3399,i2201,37.49,2021-03-31
3400,i2202,38.32,2021-03-31
3401,i2203,38.32,2021-03-31
3402,i2105,47.92,2021-04-01
3403,i2106,39.32,2021-04-01
3404,i2107,39.32,2021-04-01
3405,i2108,39.67,2021-04-01
3406,i2109,39.67,2021-04-01
3407,i2110,36.49,2021-04-01
3408,i2111,34.9,2021-04-01
3409,i2112,34.81,2021-04-01
3410,i2201,39.01,2021-04-01
3411,i2202,38.05,2021-04-01
3412,i2203,39.35,2021-04-01
3413,i2105,41.52,2021-04-02
3414,i2106,39.24,2021-04-02
3415,i2107,38.06,2021-04-02
3416,i2108,38.21,2021-04-02
3417,i2109,39.32,2021-04-02
3418,i2110,35.13,2021-04-02
3419,i2111,35.13,2021-04-02
3420,i2112,36.07,2021-04-02
3421,i2201,36.07,2021-04-02
3422,i2202,36.78,2021-04-02
3423,i2203,38.05,2021-04-02
3424,i2105,53.41,2021-04-06
3425,i2106,38.24,2021-04-06
3426,i2107,46.18,2021-04-06
3427,i2108,46.18,2021-04-06
3428,i2109,39.76,2021-04-06
3429,i2110,38.28,2021-04-06
3430,i2111,42.24,2021-04-06
3431,i2112,35.38,2021-04-06
3432,i2201,38.13,2021-04-06
3433,i2202,37.73,2021-04-06
3434,i2203,38.12,2021-04-06
3435,i2105,60.41,2021-04-07
3436,i2106,37.86,2021-04-07
3437,i2107,41.84,2021-04-07
3438,i2108,37.37,2021-04-07
3439,i2109,39.28,2021-04-07
3440,i2110,35.27,2021-04-07
3441,i2111,37.41,2021-04-07
3442,i2112,37.41,2021-04-07
3443,i2201,36.37,2021-04-07
3444,i2202,36.37,2021-04-07
3445,i2203,37.81,2021-04-07
3446,i2105,35.53,2021-04-08
3447,i2106,35.53,2021-04-08
3448,i2107,37.4,2021-04-08
3449,i2108,35,2021-04-08
3450,i2109,38.86,2021-04-08
3451,i2110,38.86,2021-04-08
3452,i2111,33.82,2021-04-08
3453,i2112,33.82,2021-04-08
3454,i2201,35.81,2021-04-08
3455,i2202,35.81,2021-04-08
3456,i2203,38.19,2021-04-08
3457,i2106,31.7,2021-04-09
3458,i2107,35.63,2021-04-09
3459,i2108,38.98,2021-04-09
3460,i2109,38.12,2021-04-09
3461,i2110,38.12,2021-04-09
3462,i2111,39.13,2021-04-09
3463,i2112,39.13,2021-04-09
3464,i2201,34.93,2021-04-09
3465,i2202,33.39,2021-04-09
3466,i2203,33.39,2021-04-09
3467,i2106,34.57,2021-04-12
3468,i2107,34.46,2021-04-12
3469,i2108,44.39,2021-04-12
3470,i2109,37.6,2021-04-12
3471,i2110,36.56,2021-04-12
3472,i2111,40.47,2021-04-12
3473,i2112,31.9,2021-04-12
3474,i2201,36.28,2021-04-12
3475,i2202,33.28,2021-04-12
3476,i2203,32.96,2021-04-12
3477,i2106,33.72,2021-04-13
3478,i2107,35.33,2021-04-13
3479,i2108,33.12,2021-04-13
3480,i2109,38.24,2021-04-13
3481,i2110,38.24,2021-04-13
3482,i2111,38.24,2021-04-13
3483,i2112,35.79,2021-04-13
3484,i2201,35.79,2021-04-13
3485,i2202,34.28,2021-04-13
3486,i2203,32.86,2021-04-13
3487,i2106,33.29,2021-04-14
3488,i2107,34.9,2021-04-14
3489,i2108,37.08,2021-04-14
3490,i2109,37.86,2021-04-14
3491,i2110,34.76,2021-04-14
3492,i2111,34.76,2021-04-14
3493,i2112,35.58,2021-04-14
3494,i2201,35.58,2021-04-14
3495,i2202,32.81,2021-04-14
3496,i2203,32.81,2021-04-14
3497,i2106,32.71,2021-04-15
3498,i2107,35.23,2021-04-15
3499,i2108,38.07,2021-04-15
3500,i2109,38.45,2021-04-15
3501,i2110,34.77,2021-04-15
3502,i2111,32.65,2021-04-15
3503,i2112,33.78,2021-04-15
3504,i2201,34.47,2021-04-15
3505,i2202,34.47,2021-04-15
3506,i2203,33.74,2021-04-15
3507,i2106,33.98,2021-04-16
3508,i2107,38.41,2021-04-16
3509,i2108,37.9,2021-04-16
3510,i2109,38.63,2021-04-16
3511,i2110,34.05,2021-04-16
3512,i2111,34.05,2021-04-16
3513,i2112,35.32,2021-04-16
3514,i2201,35.32,2021-04-16
3515,i2202,35.6,2021-04-16
3516,i2203,32.9,2021-04-16
3517,i2106,33.84,2021-04-19
3518,i2107,37.64,2021-04-19
3519,i2108,37.02,2021-04-19
3520,i2109,38.5,2021-04-19
3521,i2110,35.4,2021-04-19
3522,i2111,32.84,2021-04-19
3523,i2112,37.35,2021-04-19
3524,i2201,34.69,2021-04-19
3525,i2202,39.26,2021-04-19
3526,i2203,32.96,2021-04-19
3527,i2204,32.96,2021-04-19
3528,i2106,35.5,2021-04-20
3529,i2107,37.55,2021-04-20
3530,i2108,40.33,2021-04-20
3531,i2109,39.77,2021-04-20
3532,i2110,40.21,2021-04-20
3533,i2111,33.88,2021-04-20
3534,i2112,33.81,2021-04-20
3535,i2201,36.68,2021-04-20
3536,i2202,41.08,2021-04-20
3537,i2203,33.83,2021-04-20
3538,i2204,32.89,2021-04-20
3539,i2106,35.98,2021-04-21
3540,i2107,38.47,2021-04-21
3541,i2108,35.97,2021-04-21
3542,i2109,40.19,2021-04-21
3543,i2110,36.9,2021-04-21
3544,i2111,36.9,2021-04-21
3545,i2112,37.77,2021-04-21
3546,i2201,36.35,2021-04-21
3547,i2202,36.04,2021-04-21
3548,i2203,36.04,2021-04-21
3549,i2204,36.04,2021-04-21
3550,i2106,37.76,2021-04-22
3551,i2107,39.61,2021-04-22
3552,i2108,37.19,2021-04-22
3553,i2109,39.02,2021-04-22
3554,i2110,36.09,2021-04-22
3555,i2111,36.09,2021-04-22
3556,i2112,34.2,2021-04-22
3557,i2201,34.2,2021-04-22
3558,i2202,34.04,2021-04-22
3559,i2203,14.5,2021-04-22
3560,i2204,14.5,2021-04-22
3561,i2106,35.73,2021-04-23
3562,i2107,36.78,2021-04-23
3563,i2108,34.36,2021-04-23
3564,i2109,39.68,2021-04-23
3565,i2110,37.97,2021-04-23
3566,i2111,33.75,2021-04-23
3567,i2112,33.75,2021-04-23
3568,i2201,33.63,2021-04-23
3569,i2202,34.32,2021-04-23
3570,i2203,34.32,2021-04-23
3571,i2204,34.32,2021-04-23
3572,i2106,40.77,2021-04-26
3573,i2107,37.03,2021-04-26
3574,i2108,35.03,2021-04-26
3575,i2109,41.1,2021-04-26
3576,i2110,36.94,2021-04-26
3577,i2111,33.3,2021-04-26
3578,i2112,33.3,2021-04-26
3579,i2201,36.64,2021-04-26
3580,i2202,33.35,2021-04-26
3581,i2203,34.32,2021-04-26
3582,i2204,34.32,2021-04-26
3583,i2106,45.95,2021-04-27
3584,i2107,38.09,2021-04-27
3585,i2108,43.44,2021-04-27
3586,i2109,45.37,2021-04-27
3587,i2110,40.99,2021-04-27
3588,i2111,40.58,2021-04-27
3589,i2112,36.25,2021-04-27
3590,i2201,38.08,2021-04-27
3591,i2202,34.47,2021-04-27
3592,i2203,38.21,2021-04-27
3593,i2204,38.21,2021-04-27
3594,i2106,36.06,2021-04-28
3595,i2107,45.12,2021-04-28
3596,i2108,39.94,2021-04-28
3597,i2109,41.22,2021-04-28
3598,i2110,42.16,2021-04-28
3599,i2111,43.18,2021-04-28
3600,i2112,43.18,2021-04-28
3601,i2201,38.49,2021-04-28
3602,i2202,33.55,2021-04-28
3603,i2203,39.22,2021-04-28
3604,i2204,34.74,2021-04-28
3605,i2106,41.47,2021-04-29
3606,i2107,40.51,2021-04-29
3607,i2108,40.76,2021-04-29
3608,i2109,41.68,2021-04-29
3609,i2110,43.73,2021-04-29
3610,i2111,40.56,2021-04-29
3611,i2112,37.11,2021-04-29
3612,i2201,38.79,2021-04-29
3613,i2202,34.85,2021-04-29
3614,i2203,34.85,2021-04-29
3615,i2204,34.85,2021-04-29
3616,i2106,39.61,2021-04-30
3617,i2107,50.07,2021-04-30
3618,i2108,45.98,2021-04-30
3619,i2109,41.69,2021-04-30
3620,i2110,46.28,2021-04-30
3621,i2111,46.28,2021-04-30
3622,i2112,35.94,2021-04-30
3623,i2201,35.94,2021-04-30
3624,i2202,34.11,2021-04-30
3625,i2203,34.11,2021-04-30
3626,i2204,35.91,2021-04-30
3627,i2106,48.18,2021-05-06
3628,i2107,42.84,2021-05-06
3629,i2108,43.98,2021-05-06
3630,i2109,43.42,2021-05-06
3631,i2110,41.51,2021-05-06
3632,i2111,45.24,2021-05-06
3633,i2112,45.24,2021-05-06
3634,i2201,36.56,2021-05-06
3635,i2202,41.22,2021-05-06
3636,i2203,39.91,2021-05-06
3637,i2204,37.12,2021-05-06
3638,i2106,50.6,2021-05-07
3639,i2107,39.23,2021-05-07
3640,i2108,41.14,2021-05-07
3641,i2109,43.74,2021-05-07
3642,i2110,38.59,2021-05-07
3643,i2111,43.74,2021-05-07
3644,i2112,43.74,2021-05-07
3645,i2201,37.91,2021-05-07
3646,i2202,37.91,2021-05-07
3647,i2203,41.03,2021-05-07
3648,i2204,41.03,2021-05-07
3649,i2106,76.97,2021-05-10
3650,i2107,48.99,2021-05-10
3651,i2108,44.99,2021-05-10
3652,i2109,50.56,2021-05-10
3653,i2110,50.56,2021-05-10
3654,i2111,43.06,2021-05-10
3655,i2112,43.06,2021-05-10
3656,i2201,40.62,2021-05-10
3657,i2202,40.62,2021-05-10
3658,i2203,43.52,2021-05-10
3659,i2204,43.52,2021-05-10
3660,i2106,79.81,2021-05-11
3661,i2107,42.97,2021-05-11
3662,i2108,46.04,2021-05-11
3663,i2109,51.06,2021-05-11
3664,i2110,54.51,2021-05-11
3665,i2111,44.83,2021-05-11
3666,i2112,42.83,2021-05-11
3667,i2201,44.67,2021-05-11
3668,i2202,41.92,2021-05-11
3669,i2203,41.16,2021-05-11
3670,i2204,37.53,2021-05-11
3671,i2106,47.31,2021-05-12
3672,i2107,47.31,2021-05-12
3673,i2108,43.68,2021-05-12
3674,i2109,50.08,2021-05-12
3675,i2110,42.8,2021-05-12
3676,i2111,38.36,2021-05-12
3677,i2112,42.96,2021-05-12
3678,i2201,41.65,2021-05-12
3679,i2202,42.31,2021-05-12
3680,i2203,47.37,2021-05-12
3681,i2204,47.37,2021-05-12
3682,i2107,49.16,2021-05-13
3683,i2108,44.34,2021-05-13
3684,i2109,49.94,2021-05-13
3685,i2110,32.35,2021-05-13
3686,i2111,44.23,2021-05-13
3687,i2112,37.12,2021-05-13
3688,i2201,44.03,2021-05-13
3689,i2202,44.03,2021-05-13
3690,i2203,44.66,2021-05-13
3691,i2204,45.17,2021-05-13
3692,i2107,46.51,2021-05-14
3693,i2108,36.81,2021-05-14
3694,i2109,48.25,2021-05-14
3695,i2110,41.73,2021-05-14
3696,i2111,40.7,2021-05-14
3697,i2112,45.96,2021-05-14
3698,i2201,39.82,2021-05-14
3699,i2202,39.82,2021-05-14
3700,i2203,36.07,2021-05-14
3701,i2204,36.07,2021-05-14
3702,i2107,50.48,2021-05-17
3703,i2108,45.67,2021-05-17
3704,i2109,49.23,2021-05-17
3705,i2110,49.23,2021-05-17
3706,i2111,40.81,2021-05-17
3707,i2112,40.81,2021-05-17
3708,i2201,39.02,2021-05-17
3709,i2202,38.47,2021-05-17
3710,i2203,37.42,2021-05-17
3711,i2204,38.6,2021-05-17
3712,i2107,52.79,2021-05-18
3713,i2108,46.28,2021-05-18
3714,i2109,48.74,2021-05-18
3715,i2110,41.72,2021-05-18
3716,i2111,41.48,2021-05-18
3717,i2112,40.05,2021-05-18
3718,i2201,42.46,2021-05-18
3719,i2202,38.36,2021-05-18
3720,i2203,38.36,2021-05-18
3721,i2204,38.36,2021-05-18
3722,i2107,46.78,2021-05-19
3723,i2108,50.98,2021-05-19
3724,i2109,49.53,2021-05-19
3725,i2110,39.82,2021-05-19
3726,i2111,43,2021-05-19
3727,i2112,43,2021-05-19
3728,i2201,41.76,2021-05-19
3729,i2202,35.84,2021-05-19
3730,i2203,36.47,2021-05-19
3731,i2204,36.47,2021-05-19
3732,i2107,51.21,2021-05-20
3733,i2108,44.18,2021-05-20
3734,i2109,47.91,2021-05-20
3735,i2110,47.28,2021-05-20
3736,i2111,43.48,2021-05-20
3737,i2112,43.13,2021-05-20
3738,i2201,40.03,2021-05-20
3739,i2202,40.77,2021-05-20
3740,i2203,37.65,2021-05-20
3741,i2204,40.36,2021-05-20
3742,i2107,47.56,2021-05-21
3743,i2108,45.56,2021-05-21
3744,i2109,47.1,2021-05-21
3745,i2110,44.58,2021-05-21
3746,i2111,42.38,2021-05-21
3747,i2112,41.54,2021-05-21
3748,i2201,39.53,2021-05-21
3749,i2202,42.71,2021-05-21
3750,i2203,40.18,2021-05-21
3751,i2204,43.75,2021-05-21
3752,i2205,44.33,2021-05-21
3753,i2107,57.1,2021-05-24
3754,i2108,49.34,2021-05-24
3755,i2109,47.08,2021-05-24
3756,i2110,47.08,2021-05-24
3757,i2111,47.08,2021-05-24
3758,i2112,39.83,2021-05-24
3759,i2201,39.83,2021-05-24
3760,i2202,38.42,2021-05-24
3761,i2203,39.49,2021-05-24
3762,i2204,38.15,2021-05-24
3763,i2205,38.17,2021-05-24
3764,i2107,50.93,2021-05-25
3765,i2108,48,2021-05-25
3766,i2109,46.4,2021-05-25
3767,i2110,45.02,2021-05-25
3768,i2111,44.06,2021-05-25
3769,i2112,42.12,2021-05-25
3770,i2201,40.16,2021-05-25
